"","CLX.Open","CLX.High","CLX.Low","CLX.Close","CLX.Volume","CLX.Adjusted"
"2021-02-19",191.470001,191.949997,186.800003,187.050003,1767100,179.433289
"2021-02-22",186.729996,187.839996,184.960007,187.770004,1248400,180.123993
"2021-02-23",188.5,189.089996,185.339996,187.360001,1340600,179.730682
"2021-02-24",186.649994,187.710007,183.089996,183.289993,1413100,175.826401
"2021-02-25",183.410004,185.210007,180.309998,181.240005,1457300,173.859879
"2021-02-26",182.300003,183.050003,180.110001,181.050003,1731700,173.677628
"2021-03-01",181.509995,182.669998,179.339996,179.770004,1697100,172.449722
"2021-03-02",179.770004,181.160004,178.970001,179.020004,1320900,171.73027
"2021-03-03",178.880005,180.490005,176.729996,180,1691200,172.67038
"2021-03-04",180.020004,181.080002,177.110001,178.169998,1570900,170.914902
"2021-03-05",178.550003,184.389999,177.5,184.339996,1754100,176.833649
"2021-03-08",183.889999,188.880005,182.479996,187.759995,2093900,180.114365
"2021-03-09",188.610001,190.979996,185.630005,185.639999,1867100,178.080688
"2021-03-10",186.699997,190.25,185,189.279999,1418800,181.57251
"2021-03-11",188.479996,189.020004,186.710007,186.800003,1036300,179.193481
"2021-03-12",186.699997,190.059998,186.139999,188.990005,1352000,181.294327
"2021-03-15",189.75,190.369995,187.479996,188.460007,769300,180.785873
"2021-03-16",188.619995,190.399994,187.550003,189.029999,973100,181.332672
"2021-03-17",189.410004,193.440002,187.199997,189.589996,1891100,181.869873
"2021-03-18",186.380005,187,181.100006,184.470001,2803700,176.958359
"2021-03-19",185.110001,188.399994,184.979996,186.130005,2232600,178.550751
"2021-03-22",186.509995,189.559998,185,189.440002,1420200,181.725983
"2021-03-23",190,194.589996,188.740005,192.759995,1312000,184.910782
"2021-03-24",191.360001,191.369995,187.830002,189.220001,1276400,181.514938
"2021-03-25",190.139999,191.860001,188.139999,190.770004,993100,183.001831
"2021-03-26",190.350006,191.179993,188.229996,190.25,1317900,182.502991
"2021-03-29",190.300003,196.639999,190.300003,195.199997,1539300,187.251419
"2021-03-30",194.800003,196.669998,193,193.839996,1363000,185.946808
"2021-03-31",194,195.169998,192.169998,192.880005,1246000,185.025894
"2021-04-01",192.490005,193.740005,188.919998,192.830002,1282200,184.977936
"2021-04-05",193.089996,195.940002,192.600006,194.399994,1009000,186.483994
"2021-04-06",192.919998,195.009995,192.690002,194.039993,1221600,186.138672
"2021-04-07",195.490005,196.289993,193.449997,194,1429400,186.100296
"2021-04-08",194.139999,194.770004,191.009995,192.869995,1484100,185.016296
"2021-04-09",192.869995,194.149994,188.449997,190.130005,1317100,182.387878
"2021-04-12",190.779999,191.559998,189.850006,190.770004,1441900,183.001831
"2021-04-13",191.25,191.789993,188.029999,188.720001,1641400,181.035278
"2021-04-14",188.470001,188.820007,185.509995,188.580002,1183000,180.901001
"2021-04-15",188.759995,191.770004,187.929993,191.770004,1107700,183.96109
"2021-04-16",191.850006,192,189.509995,190.729996,940600,182.96344
"2021-04-19",190.270004,191.410004,189.410004,189.960007,1142800,182.224808
"2021-04-20",189.199997,194.919998,189,194.470001,1649200,187.647644
"2021-04-21",194.860001,196.649994,193.330002,195.889999,2021600,189.017822
"2021-04-22",195.190002,195.690002,193.300003,195.070007,1097100,188.226593
"2021-04-23",193.240005,193.679993,188.440002,188.539993,1669500,181.925674
"2021-04-26",188.539993,188.729996,186.75,187.820007,1510900,181.230942
"2021-04-27",187.539993,188.119995,186.070007,186.309998,992800,179.773911
"2021-04-28",186.460007,187.220001,184.610001,185.070007,1081900,178.577423
"2021-04-29",185,187.630005,184.779999,185.940002,1824600,179.416901
"2021-04-30",179.259995,182.690002,177.5,182.5,4551900,176.097565
"2021-05-03",177,183.139999,177,180.630005,3206500,174.293198
"2021-05-04",182,184.740005,181.089996,182.600006,1704100,176.194061
"2021-05-05",182.330002,184.479996,181.160004,184.110001,1579300,177.651077
"2021-05-06",183.690002,186.419998,183.039993,184.610001,1248300,178.13356
"2021-05-07",185,185.759995,182.470001,183.009995,979500,176.589661
"2021-05-10",184,189.070007,183.610001,187.990005,1336900,181.394958
"2021-05-11",188.690002,189.169998,185.389999,185.940002,873000,179.416901
"2021-05-12",186.350006,186.520004,181.789993,181.979996,1128400,175.59581
"2021-05-13",181.520004,184.220001,181.139999,182.630005,969600,176.223022
"2021-05-14",182.860001,184.429993,181.190002,181.320007,986800,174.958984
"2021-05-17",181.25,183.229996,180.539993,180.679993,1126700,174.3414
"2021-05-18",180,182.470001,179.770004,181.660004,1103400,175.287033
"2021-05-19",181,181.509995,179.479996,180.660004,868600,174.322128
"2021-05-20",180.729996,182.369995,180.449997,180.990005,833900,174.640549
"2021-05-21",180.479996,181.899994,178.070007,178.350006,2113800,172.09317
"2021-05-24",178.259995,180.710007,177.600006,178.820007,1100600,172.546677
"2021-05-25",178.5,178.940002,176.460007,178.649994,1375300,172.382629
"2021-05-26",178.039993,179.220001,177.259995,177.610001,1307000,171.37912
"2021-05-27",177.059998,178.289993,176.050003,176.479996,1780200,170.288773
"2021-05-28",175.800003,178.020004,175.550003,176.729996,933200,170.529984
"2021-06-01",177.5,178.350006,175.979996,176.660004,1250500,170.462448
"2021-06-02",176.5,178.639999,176.009995,177.880005,962200,171.639633
"2021-06-03",179,180.110001,177.759995,178.720001,1253500,172.45018
"2021-06-04",178.539993,179.710007,177.940002,179.009995,1202600,172.729996
"2021-06-07",179,179.570007,177.880005,178.639999,867300,172.372971
"2021-06-08",178.199997,179.050003,175.669998,175.75,1348400,169.584381
"2021-06-09",175.399994,179,175.25,175.699997,1201300,169.536102
"2021-06-10",175.639999,177.360001,175.259995,176.320007,1283200,170.134384
"2021-06-11",176.389999,177.270004,175.270004,176.160004,982800,169.97998
"2021-06-14",176,176.380005,173.160004,174.229996,1503700,168.117691
"2021-06-15",174.410004,174.940002,173.380005,173.520004,1114800,167.432632
"2021-06-16",175.039993,175.600006,173.350006,174.149994,1516400,168.040482
"2021-06-17",173.110001,175.940002,172.350006,175.449997,1509700,169.294907
"2021-06-18",174.710007,175.25,172.960007,172.979996,2753100,166.91156
"2021-06-21",173.229996,173.830002,172.460007,172.919998,1124100,166.853653
"2021-06-22",173.559998,175.270004,173.429993,174.580002,1276500,168.455414
"2021-06-23",174.029999,174.449997,172.619995,172.720001,1114500,166.660675
"2021-06-24",172,173.100006,170.5,172.460007,1220700,166.40979
"2021-06-25",173,176.809998,172.490005,176.649994,2109300,170.452789
"2021-06-28",177.100006,180.449997,177,179.479996,1286700,173.183517
"2021-06-29",179.479996,181.960007,178.940002,179.399994,1364000,173.106308
"2021-06-30",179.630005,181.699997,179.440002,179.910004,1106400,173.598434
"2021-07-01",179.759995,180.580002,178.539993,178.850006,1001100,172.575638
"2021-07-02",178.740005,180.850006,178.740005,179.289993,708500,173.000183
"2021-07-06",179.610001,182.029999,179.220001,181.300003,1067700,174.939682
"2021-07-07",181.270004,187.389999,181.270004,185.369995,2007700,178.866882
"2021-07-08",183.600006,185.830002,181.320007,181.880005,1365200,175.499329
"2021-07-09",182.070007,182.809998,180.110001,180.880005,1103700,174.534409
"2021-07-12",180,181,178.559998,179.800003,826100,173.492279
"2021-07-13",179.5,180.619995,178.300003,178.949997,968200,172.672104
"2021-07-14",178.820007,181.399994,178.050003,180.600006,813200,174.264236
"2021-07-15",181.339996,181.740005,178.889999,181.570007,893600,175.200211
"2021-07-16",182.350006,187.130005,181.75,186.320007,1376700,179.783569
"2021-07-19",186.279999,191.75,185.169998,187.740005,2103400,181.153763
"2021-07-20",187.550003,189.809998,182.279999,182.389999,1831500,175.99144
"2021-07-21",182.449997,182.880005,178.75,178.839996,1265700,172.565979
"2021-07-22",178.179993,184.559998,177.339996,180.710007,2271200,174.370361
"2021-07-23",180,185.089996,178.770004,184.770004,1082600,178.287949
"2021-07-26",184.440002,187.449997,183.410004,185.619995,1334300,179.108124
"2021-07-27",184.389999,186.320007,182.020004,182.830002,1587300,177.525406
"2021-07-28",181.860001,183.649994,181.050003,181.710007,992400,176.437912
"2021-07-29",182.309998,184.289993,181.369995,182.839996,1028700,177.53511
"2021-07-30",183.389999,183.789993,180.399994,180.889999,1291400,175.641693
"2021-08-02",180.889999,181.839996,178.910004,181.199997,1507600,175.942703
"2021-08-03",163.220001,166.389999,159.320007,164.059998,9873100,159.299988
"2021-08-04",162.509995,166.899994,162.5,165.610001,2556100,160.805023
"2021-08-05",166.059998,166.229996,162.740005,163.559998,1969100,158.814499
"2021-08-06",163.160004,164.350006,161.740005,162.580002,1542200,157.86293
"2021-08-09",163.130005,165.309998,162.580002,164.850006,1329400,160.067078
"2021-08-10",164.339996,165.850006,163.169998,164.839996,1124100,160.057343
"2021-08-11",164.800003,166.75,164.100006,166.520004,1183100,161.688629
"2021-08-12",166.550003,167.460007,165.669998,166.759995,1086200,161.921661
"2021-08-13",167.050003,169.259995,166.649994,168.449997,1028600,163.562622
"2021-08-16",168.630005,171.800003,168.5,169.889999,1527000,164.960831
"2021-08-17",170,172,169.369995,171.220001,1552000,166.252243
"2021-08-18",171.300003,171.490005,167.089996,168.440002,978500,163.552917
"2021-08-19",168.860001,171.440002,168.639999,171.100006,1130000,166.135742
"2021-08-20",171.729996,173.029999,169.979996,170.059998,1050900,165.125916
"2021-08-23",169.580002,169.699997,167.75,168.199997,1140000,163.31987
"2021-08-24",167.600006,168.440002,166.449997,166.690002,1168300,161.853683
"2021-08-25",166.240005,166.240005,164.5,164.830002,1746500,160.047653
"2021-08-26",164.559998,166.25,164.270004,165,1078700,160.212723
"2021-08-27",164.270004,166.199997,164.270004,164.860001,735900,160.076797
"2021-08-30",165.029999,166.860001,164.860001,166.839996,1009600,161.999329
"2021-08-31",166.509995,168.119995,165.960007,168.050003,1056900,163.174225
"2021-09-01",167.990005,171.429993,167.639999,170.800003,2324000,165.844437
"2021-09-02",170.820007,171.880005,169.800003,170,1499700,165.067657
"2021-09-03",167.429993,170.580002,166.869995,169.509995,1516800,164.591888
"2021-09-07",169.699997,169.699997,166.720001,168.130005,1143900,163.251923
"2021-09-08",168.410004,171.720001,168.050003,169.75,1016400,164.824905
"2021-09-09",169.539993,169.949997,168.059998,168.929993,934500,164.028687
"2021-09-10",168.520004,170.160004,168,169.679993,885500,164.756927
"2021-09-13",170.229996,172.440002,169.770004,171.210007,1252700,166.242538
"2021-09-14",172,172.440002,170,172.240005,1241300,167.242661
"2021-09-15",172.149994,173.210007,168.880005,168.919998,1590100,164.018982
"2021-09-16",168.75,169.309998,165.990005,166.610001,1589500,161.776031
"2021-09-17",166.25,168.380005,165.850006,166.089996,2546600,161.271088
"2021-09-20",166.190002,167.25,163.729996,164.779999,1472000,159.9991
"2021-09-21",164.800003,166.259995,163.229996,163.770004,1268300,159.018402
"2021-09-22",165,165,161.979996,162.190002,1055200,157.484253
"2021-09-23",162.5,163.320007,161.660004,162.389999,1455900,157.678452
"2021-09-24",162.520004,165.059998,162.320007,164.559998,1163800,159.785492
"2021-09-27",164.339996,165.740005,163.100006,164.869995,841500,160.086502
"2021-09-28",165.509995,167.089996,164.380005,166.660004,984200,161.82457
"2021-09-29",166.690002,169.309998,166.110001,168.110001,1368000,163.232483
"2021-09-30",168.039993,168.380005,165.570007,165.610001,1128400,160.805023
"2021-10-01",165.179993,165.639999,162.300003,164.520004,1898100,159.746658
"2021-10-04",164.710007,165.820007,163,163.729996,1018100,158.979568
"2021-10-05",163.729996,164.139999,161.880005,162.619995,1078100,157.901764
"2021-10-06",162.690002,165.619995,162.119995,165.169998,957000,160.377792
"2021-10-07",164.789993,166.589996,164.089996,165.059998,828800,160.270996
"2021-10-08",164.550003,165.089996,162.369995,163.479996,726000,158.736832
"2021-10-11",163.509995,164.110001,162.050003,162.190002,642100,157.484253
"2021-10-12",162.190002,164.529999,162.190002,162.960007,850200,158.231918
"2021-10-13",162.470001,162.910004,160.050003,160.729996,1002700,156.06662
"2021-10-14",161.259995,163.639999,160.550003,163.539993,957400,158.795059
"2021-10-15",163.580002,164.119995,162.429993,163.240005,828100,158.503799
"2021-10-18",163.229996,163.240005,160.399994,160.559998,962900,155.901535
"2021-10-19",160,160.279999,156.229996,158.990005,2656200,154.377106
"2021-10-20",159.360001,163.100006,159.309998,161.039993,1692400,156.367615
"2021-10-21",161.009995,161.990005,159.789993,160.059998,989300,155.416031
"2021-10-22",160.119995,161.940002,160.119995,161.440002,725900,156.756012
"2021-10-25",160.75,161.990005,158.600006,161.639999,1114100,156.950195
"2021-10-26",160.880005,161.850006,160.199997,161.210007,1012600,157.664154
"2021-10-27",161.5,162.899994,159.360001,159.570007,925100,156.060226
"2021-10-28",159.759995,161.960007,159.360001,161.860001,1121700,158.299866
"2021-10-29",161.899994,164.100006,161.410004,163.009995,2131100,159.424561
"2021-11-01",162.679993,164.119995,162.389999,163.399994,1549400,159.805984
"2021-11-02",167,168.669998,163.880005,165.389999,2600900,161.752213
"2021-11-03",164,166.979996,163.130005,165.360001,1210800,161.722885
"2021-11-04",165.360001,166.559998,163.619995,164.440002,1017800,160.823105
"2021-11-05",163.339996,163.990005,161.289993,163.259995,1310600,159.669067
"2021-11-08",163.130005,164.580002,162.029999,164.270004,934500,160.656845
"2021-11-09",164.75,166.320007,163.949997,166.149994,1014000,162.495483
"2021-11-10",166.649994,166.850006,164.809998,165.440002,817900,161.801102
"2021-11-11",165.139999,166.009995,162.979996,165.940002,850600,162.290115
"2021-11-12",166.25,166.979996,165.009995,166.039993,795600,162.387909
"2021-11-15",166.039993,169.940002,166.039993,169.880005,1274300,166.143463
"2021-11-16",170,171,169.059998,169.910004,996300,166.172791
"2021-11-17",170.169998,172.190002,168.720001,169.25,1483500,165.527313
"2021-11-18",169,169,164.779999,165.770004,976500,162.123871
"2021-11-19",168.639999,171.460007,166.320007,166.979996,1292800,163.307251
"2021-11-22",166.429993,168.860001,165.929993,167.610001,827000,163.923386
"2021-11-23",167.979996,169.080002,166.289993,168.839996,848000,165.126343
"2021-11-24",168.839996,168.839996,166.649994,168.070007,849800,164.373276
"2021-11-26",169.529999,174.460007,169.279999,174.210007,2355200,170.378235
"2021-11-29",171.960007,173.369995,169.059998,169.160004,1388700,165.439285
"2021-11-30",169.660004,169.660004,162.619995,162.850006,2794700,159.268082
"2021-12-01",163,166.970001,162.240005,165.759995,1576100,162.114075
"2021-12-02",166.289993,168.039993,165.970001,166.470001,1663900,162.808472
"2021-12-03",166.220001,169.660004,166.220001,168.160004,1205600,164.461288
"2021-12-06",168.160004,169.580002,167.149994,168.729996,1127600,165.018753
"2021-12-07",167.789993,168.369995,163.899994,165.259995,1689900,161.625076
"2021-12-08",165.410004,168.210007,165,167.779999,904900,164.089645
"2021-12-09",167.619995,167.889999,165.770004,166.919998,732300,163.248566
"2021-12-10",167.649994,169.089996,167.119995,168.529999,794100,164.823151
"2021-12-13",167.669998,173.270004,166.210007,172.080002,1922700,168.295074
"2021-12-14",173,173.919998,171.160004,172.669998,1244700,168.87207
"2021-12-15",173.080002,177.839996,173.080002,176.130005,1728300,172.255981
"2021-12-16",175.339996,179.050003,174.669998,178.169998,1659400,174.251114
"2021-12-17",178.630005,180.729996,173.279999,174.160004,2549300,170.329315
"2021-12-20",174.860001,179.509995,174.199997,176.600006,1901000,172.715652
"2021-12-21",175.5,175.910004,170.070007,171.160004,1355300,167.395294
"2021-12-22",171.050003,171.580002,169.360001,170.770004,687600,167.013885
"2021-12-23",170.960007,171.179993,169.419998,169.830002,616700,166.094559
"2021-12-27",169.5,171.050003,169.399994,170.889999,599700,167.131241
"2021-12-28",171.649994,172.059998,170.770004,171.929993,559400,168.148361
"2021-12-29",172.440002,173.190002,170.860001,171.380005,704000,167.610474
"2021-12-30",172,172.839996,171.009995,172.320007,727700,168.5298
"2021-12-31",172.729996,174.809998,172.339996,174.360001,668800,170.524918
"2022-01-03",174,175.039993,171.110001,174.929993,1039100,171.082367
"2022-01-04",173.919998,176.369995,173.690002,175.589996,964800,171.727859
"2022-01-05",176,178.070007,175.919998,177.429993,913700,173.52739
"2022-01-06",177.970001,179.949997,176.789993,178.539993,1341100,174.612976
"2022-01-07",179.039993,180.570007,178.229996,179.899994,1129100,175.943054
"2022-01-10",180.580002,182.229996,179.399994,179.699997,1510800,175.747452
"2022-01-11",179.75,180.869995,178.600006,179.570007,1280400,175.620331
