"","KLAC.Open","KLAC.High","KLAC.Low","KLAC.Close","KLAC.Volume","KLAC.Adjusted"
"2021-01-04",262.059998,270.279999,257.700012,260.329987,1252000,255.802429
"2021-01-05",260.190002,266.320007,258.959991,265.790009,1074900,261.167511
"2021-01-06",262.450012,270.940002,261.809998,265.209991,850600,260.597565
"2021-01-07",268.690002,279.350006,268.359985,278.190002,1011700,273.351807
"2021-01-08",282.220001,287.339996,279.559998,283.179993,1051800,278.255005
"2021-01-11",281.350006,290.850006,278.01001,289.109985,1203900,284.081879
"2021-01-12",289,296.299988,287,290.98999,1323500,285.929169
"2021-01-13",288.75,293.519989,285.160004,290.100006,1154500,285.054718
"2021-01-14",302.820007,315.869995,301.910004,303.880005,2431200,298.595062
"2021-01-15",303.48999,304.809998,296,304.130005,1606600,298.840668
"2021-01-19",307.839996,316.799988,307.839996,314.079987,1275000,308.617645
"2021-01-20",316.920013,317.600006,302.25,304.329987,1019600,299.037201
"2021-01-21",307.959991,308.899994,300.429993,305.200012,1063100,299.89209
"2021-01-22",305.299988,309.359985,304.470001,305.01001,725000,299.705414
"2021-01-25",309.399994,312.329987,303.299988,308.899994,955700,303.52771
"2021-01-26",310,310.73999,302.820007,303.549988,832100,298.270752
"2021-01-27",297.299988,298.809998,283.049988,284.440002,1657800,279.493134
"2021-01-28",290.730011,296.73999,288.450012,291.100006,1021200,286.037292
"2021-01-29",287.059998,289.200012,279.720001,280.070007,1163800,275.199097
"2021-02-01",286.019989,294.019989,282.48999,292.619995,1052500,287.530823
"2021-02-02",296,299.619995,293.619995,298.779999,1106900,293.58374
"2021-02-03",301.600006,301.600006,285.540009,286.299988,1279900,281.32074
"2021-02-04",288.440002,298.179993,286.320007,294.230011,1401800,289.112854
"2021-02-05",296.029999,298.149994,286.589996,288.029999,890400,283.02066
"2021-02-08",289.940002,302.589996,288.660004,302.26001,1018200,297.003235
"2021-02-09",300.290009,305.450012,296.519989,298.309998,735500,293.121918
"2021-02-10",302.130005,304.140015,296,297.609985,546900,292.434052
"2021-02-11",299.410004,326.48999,299.410004,324.480011,2285700,318.836792
"2021-02-12",321.529999,334.769989,318.920013,331.809998,1503000,326.039276
"2021-02-16",332.5,342.209991,332.5,337.179993,1395900,331.315857
"2021-02-17",333.26001,334.700012,323.369995,330.299988,1062800,324.555573
"2021-02-18",326.100006,328,321.140015,325.160004,1005500,320.37793
"2021-02-19",330.619995,338,327.98999,330.670013,1512400,325.806854
"2021-02-22",325,326.980011,313.850006,316.160004,1123100,311.510254
"2021-02-23",307.73999,321.470001,303.670013,318.779999,1745700,314.091736
"2021-02-24",313.839996,328.730011,310.079987,328.429993,1170100,323.599823
"2021-02-25",322.690002,326.350006,302.480011,304.790009,1528000,300.307495
"2021-02-26",311.320007,314.730011,303.170013,311.230011,1316000,306.652802
"2021-03-01",316.019989,326.399994,315.01001,325.98999,1294000,321.195709
"2021-03-02",325.880005,326.679993,309.649994,309.820007,1175900,305.263519
"2021-03-03",310.48999,315.059998,303.529999,303.809998,1155200,299.341888
"2021-03-04",302.179993,306.26001,282.329987,287.619995,1655300,283.389984
"2021-03-05",292.690002,297.25,278.179993,295.869995,1631100,291.518646
"2021-03-08",291.01001,293.829987,273.23999,274.040009,2182500,270.009735
"2021-03-09",283.630005,296.290009,282.290009,294.100006,1944100,289.774719
"2021-03-10",299.76001,300.380005,282.730011,283.450012,1688000,279.281342
"2021-03-11",294.049988,301.970001,290,296.359985,1709500,292.001434
"2021-03-12",288.869995,294.779999,285.970001,294.269989,1298400,289.942169
"2021-03-15",293.470001,299.320007,291.420013,298.959991,1321900,294.563171
"2021-03-16",299.720001,305.959991,298.880005,301.950012,1544200,297.509247
"2021-03-17",296.179993,309.910004,291.119995,305.390015,1906300,300.898651
"2021-03-18",298.299988,299.75,287.779999,288.73999,2041200,284.49353
"2021-03-19",287.970001,297.23999,284.48999,292.880005,3220700,288.572632
"2021-03-22",300,308.130005,298.309998,305.359985,1820000,300.86908
"2021-03-23",306.51001,307.480011,296.109985,297.059998,1766300,292.691162
"2021-03-24",310.5,317,297.549988,297.890015,1669200,293.508972
"2021-03-25",293.029999,301,286.940002,299.410004,1188000,295.006622
"2021-03-26",298.709991,320.25,298.709991,319.940002,1650500,315.23468
"2021-03-29",317.730011,317.850006,306.880005,314.309998,1428400,309.687469
"2021-03-30",312.809998,318.51001,311.690002,317.070007,924100,312.406921
"2021-03-31",321.75,333.299988,321.170013,330.399994,1811800,325.540802
"2021-04-01",337,347.790009,337,347.290009,1885700,342.182404
"2021-04-05",349.049988,359.690002,346.070007,355.079987,1496100,349.857849
"2021-04-06",353.119995,353.799988,340.559998,346.600006,1690400,341.502594
"2021-04-07",347.709991,352.700012,343.679993,348.040009,985500,342.921417
"2021-04-08",354,354.269989,348.420013,354.040009,1125000,348.833191
"2021-04-09",351.920013,355.079987,348.230011,352.850006,913800,347.660675
"2021-04-12",349.570007,350.700012,343.329987,345.100006,1376100,340.024628
"2021-04-13",349.519989,349.519989,339.119995,344.130005,1226400,339.068909
"2021-04-14",340,346.670013,335.179993,336.5,1186100,331.551117
"2021-04-15",341.790009,342.160004,335.709991,338.540009,1198100,333.561096
"2021-04-16",339.070007,339.859985,332.980011,333,958100,328.10257
"2021-04-19",330.959991,333.619995,318.279999,324.390015,1551700,319.619202
"2021-04-20",323.109985,325.839996,317.779999,318.920013,1477200,314.229706
"2021-04-21",322.450012,332.220001,319.570007,331.790009,1697700,326.9104
"2021-04-22",329.450012,331.869995,322.76001,325.079987,1045400,320.299042
"2021-04-23",327.98999,334.100006,326.690002,332.070007,1182000,327.18631
"2021-04-26",334.01001,337.570007,330.98999,335.809998,1039400,330.871277
"2021-04-27",340,340,329.26001,330.48999,939800,325.629486
"2021-04-28",329.5,330.73999,324.230011,324.839996,983200,320.062561
"2021-04-29",325.920013,328.730011,318.660004,326.359985,1294900,321.560211
"2021-04-30",315.029999,321.649994,312.920013,315.350006,1434100,310.712158
"2021-05-03",317.619995,318.799988,308.48999,311.230011,1412200,306.652802
"2021-05-04",305.820007,308.089996,299.420013,307.940002,1592200,303.411133
"2021-05-05",313.170013,316.73999,306.399994,311.920013,1157100,307.332611
"2021-05-06",309.51001,316.279999,307.690002,315.890015,935200,311.244232
"2021-05-07",319.98999,323,316.660004,319.700012,848300,314.998199
"2021-05-10",309.950012,313.880005,299.459991,299.899994,1576900,295.48941
"2021-05-11",291.01001,301.559998,289.720001,300.279999,987700,295.86377
"2021-05-12",292.540009,295.76001,285.890015,286.73999,1400300,282.522949
"2021-05-13",294.540009,300.670013,293.730011,296.76001,1533300,292.395569
"2021-05-14",298.480011,309.089996,296.019989,305.75,1508100,302.169739
"2021-05-17",298.450012,300.850006,292.179993,297.720001,1352800,294.233826
"2021-05-18",302.369995,302.98999,293.480011,293.920013,1087600,290.478302
"2021-05-19",288.049988,304.23999,286.579987,303.940002,1301000,300.380951
"2021-05-20",305.429993,315,305.429993,313.359985,1449900,309.690643
"2021-05-21",314.970001,314.970001,308.709991,310.140015,1049700,306.508392
"2021-05-24",314.339996,320.119995,313.809998,317.549988,1209100,313.831604
"2021-05-25",320.130005,323.910004,316.540009,317.920013,1258300,314.197266
"2021-05-26",319.200012,322,315.709991,317.390015,1078100,313.673462
"2021-05-27",316.850006,321.579987,315.899994,316.540009,1195100,312.833435
"2021-05-28",318.190002,320.309998,316.459991,316.890015,885500,313.179321
"2021-06-01",319.890015,324.75,314.390015,315.730011,1024700,312.032898
"2021-06-02",316.100006,318.480011,312.799988,315.589996,881700,311.894562
"2021-06-03",311.779999,312.459991,307.329987,308.779999,1243000,305.164276
"2021-06-04",311.380005,318.070007,311.149994,316.98999,898400,313.278137
"2021-06-07",315.380005,319.329987,312.630005,318.549988,1098500,314.819855
"2021-06-08",322.600006,323.649994,311.850006,313.799988,615000,310.125519
"2021-06-09",321.130005,322.820007,313.859985,314.160004,748000,310.481262
"2021-06-10",316.119995,320.600006,314.529999,319.309998,690900,315.570984
"2021-06-11",320.649994,321.350006,317.399994,320.109985,770300,316.361603
"2021-06-14",320.929993,325.910004,318.929993,325.209991,634300,321.401886
"2021-06-15",324.450012,326.589996,319.290009,320.589996,718400,316.835968
"2021-06-16",322.869995,323.290009,313.230011,315.899994,856300,312.200897
"2021-06-17",315.070007,321.329987,313.140015,318.420013,919700,314.691406
"2021-06-18",313.880005,314.720001,303.160004,304.480011,1925900,300.914642
"2021-06-21",306.019989,309.609985,302.480011,308.809998,882400,305.193939
"2021-06-22",307.640015,309.579987,304.209991,308.619995,672300,305.006104
"2021-06-23",308.859985,312.950012,308.619995,310.859985,656600,307.219879
"2021-06-24",313.48999,316.149994,312.279999,315.890015,730700,312.19104
"2021-06-25",315.619995,318.329987,313.959991,316.26001,3921200,312.556671
"2021-06-28",319.25,325.48999,318.399994,322.26001,861600,318.48642
"2021-06-29",322,326.029999,321.540009,325.200012,544800,321.392029
"2021-06-30",325,325.01001,320.869995,324.209991,697600,320.413605
"2021-07-01",324.149994,324.299988,311.529999,311.73999,1417100,308.0896
"2021-07-02",313.730011,314,308.01001,311.820007,1053200,308.168701
"2021-07-06",312.709991,316.279999,305.26001,311.25,1071400,307.605347
"2021-07-07",314.119995,314.940002,305.880005,307.059998,988900,303.464417
"2021-07-08",301.029999,305.130005,298.730011,303.089996,896000,299.540894
"2021-07-09",303.709991,309.579987,301.600006,308.76001,726700,305.144531
"2021-07-12",310.019989,314.290009,308.899994,314.019989,883300,310.342896
"2021-07-13",312.119995,315,310,311.609985,568400,307.961121
"2021-07-14",313.75,318.299988,308.459991,309.119995,763100,305.500275
"2021-07-15",308.209991,310,301.720001,303.75,910300,300.193176
"2021-07-16",305.279999,307.890015,292.299988,293.220001,1794400,289.786469
"2021-07-19",289.929993,294.359985,287.440002,294.329987,1332200,290.883484
"2021-07-20",295.299988,304.829987,292.679993,302.769989,1202500,299.22464
"2021-07-21",304.339996,318.299988,303.859985,316.880005,1607600,313.169434
"2021-07-22",315,318.140015,311.98999,314.359985,790200,310.678925
"2021-07-23",316.929993,322,315.450012,320.76001,705200,317.003998
"2021-07-26",320.170013,322.329987,315.609985,318.630005,655100,314.898956
"2021-07-27",315.299988,315.299988,302.529999,309,1081200,305.381714
"2021-07-28",311,316.910004,309.470001,315.570007,646800,311.874786
"2021-07-29",313.450012,320.149994,310.369995,319.429993,1119100,315.689575
"2021-07-30",339.48999,356.709991,335.559998,348.160004,2656900,344.08316
"2021-08-02",348.160004,356.700012,344.790009,345.910004,1128200,341.859497
"2021-08-03",347.230011,349.519989,343,346.890015,925400,342.828033
"2021-08-04",346.890015,356,346.890015,353.799988,1161900,349.657104
"2021-08-05",355.540009,356.630005,349.51001,353.709991,730400,349.568176
"2021-08-06",351.540009,354.799988,351.140015,353.350006,908400,349.212402
"2021-08-09",353.519989,356.070007,351.299988,351.519989,748600,347.403809
"2021-08-10",351.23999,352.040009,340.600006,342,1476800,337.99527
"2021-08-11",343.850006,345.029999,336.290009,342.660004,832300,338.647522
"2021-08-12",337.5,339.850006,328.179993,328.51001,1356600,324.663269
"2021-08-13",327.140015,329.130005,325.799988,327.880005,596500,325.079681
"2021-08-16",327.029999,331.540009,325.829987,329.190002,1073600,326.378448
"2021-08-17",325.859985,327.019989,316.859985,322.450012,1255600,319.696075
"2021-08-18",320.519989,326.480011,317.170013,317.549988,1117900,314.837891
"2021-08-19",314.790009,323.600006,313.5,322.350006,729900,319.596893
"2021-08-20",324.730011,327.440002,315.459991,319.970001,794300,317.237213
"2021-08-23",323.959991,329.609985,323.380005,328.540009,1274700,325.734039
"2021-08-24",329.679993,334.299988,326.369995,328,621500,325.198639
"2021-08-25",325.700012,335.540009,325.700012,334.019989,839200,331.167175
"2021-08-26",334.589996,336.730011,332.089996,333.75,495500,330.899536
"2021-08-27",335.630005,343.529999,334.859985,342.929993,692600,340.001099
"2021-08-30",345.339996,346.899994,338.829987,342.109985,516000,339.18811
"2021-08-31",343.670013,343.670013,333.730011,339.959991,1003200,337.056488
"2021-09-01",340.950012,341.589996,335.140015,335.450012,668100,332.585022
"2021-09-02",337.890015,339.660004,335.359985,337.709991,470600,334.825714
"2021-09-03",336.109985,342.51001,336.109985,341.75,481800,338.831207
"2021-09-07",342.630005,343.079987,337.910004,341.809998,570300,338.890686
"2021-09-08",341.160004,341.160004,334.559998,336.75,774800,333.873901
"2021-09-09",335.920013,348.890015,335.570007,347.829987,1200100,344.859253
"2021-09-10",351,359.100006,350.309998,350.570007,1241300,347.575867
"2021-09-13",354.609985,358.320007,349.299988,355.600006,974200,352.562927
"2021-09-14",360.519989,364.790009,353.51001,356.390015,1349300,353.346191
"2021-09-15",357.350006,367.540009,354.049988,367.339996,1566300,364.202667
"2021-09-16",365,373.730011,363.200012,372.019989,1970700,368.842682
"2021-09-17",374.399994,374.600006,366.609985,369.809998,2162500,366.65152
"2021-09-20",360.399994,361.559998,349.769989,355.179993,1312300,352.146484
"2021-09-21",358.950012,359.440002,349.640015,356.579987,1160400,353.534515
"2021-09-22",359.130005,366.309998,356,365.51001,762400,362.388275
"2021-09-23",366.660004,372.410004,365.769989,370.980011,948300,367.811554
"2021-09-24",367.670013,370.649994,366.790009,369.529999,433800,366.373932
"2021-09-27",364.51001,369.410004,362.799988,365.779999,844000,362.655975
"2021-09-28",352.339996,356.940002,346.329987,347.029999,1620600,344.066101
"2021-09-29",348.679993,349.73999,334.809998,335.299988,1202300,332.436279
"2021-09-30",338.279999,342.230011,333.899994,334.51001,962200,331.653046
"2021-10-01",336.720001,338.450012,328.779999,335.019989,904600,332.15863
"2021-10-04",332.119995,332.619995,325.589996,329.070007,1147600,326.259491
"2021-10-05",332.959991,334.440002,328.23999,331.230011,774300,328.401031
"2021-10-06",326.790009,330.220001,324.359985,329.100006,820900,326.289246
"2021-10-07",333.48999,336.170013,329.320007,330.100006,811900,327.280701
"2021-10-08",332.290009,332.369995,324.820007,326.049988,643100,323.265289
"2021-10-11",324.570007,331.209991,324.540009,325.200012,528700,322.422577
"2021-10-12",327.51001,328.290009,317.98999,319.549988,855500,316.820801
"2021-10-13",323.859985,326,319.089996,320.410004,690600,317.673462
"2021-10-14",331.309998,331.309998,326.609985,329.779999,959000,326.96347
"2021-10-15",330.170013,332.390015,327.890015,329.100006,772500,326.289246
"2021-10-18",326.679993,328.230011,322.329987,326.769989,1377800,323.979126
"2021-10-19",325.700012,332.720001,325.559998,332.140015,820600,329.303284
"2021-10-20",331.709991,333.950012,328.220001,331.029999,702000,328.202759
"2021-10-21",326.880005,336.130005,323.390015,335.51001,870600,332.644501
"2021-10-22",342.119995,357.920013,340.540009,343.029999,1856200,340.100281
"2021-10-25",347.709991,347.709991,341.679993,343.230011,1057500,340.298553
"2021-10-26",349.119995,349.119995,337.480011,341.970001,868000,339.049347
"2021-10-27",340.959991,345.429993,336.279999,340.570007,1196200,337.661285
"2021-10-28",366.440002,388.98999,352.5,355.339996,2350800,352.305115
"2021-10-29",352.230011,374.109985,351.980011,372.76001,1604200,369.576385
"2021-11-01",373,380.48999,369.160004,380.26001,2049400,377.012299
"2021-11-02",381.040009,388.820007,381.01001,388.75,1186300,385.42981
"2021-11-03",390,393.869995,383.059998,393.670013,1237300,390.30777
"2021-11-04",394.079987,409.649994,393.670013,409.079987,1703800,405.586151
"2021-11-05",410.320007,418.399994,405.630005,416.730011,1655500,413.170837
"2021-11-08",416.75,419.329987,410.589996,412.839996,1247800,409.314026
"2021-11-09",412.929993,417.600006,410.420013,417.109985,837700,413.547546
"2021-11-10",410.040009,418,403.339996,404.350006,1169800,400.896545
"2021-11-11",410.209991,414.220001,408,412.790009,620100,409.264465
"2021-11-12",412.470001,417.339996,409.799988,413.279999,627100,410.795197
"2021-11-15",418,418.850006,410.529999,413.059998,654200,410.576508
"2021-11-16",413.01001,424.019989,411.170013,423.200012,1151000,420.655579
"2021-11-17",421.769989,424.049988,417.589996,419.839996,1476600,417.315765
"2021-11-18",422.829987,424.839996,417.359985,423.23999,887700,420.695343
"2021-11-19",422.029999,426.839996,420.869995,422.380005,746300,419.840485
"2021-11-22",423.910004,427.23999,407.390015,407.899994,1604300,405.447571
"2021-11-23",407.140015,412.359985,400.799988,411.980011,1161600,409.503021
"2021-11-24",410.390015,413.350006,401.119995,413.299988,730300,410.815063
"2021-11-26",406.709991,410.100006,397.040009,398.959991,756300,396.56131
"2021-11-29",402.809998,414.609985,402.809998,413.839996,1084500,411.351837
"2021-11-30",412.660004,418.429993,405.820007,408.130005,1548600,405.676178
"2021-12-01",415.25,428.220001,408.179993,412.179993,1637100,409.701813
"2021-12-02",408.720001,415.869995,401.209991,402.529999,1610000,400.109833
"2021-12-03",407.619995,410.910004,394.609985,400.679993,1313000,398.270966
"2021-12-06",402.920013,403.420013,390.170013,399.529999,1284300,397.127869
"2021-12-07",406.559998,420.480011,405.769989,419.149994,1348100,416.629913
"2021-12-08",418.579987,422.309998,413.299988,421.279999,952200,418.747101
"2021-12-09",418.25,420.119995,408.820007,409.369995,1091600,406.908722
"2021-12-10",415.170013,417.549988,404.089996,410.690002,833800,408.220795
"2021-12-13",410.690002,410.769989,396.829987,399.75,1189400,397.346558
"2021-12-14",395.790009,402.299988,394.179993,399.459991,993300,397.058289
"2021-12-15",400.440002,411.540009,392.769989,409.910004,2186900,407.445496
"2021-12-16",414,414.98999,395.089996,397.309998,2306600,394.921204
"2021-12-17",396.339996,397.480011,387,391.549988,3228000,389.195831
"2021-12-20",385.880005,393.130005,381.630005,385.5,1850200,383.182251
"2021-12-21",403.149994,412.200012,401.059998,409.399994,2267000,406.938538
"2021-12-22",406.279999,413.380005,403.549988,413.209991,719600,410.725616
"2021-12-23",415.230011,424.48999,415.029999,420.76001,878000,418.230255
"2021-12-27",422.230011,441.549988,422.01001,440.170013,1302800,437.52356
"2021-12-28",441.540009,442.440002,430.320007,432.149994,751900,429.551758
"2021-12-29",432.779999,438.910004,431.529999,435.079987,613900,432.464142
"2021-12-30",435.450012,436,426.290009,427.079987,615000,424.512238
"2021-12-31",427.899994,431.929993,427.26001,430.109985,525000,427.524017
"2022-01-03",431.140015,435.640015,425.609985,435.089996,1044300,432.474091
"2022-01-04",434.380005,436.839996,417.600006,431.23999,964900,428.647217
"2022-01-05",432.160004,435.089996,419.679993,420.73999,1174000,418.210358
"2022-01-06",420.630005,435.049988,417.769989,432.220001,1268500,429.621368
"2022-01-07",429.809998,435.529999,416.190002,416.910004,1155000,414.403412
"2022-01-10",410.209991,419.519989,404.700012,418.730011,1341100,416.212463
