"","ALLE.Open","ALLE.High","ALLE.Low","ALLE.Close","ALLE.Volume","ALLE.Adjusted"
"2020-10-23",103.150002,104.010002,101.739998,102.879997,764500,100.678841
"2020-10-26",101.610001,102.129997,99.900002,100.839996,715400,98.682503
"2020-10-27",100.839996,100.970001,99,99.260002,683600,97.136299
"2020-10-28",96.980003,98.970001,96.080002,96.360001,994100,94.29834
"2020-10-29",95.779999,98.870003,95.669998,98.110001,776500,96.010902
"2020-10-30",97.110001,98.57,95.800003,98.5,912200,96.392563
"2020-11-02",99.889999,101.790001,99.599998,101.510002,901900,99.338158
"2020-11-03",102.809998,104.660004,102.190002,104.080002,726100,101.853172
"2020-11-04",104.269997,104.910004,101.239998,101.550003,814000,99.377296
"2020-11-05",102.860001,104.720001,102.860001,104.129997,741000,101.9021
"2020-11-06",104,104.75,102.470001,102.830002,749700,100.629913
"2020-11-09",106.25,114.739998,105.449997,111.870003,1144200,109.476501
"2020-11-10",112.580002,116.57,111.330002,115.150002,971000,112.686325
"2020-11-11",118.339996,118.339996,111.389999,112.360001,980600,109.956024
"2020-11-12",111.620003,111.620003,108.349998,110.150002,906000,107.793312
"2020-11-13",111,114.93,111,114,611600,111.560936
"2020-11-16",116.449997,118.379997,115.57,118.260002,548700,115.729782
"2020-11-17",116.879997,117.129997,114.360001,115.459999,813300,112.989693
"2020-11-18",115.879997,116.419998,114.510002,114.559998,691900,112.108955
"2020-11-19",113.900002,114.660004,111.870003,114.129997,584100,111.688141
"2020-11-20",113.949997,114.669998,111.949997,113,490100,110.582321
"2020-11-23",113.82,114.769997,112.699997,114.160004,780100,111.717514
"2020-11-24",115.93,117.709999,114.849998,116.790001,668500,114.291245
"2020-11-25",116.699997,116.699997,113.760002,115.209999,547300,112.745041
"2020-11-27",115.610001,116.989998,114.110001,114.279999,326500,111.834946
"2020-11-30",113.800003,114.150002,112.599998,114.040001,956800,111.600075
"2020-12-01",115.889999,116.550003,114.75,115,734500,112.539528
"2020-12-02",114.379997,115.970001,112.540001,113.540001,553900,111.110771
"2020-12-03",113.980003,115.349998,113.5,113.769997,575600,111.335854
"2020-12-04",114.290001,116.029999,113.870003,114.540001,840300,112.089378
"2020-12-07",114.720001,114.720001,111.839996,112.209999,654200,109.809227
"2020-12-08",111.559998,113.57,110.07,113.120003,693300,110.699753
"2020-12-09",113.870003,115.349998,111.139999,111.360001,1154200,108.977417
"2020-12-10",110.519997,112.519997,108.970001,110.650002,674700,108.282616
"2020-12-11",109.760002,110.489998,108.860001,109.580002,518700,107.235504
"2020-12-14",110.160004,110.940002,108.82,109.690002,822500,107.34314
"2020-12-15",109.989998,112.589996,109.620003,111.699997,562500,109.629959
"2020-12-16",111.730003,112.169998,110.75,111.199997,674700,109.139221
"2020-12-17",112.050003,112.889999,111.080002,112.82,1232900,110.729202
"2020-12-18",113.620003,114.370003,112.589996,113.75,1351200,111.641975
"2020-12-21",111.75,113.620003,110.830002,112.790001,595000,110.699753
"2020-12-22",112.599998,113.959999,112.089996,112.389999,479900,110.307182
"2020-12-23",112.779999,113.440002,111.699997,112.760002,564900,110.670319
"2020-12-24",113.040001,113.220001,112.160004,113.029999,138800,110.935318
"2020-12-28",113.489998,115.449997,113.489998,114.519997,428500,112.397697
"2020-12-29",115.190002,115.190002,112.690002,113.540001,324000,111.43586
"2020-12-30",113.470001,115.25,113.43,114.940002,390300,112.809921
"2020-12-31",115.209999,116.650002,114.040001,116.379997,375900,114.223221
"2021-01-04",116.419998,116.800003,113.709999,114.480003,770800,112.358444
"2021-01-05",114.150002,115.889999,113.800003,114.699997,686400,112.574364
"2021-01-06",115.809998,120.300003,115.809998,117.309998,942800,115.136002
"2021-01-07",118.459999,121.010002,117.809998,120.400002,839500,118.168732
"2021-01-08",120.349998,121.330002,118.089996,119.980003,530100,117.756516
"2021-01-11",118.510002,120.989998,118.410004,120.330002,509100,118.100037
"2021-01-12",120.269997,121.300003,119.269997,119.879997,684500,117.658371
"2021-01-13",119.43,120.029999,116.970001,117.010002,435600,114.84156
"2021-01-14",117.360001,117.690002,115.699997,116.279999,556600,114.125084
"2021-01-15",115.300003,115.550003,113.059998,114.410004,504300,112.289742
"2021-01-19",114.93,116.43,114.610001,114.709999,377800,112.584183
"2021-01-20",115.050003,115.07,113.169998,114.190002,718300,112.073814
"2021-01-21",114.169998,116,113.75,115.040001,928100,112.908058
"2021-01-22",114.25,114.459999,112.269997,113.610001,582000,111.50457
"2021-01-25",112.800003,112.919998,111.120003,112.089996,615800,110.012733
"2021-01-26",112.769997,113.540001,110.519997,111.260002,551700,109.19812
"2021-01-27",109.949997,113.68,108.169998,112.150002,855400,110.071625
"2021-01-28",113.160004,114.839996,110.110001,110.480003,1184700,108.432571
"2021-01-29",109.190002,109.370003,106.610001,107.010002,772500,105.026871
"2021-02-01",108.089996,110.779999,108.089996,110.32,565800,108.275528
"2021-02-02",110.779999,112.120003,109.860001,110.889999,648400,108.834969
"2021-02-03",110.470001,111.879997,110.019997,111.43,425400,109.364967
"2021-02-04",111.559998,113.300003,111.019997,111.870003,428300,109.796822
"2021-02-05",112.349998,114.470001,112.349998,113.790001,1395700,111.681236
"2021-02-08",114.860001,117.190002,113.730003,117.029999,682100,114.861198
"2021-02-09",116.559998,117.330002,116.029999,116.720001,447500,114.556931
"2021-02-10",117.68,118.57,115.970001,117.910004,448100,115.724884
"2021-02-11",118.129997,119.489998,117.800003,119.110001,522300,116.902641
"2021-02-12",118.440002,120.610001,117.360001,118.260002,668800,116.06839
"2021-02-16",116.940002,117.769997,109.580002,109.809998,1336300,107.774986
"2021-02-17",108.889999,110.25,108.25,109.300003,838700,107.274452
"2021-02-18",108.870003,110.199997,108.07,108.309998,713700,106.302788
"2021-02-19",108.360001,109.330002,107.580002,109.059998,914000,107.038895
"2021-02-22",108.419998,109.260002,106.519997,108.989998,620500,106.970184
"2021-02-23",109.019997,109.620003,106.849998,108.790001,496200,106.773888
"2021-02-24",108.620003,110.800003,108.010002,109.330002,569800,107.303886
"2021-02-25",108.860001,109.989998,107.059998,107.589996,574300,105.596123
"2021-02-26",107.599998,109.540001,106.919998,108.779999,1288600,106.764084
"2021-03-01",109.75,113.050003,108,111.699997,928200,109.629959
"2021-03-02",112.389999,114.050003,111,112.790001,763400,110.699753
"2021-03-03",112.139999,113.57,111.470001,112.150002,894800,110.071625
"2021-03-04",111.57,111.620003,107.75,110.400002,1101500,108.354057
"2021-03-05",111.620003,113.870003,110.68,113.309998,1082800,111.210121
"2021-03-08",114.290001,119.529999,113.489998,116.489998,1233900,114.331192
"2021-03-09",116.269997,117.139999,114.190002,114.440002,721900,112.319183
"2021-03-10",114.370003,116.470001,113.93,115.949997,636700,113.801201
"2021-03-11",116.330002,116.559998,114.669998,115,527700,112.868805
"2021-03-12",116.290001,117.300003,115.599998,117.290001,437700,115.116371
"2021-03-15",116.519997,118.160004,116.419998,118.129997,1375100,115.940796
"2021-03-16",118.900002,122.739998,118.519997,121.330002,859800,119.445503
"2021-03-17",121.190002,123.559998,121.029999,122.559998,1109500,120.656395
"2021-03-18",121.900002,123.419998,121.529999,121.980003,678400,120.085419
"2021-03-19",121.739998,121.739998,119.720001,119.919998,1024600,118.057404
"2021-03-22",119.379997,120.940002,118.230003,120.449997,719400,118.579178
"2021-03-23",119.379997,121.07,119.019997,119.290001,612300,117.437195
"2021-03-24",120.43,123.309998,119.849998,121.650002,1272800,119.760536
"2021-03-25",122.040001,123.68,120.519997,123.480003,718400,121.562111
"2021-03-26",124.559998,126.82,123.75,126.75,471000,124.781319
"2021-03-29",126.739998,128.410004,125.699997,126.279999,812800,124.318619
"2021-03-30",125.830002,126.300003,124.440002,125.290001,578300,123.344002
"2021-03-31",124.75,126.650002,124.089996,125.620003,592900,123.668869
"2021-04-01",125.849998,128,124.620003,127.75,735800,125.765785
"2021-04-05",128.949997,130.059998,128.449997,130.029999,631400,128.010391
"2021-04-06",133.630005,134.440002,131.009995,131.5,1515400,129.45755
"2021-04-07",130.75,131.929993,129.690002,131.360001,534700,129.319733
"2021-04-08",131.229996,131.529999,129.539993,130.850006,544400,128.817642
"2021-04-09",131.770004,132.779999,130.679993,131.690002,558500,129.644592
"2021-04-12",132.160004,132.429993,130.889999,131.610001,478000,129.565826
"2021-04-13",130.669998,130.820007,128.940002,129.339996,490900,127.331085
"2021-04-14",129.369995,131.220001,129.309998,130.240005,310900,128.217102
"2021-04-15",130.100006,130.860001,129.479996,130.529999,559400,128.502609
"2021-04-16",132,133.130005,131.550003,133.009995,636100,130.944107
"2021-04-19",133.220001,133.369995,131.899994,132.339996,488300,130.284485
"2021-04-20",132.699997,133.300003,131.550003,132.449997,675600,130.392776
"2021-04-21",132.690002,134.830002,132.570007,133.089996,700600,131.022842
"2021-04-22",134.660004,139.729996,134.660004,135.490005,1119300,133.385574
"2021-04-23",134.779999,138.830002,134.300003,138.350006,938100,136.201172
"2021-04-26",139.259995,140.210007,135.649994,136.25,932800,134.133759
"2021-04-27",136.289993,138.630005,135,137.649994,817100,135.512009
"2021-04-28",137.830002,137.830002,135.979996,136.5,519000,134.379883
"2021-04-29",137.270004,138.229996,136.740005,137.220001,840300,135.088699
"2021-04-30",136.279999,136.529999,133.929993,134.380005,893200,132.292831
"2021-05-03",135.809998,137.130005,135.179993,136.070007,985500,133.956573
"2021-05-04",135.639999,137.770004,135.619995,137.410004,917600,135.275742
"2021-05-05",137.720001,137.720001,134.779999,136.240005,917200,134.123932
"2021-05-06",136.649994,140.300003,136.309998,140.160004,799100,137.983047
"2021-05-07",140.110001,142.199997,139.899994,141.25,674800,139.056122
"2021-05-10",141.960007,144.759995,141.960007,142.550003,872700,140.335938
"2021-05-11",141.649994,142.029999,139.070007,139.740005,605100,137.569565
"2021-05-12",139.550003,139.649994,134.919998,135.389999,796200,133.287125
"2021-05-13",135.800003,139.990005,135.589996,139.210007,660200,137.047791
"2021-05-14",139.589996,141.429993,139.5,140.25,500500,138.071655
"2021-05-17",139.529999,140.279999,138.619995,138.929993,360900,136.772141
"2021-05-18",138.979996,139.399994,137.110001,137.190002,506500,135.059158
"2021-05-19",135.529999,137.990005,135.389999,137.660004,549200,135.521866
"2021-05-20",138.240005,138.679993,137.190002,137.630005,427500,135.49234
"2021-05-21",138.240005,139.490005,136.960007,137.509995,471900,135.374191
"2021-05-24",138,138.899994,137.330002,138.729996,660100,136.575241
"2021-05-25",138.800003,140.130005,138.25,139.240005,640100,137.077332
"2021-05-26",138.970001,139.929993,138.639999,139.070007,410600,136.909973
"2021-05-27",139.919998,140.520004,139.009995,140.179993,813300,138.002731
"2021-05-28",140.149994,141.229996,140.119995,140.479996,450700,138.298065
"2021-06-01",141.660004,142.850006,139.190002,139.360001,630000,137.19545
"2021-06-02",139.520004,139.520004,137.820007,138.339996,692000,136.191284
"2021-06-03",137.460007,138.490005,136.979996,137.940002,718400,135.797516
"2021-06-04",138.940002,139.410004,138.169998,138.830002,432400,136.673691
"2021-06-07",139.190002,139.190002,137.690002,138,388600,135.856598
"2021-06-08",138.169998,139.649994,137.289993,139,574700,136.841049
"2021-06-09",138.869995,139.350006,138.059998,138.089996,570100,135.94519
"2021-06-10",138.830002,139.630005,137.440002,138.660004,791900,136.506332
"2021-06-11",139.210007,139.619995,137.889999,138.699997,601600,136.545715
"2021-06-14",138.720001,138.720001,137.059998,138.309998,609800,136.161758
"2021-06-15",138.059998,138.759995,136.960007,138.5,724900,136.704651
"2021-06-16",138.729996,139.360001,137.800003,139.130005,878300,137.326492
"2021-06-17",138.820007,139.210007,134.860001,136.559998,662500,134.78978
"2021-06-18",134.679993,135.669998,133.800003,134.649994,885700,132.904541
"2021-06-21",136.039993,138.080002,135.970001,137.770004,1017300,135.984116
"2021-06-22",138.160004,139.059998,137.029999,138.690002,589600,136.892166
"2021-06-23",139.039993,139.25,137.699997,138.149994,910500,136.359177
"2021-06-24",139.259995,139.259995,137.229996,138.720001,621500,136.921783
"2021-06-25",139.25,140.220001,138.199997,138.850006,785200,137.050125
"2021-06-28",139.309998,139.770004,138.089996,139.330002,401300,137.52388
"2021-06-29",140.070007,140.970001,139.100006,139.190002,395200,137.385696
"2021-06-30",138.630005,139.580002,138.630005,139.300003,509800,137.494278
"2021-07-01",140.179993,140.919998,139.779999,140.210007,430100,138.392487
"2021-07-02",140.139999,140.729996,139.339996,140.039993,362400,138.224686
"2021-07-06",139.440002,140.529999,136.679993,138.559998,379700,136.763855
"2021-07-07",137.779999,140.119995,137.779999,140.020004,516500,138.204956
"2021-07-08",138.220001,138.660004,136.789993,137.520004,441000,135.73735
"2021-07-09",139.490005,140.059998,138.089996,138.270004,853400,136.477631
"2021-07-12",137.960007,138.610001,137.279999,138.119995,506900,136.329575
"2021-07-13",137.619995,137.949997,134.020004,134.039993,780200,132.302444
"2021-07-14",134.539993,136.559998,134.020004,135.869995,758500,134.108734
"2021-07-15",135.100006,137.520004,135.029999,137.320007,1088400,135.539963
"2021-07-16",138.190002,138.910004,137.910004,138.5,1083200,136.704651
"2021-07-19",136,136.929993,134.710007,135.910004,1012800,134.148209
"2021-07-20",136.660004,142.25,136.470001,141.350006,1070500,139.5177
"2021-07-21",140.5,141.339996,137.949997,140.470001,1212500,138.649124
"2021-07-22",139.389999,139.990005,134.729996,135.970001,1260700,134.207428
"2021-07-23",137.869995,139.639999,137.089996,139.179993,710200,137.375824
"2021-07-26",139.020004,140.130005,137.949997,138.050003,1442400,136.260483
"2021-07-27",136.929993,138.619995,135.240005,136.699997,676900,134.927963
"2021-07-28",136.809998,137.509995,135.539993,135.589996,702900,133.832367
"2021-07-29",136.630005,137.830002,135.309998,135.5,576900,133.743546
"2021-07-30",135.289993,137.070007,135.289993,136.600006,571800,134.829285
"2021-08-02",137.050003,138.570007,135.699997,135.869995,747500,134.108734
"2021-08-03",136.479996,137.899994,135.279999,137.809998,424600,136.02359
"2021-08-04",136.729996,137.779999,135.440002,135.470001,564000,133.713928
"2021-08-05",136.309998,137.360001,135.059998,137.300003,612400,135.520203
"2021-08-06",138.240005,139.059998,137.139999,137.539993,487400,135.75708
"2021-08-09",136.929993,137.419998,135.279999,136.360001,439600,134.592377
"2021-08-10",136.210007,138.020004,136.149994,136.479996,447400,134.710831
"2021-08-11",136.649994,137.809998,136.210007,137.169998,364300,135.391891
"2021-08-12",137.339996,138.009995,136.800003,137.100006,346000,135.3228
"2021-08-13",136.889999,138.240005,136.820007,138.009995,370300,136.220978
"2021-08-16",138.089996,140.259995,136.860001,139.970001,427000,138.155579
"2021-08-17",139.380005,140.149994,138.119995,140.089996,903800,138.274017
"2021-08-18",139.679993,142.259995,139.679993,139.960007,822000,138.145721
"2021-08-19",138.509995,140.75,138.350006,140.220001,431800,138.402344
"2021-08-20",140.309998,140.550003,138.479996,138.580002,657500,136.783615
"2021-08-23",139.339996,139.729996,138.660004,139.089996,1083600,137.287003
"2021-08-24",139.550003,140.5,139.070007,140.399994,546000,138.580002
"2021-08-25",140.820007,141.839996,140.009995,141.139999,395200,139.310425
"2021-08-26",141.160004,141.199997,139.479996,140.039993,589900,138.224686
"2021-08-27",140.919998,142.160004,140.919998,141.490005,355200,139.655884
"2021-08-30",141.940002,143.850006,141.169998,143.080002,658500,141.225281
"2021-08-31",143,144.740005,142.899994,143.990005,1046700,142.123474
"2021-09-01",144.850006,145.289993,143.820007,144.550003,529800,142.676224
"2021-09-02",145.130005,147.860001,144.889999,147.710007,575100,145.795258
"2021-09-03",147.279999,148.699997,146.800003,148.130005,1141500,146.209808
"2021-09-07",147.779999,148.029999,142.649994,143.149994,1496500,141.294357
"2021-09-08",142.679993,145.029999,141.270004,144.850006,844700,142.972336
"2021-09-09",145.039993,145.619995,142.860001,143.279999,1017300,141.422699
"2021-09-10",147.490005,148.330002,144.399994,144.559998,1018300,142.686081
"2021-09-13",145.710007,145.710007,141.660004,142.270004,857100,140.425781
"2021-09-14",142.509995,142.509995,139.020004,139.559998,1120800,137.750885
"2021-09-15",138.630005,142.470001,138.529999,141.210007,998100,139.739975
"2021-09-16",141.600006,142.300003,140.850006,141.199997,602100,139.730087
"2021-09-17",141.210007,141.970001,138.119995,138.440002,1796700,136.998825
"2021-09-20",136.080002,137.889999,135.559998,137.259995,559600,135.831085
"2021-09-21",137.929993,137.929993,134.729996,135.309998,569100,133.901382
"2021-09-22",136.360001,137.449997,135.729996,136.369995,501400,134.950363
"2021-09-23",137.070007,139.550003,137.070007,138.619995,523100,137.176941
"2021-09-24",138.309998,139.5,137.139999,137.339996,409100,135.910248
"2021-09-27",137,138.169998,136.669998,136.889999,539000,135.464935
"2021-09-28",136.009995,137.570007,133.880005,134.589996,509200,133.188873
"2021-09-29",135.009995,136.139999,134.660004,135.220001,484900,133.812332
"2021-09-30",136.080002,136.610001,132.070007,132.179993,916300,130.80397
"2021-10-01",132.360001,133.429993,129.320007,132.470001,1031100,131.090958
"2021-10-04",131.589996,133.039993,129.190002,130.259995,1058100,128.903976
"2021-10-05",130.100006,132.199997,129.429993,129.690002,952100,128.339905
"2021-10-06",127.730003,129.570007,127.139999,129.320007,727200,127.973755
"2021-10-07",130.490005,132.809998,129.800003,131.539993,694800,130.170639
"2021-10-08",131.339996,132.110001,130.350006,131.449997,655100,130.081573
"2021-10-11",130.970001,131.979996,129.070007,129.100006,510500,127.756058
"2021-10-12",129.399994,130.600006,127.989998,128.360001,534000,127.023743
"2021-10-13",128.699997,130.050003,127.860001,128.919998,590700,127.577911
"2021-10-14",130.089996,132.589996,128.720001,132.360001,472200,130.982117
"2021-10-15",133.550003,134.490005,133.039993,134.100006,519900,132.70401
"2021-10-18",132.860001,135.139999,132.639999,134.830002,421800,133.426407
"2021-10-19",135.850006,135.850006,133.690002,134.720001,707400,133.317535
"2021-10-20",135.25,137.639999,135.070007,136.850006,625400,135.425369
"2021-10-21",130.339996,134.240005,129.199997,131.520004,1246300,130.150848
"2021-10-22",132.110001,135,132.110001,133.520004,865500,132.130035
"2021-10-25",133.539993,133.539993,130.720001,131.110001,794400,129.745117
"2021-10-26",131.199997,131.940002,129.470001,129.490005,750400,128.141983
"2021-10-27",129.610001,131.130005,127.099998,127.389999,788200,126.063843
"2021-10-28",128.110001,129.050003,127.360001,127.949997,813700,126.618011
"2021-10-29",127.459999,129.149994,127.290001,128.300003,1244500,126.964371
"2021-11-01",128.830002,130.880005,128.460007,129.869995,678000,128.518021
"2021-11-02",130.360001,131.820007,130.139999,131.199997,732500,129.834167
"2021-11-03",130.509995,132.339996,128.979996,129.389999,1190800,128.043015
"2021-11-04",130.320007,131.960007,130.320007,131.080002,455800,129.715439
"2021-11-05",131.970001,132.660004,131.039993,131.410004,519100,130.042007
"2021-11-08",132.429993,133.470001,131.190002,132.020004,892500,130.64566
"2021-11-09",131.610001,133.169998,131.130005,132.970001,414200,131.58577
"2021-11-10",132.190002,134.009995,132.190002,132.630005,483100,131.249298
"2021-11-11",132.630005,133.5,131.649994,132.410004,336200,131.031601
"2021-11-12",133.25,135.710007,133.029999,135.179993,544500,133.772736
"2021-11-15",135.580002,135.690002,133.619995,134.039993,388000,132.644608
"2021-11-16",133.869995,136.550003,133.789993,135.660004,461000,134.247742
"2021-11-17",135.259995,136.75,134.669998,136.470001,510400,135.049316
"2021-11-18",136.949997,137.020004,134.539993,134.929993,438400,133.525345
"2021-11-19",135.210007,136.669998,133.740005,133.800003,466400,132.40712
"2021-11-22",133.990005,134.339996,132.5,132.580002,393400,131.199829
"2021-11-23",132.240005,132.929993,130.539993,132.039993,473500,130.665421
"2021-11-24",131.259995,132.720001,130.309998,132.020004,311700,130.64566
"2021-11-26",129.860001,131.610001,128.179993,129.369995,351500,128.023224
"2021-11-29",131.169998,131.820007,128.619995,128.679993,550300,127.340408
"2021-11-30",127.730003,127.730003,123.230003,123.639999,1415300,122.352882
"2021-12-01",125.5,128.429993,122.769997,122.790001,756400,121.511734
"2021-12-02",123.519997,128.75,123.519997,128.429993,900400,127.09301
"2021-12-03",128.979996,129.979996,127.599998,129.220001,699400,127.874794
"2021-12-06",130.639999,133.130005,129.130005,131.600006,854800,130.230026
"2021-12-07",132.309998,133.740005,130.919998,131.740005,528200,130.368561
"2021-12-08",127.540001,132.619995,127.540001,132.479996,765800,131.100861
"2021-12-09",132.039993,132.419998,130.860001,130.889999,397000,129.527405
"2021-12-10",131.279999,132.110001,130.100006,131.059998,392800,129.695633
"2021-12-13",131.399994,131.399994,129.520004,130.460007,411700,129.101898
"2021-12-14",129.809998,131.309998,128.75,129.630005,440300,128.280533
"2021-12-15",129.869995,130.529999,128.039993,130.360001,665800,129.00293
"2021-12-16",131.139999,132.380005,130.25,131.619995,597300,130.249802
"2021-12-17",132.029999,132.029999,127.709999,127.889999,1063100,126.905746
"2021-12-20",126.07,126.510002,122.989998,124.25,568900,123.293755
"2021-12-21",125.379997,126.889999,124.82,126.360001,428900,125.38752
"2021-12-22",126.239998,127.480003,125.989998,126.25,327200,125.278366
"2021-12-23",126.629997,127.980003,126.629997,127.279999,364100,126.300438
"2021-12-27",127.980003,129.639999,127.290001,129.580002,532600,128.582748
"2021-12-28",129.449997,131.25,129.449997,131.059998,284300,130.051346
"2021-12-29",131.039993,132.580002,131.039993,132.369995,319700,131.351257
"2021-12-30",132.899994,133.050003,131.369995,131.559998,360100,130.547501
"2021-12-31",131.029999,133.039993,131.029999,132.440002,280400,131.420731
"2022-01-03",132.179993,132.300003,127.779999,129.360001,608900,128.364441
"2022-01-04",130.360001,132.839996,130.309998,132.399994,457000,131.381027
"2022-01-05",132.740005,133.520004,129.220001,129.309998,624600,128.314819
"2022-01-06",129.339996,129.729996,127.839996,128.070007,476800,127.084366
"2022-01-07",127.730003,128.809998,126.419998,126.629997,838200,125.655441
"2022-01-10",125.580002,126.050003,122.32,125.089996,898100,124.127289
"2022-01-11",125.620003,127.809998,124.260002,127.610001,548500,126.627899
"2022-01-12",128.410004,129.369995,127.120003,127.580002,531000,126.598137
"2022-01-13",128.130005,129.929993,125.860001,126.120003,449800,125.149368
"2022-01-14",124.559998,125.610001,121.779999,124.459999,658300,123.502136
