"","ILMN.Open","ILMN.High","ILMN.Low","ILMN.Close","ILMN.Volume","ILMN.Adjusted"
"2020-08-17",351.630005,357.220001,349.820007,354.130005,767400,354.130005
"2020-08-18",354.029999,358.609985,349.720001,356.070007,758400,356.070007
"2020-08-19",358.420013,358.420013,351.769989,353.350006,614600,353.350006
"2020-08-20",351.01001,355.230011,346.980011,354.600006,660200,354.600006
"2020-08-21",353.690002,354.309998,348.420013,353.070007,588700,353.070007
"2020-08-24",355,355.149994,344.390015,348.869995,591200,348.869995
"2020-08-25",349.829987,352.679993,348.559998,350.950012,454100,350.950012
"2020-08-26",351.269989,355.220001,348.209991,353.559998,599800,353.559998
"2020-08-27",353.130005,353.130005,345.100006,351.109985,855200,351.109985
"2020-08-28",351.579987,354.279999,350.589996,354,507800,354
"2020-08-31",352.179993,359.350006,351.01001,357.220001,802600,357.220001
"2020-09-01",355.350006,356.670013,346.910004,347.839996,962400,347.839996
"2020-09-02",349.450012,368.299988,347.98999,364.529999,1126500,364.529999
"2020-09-03",366.73999,366.73999,342.609985,346.519989,957600,346.519989
"2020-09-04",346.059998,346.059998,332.640015,342.390015,845200,342.390015
"2020-09-08",336,346.160004,333.709991,340.950012,1095400,340.950012
"2020-09-09",342.959991,351.600006,341,347,684200,347
"2020-09-10",346.829987,353.679993,343.559998,346.109985,598100,346.109985
"2020-09-11",349.109985,350.859985,345.019989,349.929993,683900,349.929993
"2020-09-14",354.690002,358.959991,352.160004,353.649994,751500,353.649994
"2020-09-15",355.220001,358.369995,351.350006,352.190002,773600,352.190002
"2020-09-16",355.190002,376.670013,320.23999,322.470001,3409800,322.470001
"2020-09-17",315.910004,316.809998,293.48999,298.019989,5365900,298.019989
"2020-09-18",298.359985,300.920013,290.829987,295.5,4340200,295.5
"2020-09-21",266.869995,283.23999,260.420013,270.130005,7343500,270.130005
"2020-09-22",268.809998,275.26001,261.25,268.51001,4232800,268.51001
"2020-09-23",274.700012,278.160004,271.140015,273,2173300,273
"2020-09-24",273.690002,287.48999,267.100006,286.309998,2544600,286.309998
"2020-09-25",284.429993,302.230011,279.880005,299.890015,4336900,299.890015
"2020-09-28",307.25,307.609985,297.670013,305.459991,1907100,305.459991
"2020-09-29",304.600006,309.700012,302.369995,305.5,1610800,305.5
"2020-09-30",305.179993,310.609985,303.609985,309.079987,1576000,309.079987
"2020-10-01",312.769989,313.140015,306.149994,309.609985,1783500,309.609985
"2020-10-02",306.149994,311.779999,305,308.429993,1555700,308.429993
"2020-10-05",310.73999,320.619995,310.079987,316.170013,1430800,316.170013
"2020-10-06",317.790009,323.929993,315.100006,317.279999,1327100,317.279999
"2020-10-07",319.320007,325.320007,314.549988,324.339996,1156700,324.339996
"2020-10-08",327.779999,334,322.640015,333.779999,1363800,333.779999
"2020-10-09",337.98999,339.600006,333.970001,339.040009,1420100,339.040009
"2020-10-12",341.059998,356,339.630005,352.320007,1672900,352.320007
"2020-10-13",341.869995,346.5,337.529999,345.140015,1731300,345.140015
"2020-10-14",345.5,347.429993,326.23999,330.119995,1653300,330.119995
"2020-10-15",327.929993,330.709991,320.149994,323.779999,1241400,323.779999
"2020-10-16",326.200012,332.730011,325.570007,326.309998,1556100,326.309998
"2020-10-19",328.350006,329.279999,318.670013,321.26001,1012300,321.26001
"2020-10-20",320.950012,325.25,318.619995,320.440002,685500,320.440002
"2020-10-21",320.51001,323.390015,316.420013,317.850006,553100,317.850006
"2020-10-22",318.839996,326.880005,318.839996,325.920013,818700,325.920013
"2020-10-23",327.880005,327.880005,320,323.549988,760600,323.549988
"2020-10-26",321.290009,323.5,313.309998,319.059998,926000,319.059998
"2020-10-27",321.440002,328,318.440002,321.73999,1227200,321.73999
"2020-10-28",317.359985,320,309.660004,309.690002,1248400,309.690002
"2020-10-29",309.850006,319.149994,305.25,314.899994,1468700,314.899994
"2020-10-30",308.589996,311.769989,288.01001,292.700012,2726500,292.700012
"2020-11-02",298,303.869995,288.880005,292.880005,1572100,292.880005
"2020-11-03",297,301.600006,293.769989,296.630005,1198900,296.630005
"2020-11-04",308.5,311.940002,299.700012,311.329987,1645300,311.329987
"2020-11-05",319.529999,319.549988,307.690002,311.720001,705500,311.720001
"2020-11-06",310.100006,311.25,302.410004,308.160004,880900,308.160004
"2020-11-09",316.839996,319.049988,305.179993,305.690002,1595700,305.690002
"2020-11-10",301.609985,308,299.190002,301.559998,1618900,301.559998
"2020-11-11",303.290009,307.890015,299.320007,302.350006,981700,302.350006
"2020-11-12",302.179993,307.640015,299.690002,304.309998,971700,304.309998
"2020-11-13",305.640015,310.01001,304.109985,308.859985,870500,308.859985
"2020-11-16",309,309.070007,295.790009,296.730011,1653400,296.730011
"2020-11-17",296.730011,299.369995,293.98999,297.950012,1279200,297.950012
"2020-11-18",296.98999,301.100006,295,295.230011,1078800,295.230011
"2020-11-19",295.709991,300.829987,292.649994,299,984700,299
"2020-11-20",300.269989,306.690002,297.209991,300.799988,878800,300.799988
"2020-11-23",301,306,297.570007,301.850006,876900,301.850006
"2020-11-24",304.809998,309.769989,303.26001,305.630005,978300,305.630005
"2020-11-25",309.23999,309.399994,301.730011,303.980011,541200,303.980011
"2020-11-27",305,319.329987,304.01001,317.029999,981700,317.029999
"2020-11-30",317.320007,322.549988,311.019989,322.089996,1603200,322.089996
"2020-12-01",323.859985,336.540009,322.600006,334.339996,2119200,334.339996
"2020-12-02",334.350006,341.619995,332.299988,340.820007,1487600,340.820007
"2020-12-03",341.01001,346.600006,337.019989,346,1720400,346
"2020-12-04",345.070007,350.98999,343.399994,350.660004,1172900,350.660004
"2020-12-07",348.029999,350.899994,341.549988,342.820007,952500,342.820007
"2020-12-08",341.190002,343.399994,335.679993,342.720001,958600,342.720001
"2020-12-09",343.26001,346.559998,336,337.76001,1423600,337.76001
"2020-12-10",338.149994,348.929993,336.559998,343.709991,784800,343.709991
"2020-12-11",341.880005,345.279999,338.970001,342.01001,798500,342.01001
"2020-12-14",345,351.320007,344.200012,347.109985,992400,347.109985
"2020-12-15",348.839996,353.149994,346.779999,352.619995,945300,352.619995
"2020-12-16",353.48999,354.589996,350.040009,353.320007,759000,353.320007
"2020-12-17",358.440002,361.910004,356.269989,361.299988,1349800,361.299988
"2020-12-18",365.279999,366.690002,359.950012,366.059998,1922700,366.059998
"2020-12-21",360.700012,364.350006,356.899994,362.630005,1073100,362.630005
"2020-12-22",368.089996,378.329987,365.790009,370.959991,1184300,370.959991
"2020-12-23",370.01001,374.179993,366.059998,366.519989,747500,366.519989
"2020-12-24",363.450012,369.059998,362.01001,367.290009,269200,367.290009
"2020-12-28",372.730011,373.200012,365.839996,366.779999,539400,366.779999
"2020-12-29",371.079987,372.809998,363.109985,366.109985,452100,366.109985
"2020-12-30",368.220001,370.339996,360.76001,364.089996,580300,364.089996
"2020-12-31",366.359985,370.429993,360.899994,370,513600,370
"2021-01-04",370.839996,374.5,361.390015,367.76001,970100,367.76001
"2021-01-05",365.269989,374.920013,363.769989,374.899994,822100,374.899994
"2021-01-06",367.429993,380.570007,365,376.549988,999700,376.549988
"2021-01-07",376.679993,384.269989,376.649994,382.410004,804200,382.410004
"2021-01-08",384.570007,387.149994,375,379.609985,1057800,379.609985
"2021-01-11",379.649994,382.5,356,372.480011,1933200,372.480011
"2021-01-12",370.850006,372.75,359.019989,361.279999,1270400,361.279999
"2021-01-13",361.869995,363.299988,359.320007,362,1430200,362
"2021-01-14",364.019989,372.299988,362.029999,371.040009,860300,371.040009
"2021-01-15",371.23999,396,370.029999,376.350006,1873300,376.350006
"2021-01-19",382.480011,390.829987,379.970001,390.209991,1142000,390.209991
"2021-01-20",389.950012,404.070007,389.950012,403.540009,1383300,403.540009
"2021-01-21",403,407.130005,395,404.869995,1069200,404.869995
"2021-01-22",400.660004,408.809998,398.25,406.25,803500,406.25
"2021-01-25",407.019989,425.709991,406.690002,421,1700200,421
"2021-01-26",418.950012,425.920013,416.290009,420.549988,1128000,420.549988
"2021-01-27",414.519989,434.940002,406.839996,432.079987,2228000,432.079987
"2021-01-28",433.5,453.679993,432.959991,438.220001,1500700,438.220001
"2021-01-29",435.730011,439.220001,425.720001,426.440002,1369400,426.440002
"2021-02-01",427.140015,450.26001,427.140015,443.380005,1130300,443.380005
"2021-02-02",444.839996,453,432.440002,440.25,928800,440.25
"2021-02-03",440.140015,440.5,419.700012,420.200012,961200,420.200012
"2021-02-04",425.390015,432,419.299988,428.640015,782700,428.640015
"2021-02-05",431.899994,432.480011,422.549988,428.910004,792200,428.910004
"2021-02-08",432.440002,451.359985,431.019989,451.059998,1129000,451.059998
"2021-02-09",450,453.799988,442.089996,453,917100,453
"2021-02-10",450.970001,460.519989,448.410004,450,1014100,450
"2021-02-11",454.130005,456.660004,445.51001,451.220001,901400,451.220001
"2021-02-12",453.309998,555.77002,452.329987,504.76001,3378100,504.76001
"2021-02-16",508.380005,508.380005,487.339996,492.549988,1512800,492.549988
"2021-02-17",490.869995,496.959991,481.5,494.23999,921600,494.23999
"2021-02-18",486.75,490.049988,475.600006,485.790009,921200,485.790009
"2021-02-19",488.179993,494,479.549988,486.26001,936000,486.26001
"2021-02-22",480,482.839996,468.480011,470.559998,995300,470.559998
"2021-02-23",463.279999,469.609985,450.160004,464.540009,1317100,464.540009
"2021-02-24",462,466.040009,448.079987,461.049988,1135700,461.049988
"2021-02-25",460.809998,461.76001,437.160004,445.859985,1294600,445.859985
"2021-02-26",444.850006,445.980011,432.059998,439.410004,1457400,439.410004
"2021-03-01",449,451.73999,443.140015,446.5,865400,446.5
"2021-03-02",444.609985,448.350006,438.070007,441.01001,753000,441.01001
"2021-03-03",436.559998,437.109985,416.170013,416.410004,1130500,416.410004
"2021-03-04",413.350006,418.350006,395.690002,399.609985,1268000,399.609985
"2021-03-05",402.23999,403.480011,382.410004,398.850006,1181800,398.850006
"2021-03-08",396.470001,404.480011,383.089996,383.619995,908700,383.619995
"2021-03-09",391.209991,405.910004,391.209991,400.859985,965400,400.859985
"2021-03-10",407.859985,417.279999,399.170013,399.450012,709400,399.450012
"2021-03-11",406.570007,418.420013,404.600006,412.890015,669800,412.890015
"2021-03-12",402.410004,405.73999,393.799988,405.119995,687800,405.119995
"2021-03-15",404.309998,421.880005,404.309998,420.320007,943400,420.320007
"2021-03-16",421.059998,425.519989,412.029999,419.529999,1086800,419.529999
"2021-03-17",413.970001,424.109985,408.649994,420.119995,887200,420.119995
"2021-03-18",412.470001,415.920013,405.329987,409.190002,950600,409.190002
"2021-03-19",410.73999,418,407.01001,415.899994,1225500,415.899994
"2021-03-22",416.23999,431.149994,416.23999,429.920013,1138900,429.920013
"2021-03-23",431.390015,431.730011,416.220001,416.429993,711300,416.429993
"2021-03-24",417.660004,421.549988,404.799988,406.799988,652800,406.799988
"2021-03-25",404.609985,409.910004,394.320007,398.130005,1275000,398.130005
"2021-03-26",400,402.730011,393.480011,401.459991,1161300,401.459991
"2021-03-29",401.5,402.980011,389.540009,395,1373700,395
"2021-03-30",394.399994,405.190002,364.23999,368.959991,4516200,368.959991
"2021-03-31",373.209991,389.049988,373.019989,384.059998,2494700,384.059998
"2021-04-01",393.209991,398.940002,380.73999,385.040009,1361000,385.040009
"2021-04-05",386.029999,387.920013,379.26001,384.540009,1008100,384.540009
"2021-04-06",424.359985,426.440002,412.98999,414.839996,3178300,414.839996
"2021-04-07",412.149994,414.619995,398.679993,400.549988,1000300,400.549988
"2021-04-08",405.220001,409.190002,402.209991,403.73999,749800,403.73999
"2021-04-09",406.26001,406.26001,394.5,403.369995,662000,403.369995
"2021-04-12",402.779999,405,395.040009,398.98999,646300,398.98999
"2021-04-13",400.130005,407,399.679993,403.149994,701900,403.149994
"2021-04-14",406.649994,408.579987,396.619995,398.070007,655600,398.070007
"2021-04-15",403.76001,407.720001,399.619995,401.959991,980000,401.959991
"2021-04-16",401.890015,402.390015,390.519989,399,1176800,399
"2021-04-19",398.049988,405.25,393.350006,404.179993,906400,404.179993
"2021-04-20",401.829987,406.950012,395.48999,398.390015,571000,398.390015
"2021-04-21",398.029999,404.070007,395.01001,403.329987,554600,403.329987
"2021-04-22",402.019989,411.429993,402.019989,408.420013,678900,408.420013
"2021-04-23",410.929993,416.709991,410.040009,414.970001,798300,414.970001
"2021-04-26",417.75,421.059998,412.839996,420.76001,854400,420.76001
"2021-04-27",417.190002,422.640015,413.549988,413.549988,903300,413.549988
"2021-04-28",414.619995,417,393,405.540009,859700,405.540009
"2021-04-29",407.73999,411.029999,396.890015,399.929993,733200,399.929993
"2021-04-30",397.230011,399.450012,390.480011,392.839996,947200,392.839996
"2021-05-03",394.670013,396.660004,385.950012,386.399994,962200,386.399994
"2021-05-04",384.149994,384.149994,375.079987,378.369995,963700,378.369995
"2021-05-05",381.880005,384.089996,377.429993,378.350006,678400,378.350006
"2021-05-06",375.929993,377.220001,369.079987,377.089996,702600,377.089996
"2021-05-07",379.76001,389.450012,378.690002,383.940002,703700,383.940002
"2021-05-10",382.920013,383.269989,379.059998,380.459991,772900,380.459991
"2021-05-11",377.149994,385.609985,373.459991,381.51001,651000,381.51001
"2021-05-12",374.700012,382.029999,371,372.839996,817800,372.839996
"2021-05-13",375.589996,379.109985,368.070007,373.450012,688900,373.450012
"2021-05-14",375.459991,383.649994,372.98999,381.029999,714200,381.029999
"2021-05-17",380.079987,381.940002,375.980011,379.480011,754700,379.480011
"2021-05-18",379.529999,391.850006,378.040009,386.359985,801900,386.359985
"2021-05-19",378.480011,387.049988,377.450012,386.720001,824700,386.720001
"2021-05-20",390.359985,404,389.5,396.480011,1210100,396.480011
"2021-05-21",397.769989,406.51001,397.5,398.619995,882900,398.619995
"2021-05-24",403.040009,406.890015,399.790009,399.98999,617000,399.98999
"2021-05-25",401.480011,405,395.859985,397.089996,652800,397.089996
"2021-05-26",395.790009,399.970001,395.700012,397.700012,610400,397.700012
"2021-05-27",397.48999,409.559998,396.570007,408.98999,2396500,408.98999
"2021-05-28",410,416.48999,404.070007,405.640015,919300,405.640015
"2021-06-01",410.48999,410.799988,399.149994,407.450012,812300,407.450012
"2021-06-02",407.25,413.130005,406.48999,412.959991,618700,412.959991
"2021-06-03",408.720001,413.51001,401.519989,404.579987,664100,404.579987
"2021-06-04",407.380005,421.769989,405.470001,418.119995,695300,418.119995
"2021-06-07",419.679993,435.869995,418.119995,430.339996,892700,430.339996
"2021-06-08",434.76001,439.98999,426.209991,433.869995,642100,433.869995
"2021-06-09",437.029999,438.480011,429.179993,433.940002,637600,433.940002
"2021-06-10",433.829987,451.75,430.390015,450.670013,771500,450.670013
"2021-06-11",449.019989,453.25,445.779999,453.170013,638800,453.170013
"2021-06-14",453.299988,455.26001,448.329987,452.140015,603900,452.140015
"2021-06-15",452.48999,453.959991,448.029999,451.809998,396700,451.809998
"2021-06-16",454.209991,457.200012,440.130005,445.410004,694300,445.410004
"2021-06-17",443.790009,457.570007,442.230011,455.350006,531400,455.350006
"2021-06-18",453.279999,460.480011,450.720001,456.160004,1084700,456.160004
"2021-06-21",458.839996,465.929993,450.290009,461.049988,424400,461.049988
"2021-06-22",461.790009,467.119995,458.609985,465.690002,470300,465.690002
"2021-06-23",464.670013,472.540009,464.209991,469.130005,534800,469.130005
"2021-06-24",472.399994,477.26001,467.570007,468.070007,454700,468.070007
"2021-06-25",468.880005,475.380005,467.51001,474.660004,593600,474.660004
"2021-06-28",479.279999,487,477.5,481.5,601400,481.5
"2021-06-29",481.019989,483.380005,475.559998,479.179993,458400,479.179993
"2021-06-30",478.170013,480.359985,470.429993,473.209991,541400,473.209991
"2021-07-01",472,476.160004,469.75,470.660004,687400,470.660004
"2021-07-02",477.959991,477.959991,469.01001,474.730011,535700,474.730011
"2021-07-06",472.920013,476.040009,469.329987,474.850006,575900,474.850006
"2021-07-07",477.589996,479,466.609985,473.450012,666600,473.450012
"2021-07-08",467.320007,474.290009,466.059998,472.859985,448300,472.859985
"2021-07-09",474.910004,478.359985,469.209991,476.799988,630000,476.799988
"2021-07-12",480,485.730011,476.970001,484.100006,516700,484.100006
"2021-07-13",483.519989,488,480.309998,483.519989,527800,483.519989
"2021-07-14",484.720001,485.720001,459.429993,460.920013,609800,460.920013
"2021-07-15",460.920013,465.910004,455.920013,462.48999,533800,462.48999
"2021-07-16",462.869995,470.089996,460.380005,465.459991,436100,465.459991
"2021-07-19",464,478.790009,461.570007,469.73999,692000,469.73999
"2021-07-20",469.980011,489.440002,468.5,487.25,847100,487.25
"2021-07-21",483.950012,485.920013,471.290009,480.850006,552800,480.850006
"2021-07-22",482.230011,487.660004,480.589996,486.519989,371900,486.519989
"2021-07-23",487.089996,496.600006,485.480011,495.51001,410300,495.51001
"2021-07-26",494.76001,496.01001,486.630005,491.51001,357800,491.51001
"2021-07-27",490.359985,490.519989,481.149994,486.25,523900,486.25
"2021-07-28",486.410004,497.730011,486.410004,492.220001,390900,492.220001
"2021-07-29",497.459991,497.459991,486.570007,491.630005,488000,491.630005
"2021-07-30",492.779999,497.600006,489.380005,495.75,497800,495.75
"2021-08-02",498.070007,499.959991,490.609985,492.98999,424900,492.98999
"2021-08-03",493.559998,499.640015,492.519989,498.420013,598700,498.420013
"2021-08-04",497.290009,506.149994,496.48999,504.600006,898100,504.600006
"2021-08-05",504.589996,515.820007,504.589996,515.679993,665700,515.679993
"2021-08-06",491.070007,505,490.950012,497.23999,831800,497.23999
"2021-08-09",495.690002,508.570007,493.559998,506.149994,487200,506.149994
"2021-08-10",506.880005,511.429993,504.640015,506.380005,546300,506.380005
"2021-08-11",509.230011,511.429993,501.290009,502.769989,453000,502.769989
"2021-08-12",503.5,511.109985,501.609985,510.609985,348400,510.609985
"2021-08-13",510.609985,519.340027,509.420013,517.320007,4e+05,517.320007
"2021-08-16",519.150024,526,516.01001,524.840027,506600,524.840027
"2021-08-17",522.570007,525,517.590027,522.890015,366400,522.890015
"2021-08-18",522.309998,524.98999,510.309998,510.609985,490200,510.609985
"2021-08-19",480.929993,482.630005,457.839996,470.359985,2239400,470.359985
"2021-08-20",486.51001,489.75,475.869995,486.709991,1106900,486.709991
"2021-08-23",489.100006,492.290009,476.670013,478.329987,1112900,478.329987
"2021-08-24",473.700012,481.299988,471,479.670013,1409700,479.670013
"2021-08-25",479.670013,488.570007,476.350006,487.470001,480900,487.470001
"2021-08-26",484.380005,486.100006,465.540009,470.859985,729800,470.859985
"2021-08-27",471.709991,477.160004,463.899994,464.579987,839700,464.579987
"2021-08-30",463.5,464,454.049988,457,1228400,457
"2021-08-31",459.350006,459.350006,448.679993,457.160004,1189900,457.160004
"2021-09-01",456.549988,470.339996,455.070007,463.019989,620800,463.019989
"2021-09-02",465.149994,470.829987,464.75,469.540009,527300,469.540009
"2021-09-03",466.029999,471.100006,465,466.980011,517900,466.980011
"2021-09-07",465.700012,465.829987,452.209991,461.649994,709800,461.649994
"2021-09-08",460.690002,466.190002,457.390015,463.01001,527300,463.01001
"2021-09-09",464.23999,469.869995,458.920013,459.25,487900,459.25
"2021-09-10",461.540009,465.589996,457.779999,458.209991,444200,458.209991
"2021-09-13",460.809998,461.079987,447.149994,452.829987,827000,452.829987
"2021-09-14",453.480011,455.890015,447.399994,448.850006,688400,448.850006
"2021-09-15",449.579987,452.200012,447.220001,449.880005,1076300,449.880005
"2021-09-16",450,451.920013,445.100006,449.920013,697700,449.920013
"2021-09-17",445,453.920013,443.5,447.01001,1749900,447.01001
"2021-09-20",440.670013,449.98999,433,438,920400,438
"2021-09-21",441.380005,442.540009,434.630005,434.76001,767500,434.76001
"2021-09-22",436.690002,436.690002,431.380005,434.589996,1023300,434.589996
"2021-09-23",436.059998,436.670013,431.279999,433.200012,1050900,433.200012
"2021-09-24",431.279999,436.950012,427.100006,432.820007,811900,432.820007
"2021-09-27",430.029999,431.109985,418.540009,425.579987,860100,425.579987
"2021-09-28",418.040009,418.420013,408.850006,410.200012,1163000,410.200012
"2021-09-29",413,416.369995,409.920013,411.609985,749700,411.609985
"2021-09-30",413.279999,417.329987,405.109985,405.609985,915000,405.609985
"2021-10-01",403.420013,403.950012,391.329987,394.839996,1116200,394.839996
"2021-10-04",393.75,393.75,378.5,379.880005,1267800,379.880005
"2021-10-05",382,395.899994,381.679993,387.980011,1137400,387.980011
"2021-10-06",383.579987,394.25,381.399994,392.950012,1037100,392.950012
"2021-10-07",398.640015,405.630005,397.390015,404.049988,1106800,404.049988
"2021-10-08",405.290009,411.579987,405.200012,410,1047200,410
"2021-10-11",410,415.200012,404.079987,404.359985,812300,404.359985
"2021-10-12",409.470001,412.089996,400.100006,404.399994,653700,404.399994
"2021-10-13",405.459991,408.25,403.220001,405.140015,680400,405.140015
"2021-10-14",409.380005,412.029999,407,408.100006,948000,408.100006
"2021-10-15",411.670013,411.899994,408.149994,409.929993,662200,409.929993
"2021-10-18",409,410.640015,404.019989,410.529999,534600,410.529999
"2021-10-19",412.140015,415.200012,410.160004,414.079987,739600,414.079987
"2021-10-20",417.380005,417.980011,411.140015,413.450012,620900,413.450012
"2021-10-21",416.170013,417.959991,409.269989,411.579987,803500,411.579987
"2021-10-22",411,413.399994,403.48999,409.149994,544800,409.149994
"2021-10-25",410.720001,421.190002,408.380005,420.779999,848000,420.779999
"2021-10-26",423,424.380005,415.709991,417.190002,692200,417.190002
"2021-10-27",419.279999,420.519989,411.070007,412.01001,689900,412.01001
"2021-10-28",414.350006,418.790009,411.779999,413.549988,566100,413.549988
"2021-10-29",415.089996,416,410.190002,415.059998,513600,415.059998
"2021-11-01",415.480011,419.769989,414.950012,416.799988,488200,416.799988
"2021-11-02",417.619995,418.850006,409,417.209991,604400,417.209991
"2021-11-03",418.630005,420.359985,408.769989,419.570007,722700,419.570007
"2021-11-04",418.450012,422.450012,416.410004,421.829987,785600,421.829987
"2021-11-05",423.26001,425,397.850006,408.140015,1579600,408.140015
"2021-11-08",406.829987,410.700012,395.799988,402.179993,846600,402.179993
"2021-11-09",400.540009,401.959991,395.049988,395.359985,630600,395.359985
"2021-11-10",392.25,393.920013,385.600006,385.649994,804000,385.649994
"2021-11-11",389.209991,393.029999,382.690002,385.160004,783600,385.160004
"2021-11-12",386.350006,390,381.529999,383.450012,899800,383.450012
"2021-11-15",384.480011,388.839996,378.600006,378.940002,844200,378.940002
"2021-11-16",380.440002,381.070007,374.339996,378.51001,763900,378.51001
"2021-11-17",377.910004,382.559998,374.73999,377.630005,531700,377.630005
"2021-11-18",377.630005,379,366.51001,375.920013,870100,375.920013
"2021-11-19",380.160004,380.649994,373.609985,379.339996,1051700,379.339996
"2021-11-22",377.859985,379.959991,375.109985,377.149994,743100,377.149994
"2021-11-23",375,375,362.809998,365.73999,1076700,365.73999
"2021-11-24",366.980011,366.980011,361.100006,365.559998,1112600,365.559998
"2021-11-26",367.809998,376.350006,367.440002,369.790009,668900,369.790009
"2021-11-29",373.5,374.410004,364.619995,370.809998,891000,370.809998
"2021-11-30",370.609985,374.420013,364.359985,365.329987,1455000,365.329987
"2021-12-01",365.700012,367.48999,357.440002,357.660004,1142400,357.660004
"2021-12-02",356.179993,360.779999,351.339996,357.480011,1090500,357.480011
"2021-12-03",360.559998,362.48999,341.029999,347.279999,1148500,347.279999
"2021-12-06",346.209991,353.600006,342.070007,351.649994,1211700,351.649994
"2021-12-07",358.290009,369.980011,355.160004,369.429993,1263700,369.429993
"2021-12-08",368.149994,376.26001,366.399994,375.980011,1094300,375.980011
"2021-12-09",375.700012,377.339996,370.470001,371.339996,1049300,371.339996
"2021-12-10",370.579987,377.690002,370.399994,374.519989,1182300,374.519989
"2021-12-13",374.519989,381.920013,371.970001,379.540009,1245500,379.540009
"2021-12-14",377.690002,387.459991,376.089996,386.380005,1429400,386.380005
"2021-12-15",386.48999,392.429993,377.940002,391.73999,1298700,391.73999
"2021-12-16",393.269989,397.440002,377.040009,378.869995,1163000,378.869995
"2021-12-17",378.480011,388.929993,372.359985,384.920013,3365100,384.920013
"2021-12-20",382.720001,383.420013,372.859985,374.200012,826400,374.200012
"2021-12-21",374.670013,382.209991,373.309998,379.459991,790000,379.459991
"2021-12-22",380.290009,383.679993,374.600006,378.799988,523700,378.799988
"2021-12-23",380.5,385.48999,379.089996,382.290009,370100,382.290009
"2021-12-27",382.049988,385.720001,378.579987,384.660004,642700,384.660004
"2021-12-28",387.059998,389.890015,379.359985,380.070007,436300,380.070007
"2021-12-29",381,381.559998,375.5,377.850006,512300,377.850006
"2021-12-30",376.140015,385.799988,375.570007,384.23999,448100,384.23999
"2021-12-31",382.609985,386.140015,380.149994,380.440002,468500,380.440002
"2022-01-03",381.109985,382.26001,373.859985,380.869995,574700,380.869995
"2022-01-04",379.880005,380.399994,365,372.359985,866900,372.359985
"2022-01-05",370.48999,381.089996,367.5,367.880005,866000,367.880005
"2022-01-06",367.359985,383.429993,364.369995,378.929993,1162300,378.929993
"2022-01-07",379.799988,389.720001,370,370.359985,1043100,370.359985
"2022-01-10",363.170013,366.200012,346.149994,362.279999,1745500,362.279999
"2022-01-11",384.720001,424.619995,381,423.799988,4112200,423.799988
"2022-01-12",421,428,412.01001,413.369995,1783600,413.369995
"2022-01-13",414.559998,414.559998,398.440002,399.51001,1141000,399.51001
"2022-01-14",395,405.619995,393.98999,405.140015,1034800,405.140015
"2022-01-18",402.109985,402.109985,382.51001,383.130005,1050700,383.130005
"2022-01-19",384.359985,394.459991,383.76001,384.359985,784900,384.359985
"2022-01-20",389.399994,394.809998,379.100006,380.440002,791500,380.440002
