"","SCHW.Open","SCHW.High","SCHW.Low","SCHW.Close","SCHW.Volume","SCHW.Adjusted"
"2020-08-10",34.060001,34.279999,33.549999,33.799999,6043100,33.14465
"2020-08-11",34.470001,35.560001,34.23,34.959999,12160300,34.282158
"2020-08-12",35.5,36,34.75,34.84,8998700,34.164486
"2020-08-13",34.490002,34.919998,34.099998,34.610001,5937600,33.938942
"2020-08-14",34.450001,35.459999,34.290001,35.049999,8740700,34.370415
"2020-08-17",34.880001,35.279999,34.470001,34.619999,8340900,33.948746
"2020-08-18",34.5,35,34.240002,34.950001,7710000,34.272354
"2020-08-19",34.950001,35.900002,34.950001,35.709999,8035700,35.017616
"2020-08-20",35.23,35.349998,34.48,34.549999,8161000,33.880108
"2020-08-21",34.549999,34.889999,34.23,34.450001,5804500,33.782047
"2020-08-24",34.5,35.5,34.459999,35.119999,9920000,34.439053
"2020-08-25",35.5,35.869999,35.240002,35.549999,5261000,34.860718
"2020-08-26",35.580002,35.720001,35.119999,35.419998,4117800,34.733242
"2020-08-27",35.490002,36.369999,35.130001,36.080002,6467400,35.380444
"2020-08-28",36.150002,36.470001,35.849998,36.279999,6156500,35.576565
"2020-08-31",36.130001,36.200001,35.450001,35.529999,8331400,34.841103
"2020-09-01",35.16,36.259998,34.959999,35.799999,6146400,35.105873
"2020-09-02",35.779999,36.119999,35.459999,35.970001,8021200,35.272575
"2020-09-03",36.299999,36.880001,35.200001,35.389999,13777900,34.703823
"2020-09-04",36.25,36.889999,35.630001,36.200001,11454000,35.498123
"2020-09-08",35.470001,35.700001,34.610001,34.66,9022900,33.987972
"2020-09-09",34.93,35.27,34.560001,35.029999,7657700,34.350803
"2020-09-10",35.200001,35.380001,34.52,34.66,5709900,33.987972
"2020-09-11",34.689999,35.57,34.689999,35.240002,5890300,34.556732
"2020-09-14",35.5,36.169998,35.330002,35.73,6875600,35.037228
"2020-09-15",34.68,35.119999,33.790001,34.75,12952500,34.076225
"2020-09-16",34.93,36.080002,34.810001,35.73,8778900,35.037228
"2020-09-17",35.139999,36.07,35.060001,35.810001,7298400,35.115681
"2020-09-18",35.610001,36.540001,35.610001,36.029999,9021000,35.331409
"2020-09-21",35.139999,35.919998,34.5,35.240002,11448100,34.556732
"2020-09-22",35.169998,35.799999,34.450001,34.970001,7816900,34.291965
"2020-09-23",35.189999,35.810001,34.77,34.779999,8151900,34.105648
"2020-09-24",34.91,34.970001,34.099998,34.360001,7039200,33.69379
"2020-09-25",34.099998,35.07,33.959999,34.939999,5768400,34.26255
"2020-09-28",35.509998,36.310001,35.419998,36.200001,6035300,35.498123
"2020-09-29",36.150002,36.259998,35.490002,35.779999,7150300,35.086262
"2020-09-30",36.080002,36.68,35.959999,36.23,7214300,35.527534
"2020-10-01",36.91,37.759998,36.599998,37.73,19959000,36.998451
"2020-10-02",37.169998,38.48,37.07,37.669998,22728100,36.939613
"2020-10-05",38.169998,38.709999,36.75,36.939999,94997700,36.223766
"2020-10-06",37.139999,37.459999,36.07,36.75,19905300,36.037453
"2020-10-07",37.490002,38.16,36.900002,37.779999,18282600,37.047482
"2020-10-08",37.830002,37.950001,37.439999,37.740002,10818300,37.008255
"2020-10-09",38.200001,38.459999,37.57,38.23,11643900,37.488754
"2020-10-12",38.25,38.529999,37.900002,38.470001,14481600,37.724102
"2020-10-13",38.330002,38.509998,37.41,37.610001,10841100,36.880775
"2020-10-14",37.299999,37.939999,37.009998,37.119999,10013400,36.400276
"2020-10-15",37.310001,39.040001,37.240002,39.029999,15403400,38.273243
"2020-10-16",39.279999,39.77,38.560001,39.290001,14090400,38.528206
"2020-10-19",39.41,39.560001,38.73,38.889999,12294100,38.13596
"2020-10-20",39.189999,40.119999,39.080002,39.130001,9961200,38.371307
"2020-10-21",39.130001,39.419998,38.740002,38.93,7672700,38.175186
"2020-10-22",38.919998,40.27,38.709999,40.130001,10093800,39.351917
"2020-10-23",40.720001,40.93,39.919998,40.349998,8243400,39.567646
"2020-10-26",39.82,40,38.669998,39.150002,11991800,38.390923
"2020-10-27",39.049999,39.220001,38.310001,38.470001,7881800,37.724102
"2020-10-28",37.84,38.529999,37.290001,38.150002,13941200,37.410305
"2020-10-29",37.970001,40.779999,37.330002,40.310001,14757200,39.528423
"2020-10-30",40.099998,41.139999,40,41.110001,13154600,40.312916
"2020-11-02",41.27,42.689999,40.889999,41.259998,12719800,40.460007
"2020-11-03",42.09,43.77,42.09,42.560001,12927300,41.734798
"2020-11-04",39.990002,41.959999,39.5,40.84,15044200,40.048153
"2020-11-05",40.799999,42.200001,40.799999,41.450001,9876000,40.64632
"2020-11-06",41.98,42,40.98,41.130001,6824100,40.332531
"2020-11-09",45.189999,45.889999,43.759998,44.959999,14747800,44.088264
"2020-11-10",45.27,46.490002,44.869999,46.419998,10791600,45.519958
"2020-11-11",47.450001,47.48,45.889999,46.23,14938300,45.333645
"2020-11-12",45.400002,45.5,44.259998,44.720001,9621300,44.024334
"2020-11-13",45.09,46.23,45.009998,46,7519300,45.284416
"2020-11-16",47.09,47.41,45.98,46.889999,10664000,46.160576
"2020-11-17",46.860001,48.939999,46.75,48.900002,16788600,48.139305
"2020-11-18",48.919998,49.84,47.700001,47.700001,15442400,46.957973
"2020-11-19",46.91,47.330002,46.25,47.080002,11022100,46.347626
"2020-11-20",46.669998,46.950001,46.419998,46.610001,6365800,45.884933
"2020-11-23",47.279999,48.349998,46.73,48.240002,6970600,47.489578
"2020-11-24",48.93,49.880001,48.599998,49.790001,10115700,49.015461
"2020-11-25",49.07,50.150002,48.869999,49.75,9898100,48.976086
"2020-11-27",49.610001,50.09,49.459999,49.700001,4626600,48.926865
"2020-11-30",49.459999,49.740002,48.509998,48.779999,21664600,48.021172
"2020-12-01",50.080002,51.02,49.669998,50.02,12399900,49.241882
"2020-12-02",49.580002,51,49.549999,50.860001,6785000,50.068817
"2020-12-03",50.639999,51.23,50.23,51.07,7579300,50.275551
"2020-12-04",51.419998,51.810001,50.959999,50.990002,7371400,50.196796
"2020-12-07",50.59,51.07,50.459999,50.759998,7657100,49.970371
"2020-12-08",50.150002,50.970001,50.150002,50.549999,7494200,49.763645
"2020-12-09",50.919998,51,50.16,50.549999,5592000,49.763645
"2020-12-10",50.16,50.369999,49.529999,50.099998,7825300,49.320641
"2020-12-11",49.279999,49.52,48.889999,49.43,7629500,48.661064
"2020-12-14",50.389999,51.689999,49.82,49.84,7981000,49.064682
"2020-12-15",50.279999,51.540001,50.02,51.049999,7674600,50.255856
"2020-12-16",51.060001,51.709999,50.610001,51.68,7448000,50.876064
"2020-12-17",51.700001,52.040001,51.310001,51.779999,7291000,50.974503
"2020-12-18",51.889999,52.220001,51.330002,51.98,16739600,51.171391
"2020-12-21",51.900002,52.060001,50.950001,51.75,7605400,50.944973
"2020-12-22",51.75,52.07,51.450001,51.639999,5444100,50.836685
"2020-12-23",51.849998,52.709999,51.599998,52.349998,4254100,51.535641
"2020-12-24",52.380001,52.380001,51.84,52.060001,1633100,51.250153
"2020-12-28",52.619999,52.970001,52.279999,52.939999,4635000,52.116459
"2020-12-29",52.990002,53.330002,52.52,52.540001,3421500,51.722683
"2020-12-30",52.540001,52.93,52.349998,52.41,3971500,51.594704
"2020-12-31",52.549999,53.119999,52.259998,53.040001,4085100,52.214909
"2021-01-04",53.220001,53.470001,51.93,52.759998,8650000,51.939259
"2021-01-05",51.959999,52.950001,51.939999,52.77,7995700,51.949104
"2021-01-06",54.369999,57.830002,54.040001,57.41,16551800,56.516926
"2021-01-07",57.889999,59.439999,57.630001,59.060001,10949600,58.141258
"2021-01-08",58.84,59.580002,58.23,58.98,9165300,58.062496
"2021-01-11",58.849998,60.349998,58.130001,60.25,8766100,59.312744
"2021-01-12",60.799999,62.040001,60.439999,61.200001,12194500,60.247971
"2021-01-13",60.580002,61.369999,59.189999,59.509998,17171700,58.584255
"2021-01-14",59.610001,59.790001,59.130001,59.330002,9165800,58.407059
"2021-01-15",58.560001,59.169998,57.959999,58.75,9952400,57.836079
"2021-01-19",59.240002,59.59,57.830002,59.23,8277200,58.308613
"2021-01-20",59.349998,59.450001,58.110001,58.610001,9798200,57.698261
"2021-01-21",58.860001,58.970001,58.34,58.700001,6367000,57.786858
"2021-01-22",58.16,58.919998,57.93,58.400002,5472400,57.491524
"2021-01-25",57.27,58.18,56.599998,57.080002,7888800,56.192062
"2021-01-26",57.490002,57.689999,56.119999,56.209999,6786900,55.33559
"2021-01-27",55.41,55.41,53.16,53.290001,10579800,52.461014
"2021-01-28",53.650002,55.419998,53.57,53.740002,11278600,52.904018
"2021-01-29",53.259998,53.290001,50.77,51.540001,17772200,50.738243
"2021-02-01",52.130001,53.720001,51.970001,53.369999,8601100,52.539768
"2021-02-02",54.130001,55.34,54.110001,54.540001,8720500,53.69157
"2021-02-03",54.68,55.32,52.959999,53.459999,10230400,52.628372
"2021-02-04",53.869999,55.200001,53.630001,55.200001,7890900,54.341309
"2021-02-05",55.689999,56.389999,55.290001,55.740002,7994500,54.872902
"2021-02-08",55.98,56.110001,55.220001,55.849998,5377100,54.981194
"2021-02-09",55.48,56.529999,54.98,56.27,5541200,55.394657
"2021-02-10",56.599998,56.889999,55.369999,55.700001,7549100,54.833527
"2021-02-11",55.650002,56.369999,55.41,55.93,6040300,55.238457
"2021-02-12",55.93,58.259998,55.810001,58.189999,8138100,57.470516
"2021-02-16",58.93,61.349998,58.639999,60.950001,11008900,60.196388
"2021-02-17",60.610001,61.389999,60.360001,61.299999,8785800,60.542057
"2021-02-18",60.990002,62.23,60.639999,61.93,6157700,61.164268
"2021-02-19",62.439999,63.450001,61.139999,61.91,8421300,61.144516
"2021-02-22",62.650002,63.09,62.080002,62.950001,8049400,62.171658
"2021-02-23",63.450001,63.450001,61.439999,62.669998,8613200,61.895119
"2021-02-24",63,65.43,62.490002,64.440002,11535200,63.643238
"2021-02-25",64.349998,65.239998,62.970001,63.099998,10584100,62.319801
"2021-02-26",62.91,63.279999,61.25,61.720001,9543600,60.956867
"2021-03-01",62.59,64.93,62.57,64.099998,5863700,63.307438
"2021-03-02",63.709999,64.779999,63.43,63.799999,6079400,63.011143
"2021-03-03",64.260002,66.230003,63.91,64.959999,8831100,64.156799
"2021-03-04",64.82,65.169998,63.029999,64.769997,11204300,63.969154
"2021-03-05",66.099998,66.610001,63.040001,65.019997,10204000,64.216057
"2021-03-08",65.32,65.629997,64.339996,64.459999,8663200,63.662987
"2021-03-09",64.029999,65.040001,62.330002,63.75,9761700,62.961769
"2021-03-10",64.160004,65.07,63.869999,65.029999,8930500,64.225945
"2021-03-11",64.800003,66.860001,64.550003,66.410004,9233600,65.588882
"2021-03-12",67,68.209999,66.760002,67.650002,5643300,66.813545
"2021-03-15",67.389999,67.650002,65.459999,66.339996,6855700,65.519737
"2021-03-16",66.099998,66.099998,65.019997,65.470001,5632400,64.6605
"2021-03-17",66.669998,66.669998,65.139999,65.699997,6881500,64.887665
"2021-03-18",66.910004,67.900002,65.989998,66.07,7417000,65.253075
"2021-03-19",65.379997,66.589996,64.800003,66.050003,10670300,65.23333
"2021-03-22",65.339996,65.730003,64.730003,64.769997,5138800,63.969154
"2021-03-23",64.379997,64.93,63.279999,63.360001,6259600,62.576588
"2021-03-24",64.080002,65.769997,64.019997,64.120003,5796700,63.327194
"2021-03-25",63.860001,65.459999,63.07,65.129997,6220600,64.324707
"2021-03-26",65.910004,66.07,64.940002,65.709999,6082100,64.897537
"2021-03-29",64.660004,65.43,63.599998,64.110001,8113500,63.317314
"2021-03-30",64.279999,65.07,63.98,64.760002,6300200,63.959278
"2021-03-31",65.080002,65.650002,64.339996,65.18,7536100,64.374084
"2021-04-01",65.139999,66.489998,65.040001,66.440002,5796900,65.618507
"2021-04-05",68.209999,68.889999,67.769997,68.150002,8211800,67.307365
"2021-04-06",67.879997,68.629997,67.110001,67.300003,7360400,66.467865
"2021-04-07",67.160004,67.599998,66.400002,67.050003,7281400,66.220963
"2021-04-08",66.540001,66.940002,66.080002,66.839996,6361000,66.013557
"2021-04-09",68.32,68.830002,67.190002,67.57,6311100,66.734528
"2021-04-12",67.32,67.919998,67.32,67.709999,5620600,66.872803
"2021-04-13",67.669998,67.669998,66.190002,66.599998,4886500,65.776527
"2021-04-14",66.989998,68.419998,66.699997,67.440002,6702200,66.60614
"2021-04-15",66.849998,67.489998,64.589996,65.5,10163600,64.690132
"2021-04-16",65.739998,65.830002,64.339996,64.739998,10289400,63.939522
"2021-04-19",65.029999,66.620003,64.919998,65.879997,8750800,65.065422
"2021-04-20",65.370003,65.730003,63.610001,63.689999,7532800,62.902512
"2021-04-21",63.860001,65.459999,63.459999,65.400002,6442800,64.591362
"2021-04-22",65.25,66.07,64.330002,64.800003,8590800,63.998783
"2021-04-23",65.199997,67.18,64.879997,67.139999,7270500,66.309853
"2021-04-26",67.529999,68.849998,67.349998,67.769997,7387100,66.932053
"2021-04-27",68.57,69.760002,67.860001,69.639999,8745300,68.778938
"2021-04-28",69.610001,70.029999,69.209999,69.860001,6338800,68.996231
"2021-04-29",70.260002,72.160004,70.050003,71.709999,9816600,70.823341
"2021-04-30",71.43,71.739998,70.209999,70.400002,8105100,69.529549
"2021-05-03",70.830002,71.050003,69.739998,70.940002,5394300,70.062866
"2021-05-04",70.389999,71.629997,68.669998,70.089996,11044100,69.223381
"2021-05-05",70.800003,71.660004,69.57,70.980003,8739500,70.102371
"2021-05-06",71.279999,71.650002,70.080002,71.519997,4802800,70.635689
"2021-05-07",70.449997,71.879997,70,71.75,6233000,70.862846
"2021-05-10",72.160004,72.540001,71.080002,71.099998,5721200,70.220886
"2021-05-11",70.169998,71.959999,69.910004,70.629997,5380000,69.756691
"2021-05-12",71.019997,71.470001,68.660004,69.120003,8500500,68.265366
"2021-05-13",68.82,71.010002,68.75,70.43,6317300,69.740791
"2021-05-14",70.660004,73.370003,70.610001,73.25,8843300,72.533195
"2021-05-17",73,73.239998,72.019997,73,5207200,72.285652
"2021-05-18",73.370003,73.589996,70.860001,70.900002,5829600,70.206192
"2021-05-19",69.779999,71.349998,69.199997,71.209999,6552300,70.513153
"2021-05-20",71.5,71.629997,70.379997,70.739998,4606600,70.047752
"2021-05-21",71.190002,72.550003,71.010002,72.169998,5414900,71.46376
"2021-05-24",72.330002,73.040001,72.010002,72.610001,4538300,71.89946
"2021-05-25",72.949997,73.5,71.529999,71.629997,5920100,70.929047
"2021-05-26",72.290001,72.290001,70.699997,71.529999,7370400,70.830025
"2021-05-27",72.269997,74.139999,71.839996,73.849998,14693800,73.127327
"2021-05-28",73.940002,74.309998,73.190002,73.849998,6205300,73.127327
"2021-06-01",74.940002,75.489998,74.160004,74.639999,6175500,73.909584
"2021-06-02",74.839996,75.290001,74.290001,74.93,6881900,74.196747
"2021-06-03",74.550003,76.339996,74.449997,76.010002,7623800,75.266182
"2021-06-04",75.910004,76.370003,74.510002,75.720001,5587500,74.979027
"2021-06-07",75.940002,75.949997,74.349998,74.730003,5662000,73.998711
"2021-06-08",74.150002,75.169998,73.57,75.120003,7317100,74.384895
"2021-06-09",74.839996,74.900002,72.25,72.849998,9634600,72.137108
"2021-06-10",73.699997,74.220001,72.449997,72.620003,8741300,71.909355
"2021-06-11",72.889999,73.980003,72.849998,73.919998,6912700,73.196632
"2021-06-14",73.480003,73.730003,71.160004,72.010002,7764100,71.305328
"2021-06-15",72.5,73.309998,72.029999,72.540001,7934500,71.830147
"2021-06-16",72.07,74.540001,71.129997,73.75,8819100,73.028297
"2021-06-17",74.139999,74.330002,70.860001,72.139999,8699900,71.434052
"2021-06-18",71.080002,71.800003,69.279999,69.830002,17257900,69.14666
"2021-06-21",70.639999,72.959999,70.190002,72.739998,9488200,72.028183
"2021-06-22",72.650002,72.75,71.519997,72.5,6856800,71.790527
"2021-06-23",72.75,73.269997,72.470001,72.889999,7116700,72.17672
"2021-06-24",73.07,73.639999,72.160004,73.389999,5895500,72.671822
"2021-06-25",73.540001,74.269997,73.160004,73.779999,12715300,73.058006
"2021-06-28",73.599998,73.800003,72.580002,73.279999,5006400,72.562889
"2021-06-29",74.059998,74.599998,73.160004,73.220001,5316100,72.503487
"2021-06-30",72.860001,73.099998,72.290001,72.809998,6429700,72.097504
"2021-07-01",73.459999,73.639999,72.940002,73.57,4413400,72.850067
"2021-07-02",73.129997,73.330002,71.610001,72.800003,6108800,72.087608
"2021-07-06",72.610001,72.610001,70.669998,70.769997,7684000,70.077454
"2021-07-07",70.459999,70.639999,68.860001,70.07,9833600,69.384315
"2021-07-08",67.330002,68.879997,67.330002,67.940002,10896900,67.275154
"2021-07-09",69.410004,70.589996,68.519997,70.550003,10327400,69.859619
"2021-07-12",69.93,72.010002,69.739998,71.709999,6192400,71.008263
"2021-07-13",71.580002,72.099998,70.959999,71.82,7489100,71.117188
"2021-07-14",71.349998,72.110001,69.959999,70.199997,7577000,69.513039
"2021-07-15",69.739998,71.559998,69.360001,70.550003,5719800,69.859619
"2021-07-16",70.529999,70.650002,68.300003,68.889999,10465600,68.215858
"2021-07-19",67.360001,68.110001,66.199997,66.68,8937300,66.027489
"2021-07-20",66.599998,68.260002,65.730003,67.940002,5857700,67.275154
"2021-07-21",68.660004,70.010002,68.419998,69.559998,5767000,68.879303
"2021-07-22",69.309998,69.669998,67.139999,67.25,8206600,66.591911
"2021-07-23",67.519997,68.410004,67.25,67.910004,6059900,67.245453
"2021-07-26",67.940002,68.629997,67.650002,68.040001,5838300,67.374184
"2021-07-27",67.550003,67.82,66.599998,67.370003,3879400,66.710732
"2021-07-28",67.650002,68.330002,67.129997,67.849998,5206000,67.186035
"2021-07-29",68.400002,69.279999,67.75,68.57,4475900,67.898994
"2021-07-30",68.239998,69.120003,67.760002,67.949997,4084100,67.285049
"2021-08-02",68.199997,69.709999,67.620003,67.739998,4941400,67.077103
"2021-08-03",68.169998,68.239998,66.160004,67.410004,4858100,66.750343
"2021-08-04",66.839996,68.309998,66.5,67.669998,4619300,67.007797
"2021-08-05",68.059998,69.699997,68.010002,69.300003,4814400,68.621857
"2021-08-06",70.139999,72.449997,70.059998,71.93,9361700,71.226105
"2021-08-09",71.639999,74.099998,71.400002,73.419998,6079800,72.701523
"2021-08-10",73.349998,74.989998,72.919998,74.529999,5784800,73.800659
"2021-08-11",74.839996,75.389999,74.080002,74.809998,6280700,74.077919
"2021-08-12",74.559998,75.5,74.360001,75.419998,3425600,74.862083
"2021-08-13",75.300003,75.419998,73.449997,74.010002,3552100,73.462509
"2021-08-16",73.330002,73.779999,72.120003,73.260002,3796400,72.718071
"2021-08-17",72.68,72.989998,71.599998,72.5,5487200,71.963684
"2021-08-18",72.25,73.459999,71.919998,72,5828500,71.467392
"2021-08-19",70.970001,71.830002,70.139999,71.059998,3303600,70.534332
"2021-08-20",71.07,72.110001,70.709999,71.970001,3259100,71.437607
"2021-08-23",72.300003,72.739998,72.050003,72.300003,3989700,71.765167
"2021-08-24",72.519997,74.339996,72.300003,74.150002,5296300,73.601486
"2021-08-25",74.419998,75.400002,74.010002,74.580002,4754900,74.028297
"2021-08-26",74.970001,75.199997,73.629997,73.650002,3237400,73.105186
"2021-08-27",73.75,75.900002,73.739998,75.839996,4690800,75.278976
"2021-08-30",75.849998,76,73.330002,73.440002,9734600,72.896736
"2021-08-31",73.230003,73.599998,71.959999,72.849998,7450300,72.311089
"2021-09-01",72.839996,73.57,71.769997,73.199997,4606200,72.658508
"2021-09-02",73.519997,73.720001,72.580002,72.910004,3213200,72.370659
"2021-09-03",72.949997,73.550003,72.050003,72.089996,3348900,71.556709
"2021-09-07",71.5,72.43,71.019997,72.080002,4129000,71.546799
"2021-09-08",72.080002,72.349998,71.309998,71.559998,2955000,71.030632
"2021-09-09",71.589996,73.769997,71.300003,72.330002,4549200,71.794945
"2021-09-10",72.980003,72.980003,71.379997,71.440002,4099900,70.91153
"2021-09-13",72,72.25,70.839996,71.889999,3180200,71.3582
"2021-09-14",71.779999,72.190002,69.129997,69.730003,5572700,69.214172
"2021-09-15",69.919998,71.389999,69.43,71.150002,4248900,70.623672
"2021-09-16",71.370003,71.959999,70.370003,70.779999,3054600,70.256416
"2021-09-17",70.279999,70.93,69.82,70.43,10256800,69.908997
"2021-09-20",68.639999,68.970001,67.309998,68.800003,5848600,68.291061
"2021-09-21",69.230003,69.419998,68.129997,68.440002,4243100,67.933723
"2021-09-22",69.459999,71.110001,69.080002,70.400002,4957000,69.879219
"2021-09-23",71.209999,74.419998,71.040001,74.300003,5860900,73.750374
"2021-09-24",74.029999,75.940002,73.940002,75.589996,6437400,75.03083
"2021-09-27",76,77.68,75.940002,77.379997,6584100,76.807587
"2021-09-28",77.5,77.970001,75.440002,76.18,8754700,75.61647
"2021-09-29",76.489998,76.5,74.730003,75.379997,6075700,74.822372
"2021-09-30",75.970001,75.970001,72.769997,72.839996,7077400,72.301163
"2021-10-01",72.970001,74.940002,72.050003,74.419998,4814800,73.869484
"2021-10-04",74.169998,75.120003,72.919998,73.230003,5938700,72.688293
"2021-10-05",73.660004,76.559998,73.660004,75.900002,7569900,75.338531
"2021-10-06",75.019997,76.110001,73.970001,75.709999,5731600,75.149933
"2021-10-07",76.5,77.75,76.239998,76.389999,4560900,75.824905
"2021-10-08",76.330002,77.860001,76.190002,77.339996,3485100,76.767883
"2021-10-11",77.790001,78.940002,76.550003,76.610001,4229100,76.043282
"2021-10-12",77.089996,77.919998,76.349998,77.269997,6138200,76.698395
"2021-10-13",77.529999,77.720001,74.919998,76.269997,6066000,75.705795
"2021-10-14",77.220001,78.379997,76.639999,78.110001,4799500,77.532188
"2021-10-15",79.419998,81,78.360001,80.900002,9004400,80.301552
"2021-10-18",80.75,81.239998,79.709999,80.550003,6323200,79.954132
"2021-10-19",80.589996,81.629997,80.230003,81.540001,5346500,80.936813
"2021-10-20",81.139999,81.809998,80.580002,81.589996,6157200,80.986443
"2021-10-21",81.5,82.57,80.739998,82.239998,5938000,81.631638
"2021-10-22",82.370003,83.739998,82.260002,83.550003,5740200,82.931946
"2021-10-25",83.690002,84.010002,82.849998,82.889999,4213500,82.276833
"2021-10-26",83.489998,84.489998,83.019997,83.059998,6362400,82.445564
"2021-10-27",82.669998,83.730003,81.089996,81.150002,6539200,80.549698
"2021-10-28",81.510002,82.400002,81.339996,81.989998,3579600,81.383484
"2021-10-29",82,82.709999,81.739998,82.029999,4421600,81.423187
"2021-11-01",82.550003,82.779999,81.410004,81.870003,4095700,81.264374
"2021-11-02",81.879997,82.519997,81.379997,81.769997,3682600,81.165108
"2021-11-03",81.709999,83.849998,81.510002,83.330002,7051500,82.71357
"2021-11-04",82.949997,83.129997,80.309998,81.449997,5782900,80.847481
"2021-11-05",82.099998,82.959999,80.82,81.150002,4107600,80.549698
"2021-11-08",81.720001,82.660004,81.379997,81.68,3420000,81.075775
"2021-11-09",80.900002,81.360001,79.93,80.779999,4193800,80.182434
"2021-11-10",80.330002,81.07,79.82,80.75,4739000,80.331657
"2021-11-11",81.209999,82.080002,80.57,81.400002,2794800,80.978294
"2021-11-12",81.339996,82.32,80.610001,82.110001,4681400,81.684608
"2021-11-15",82.489998,82.550003,81.620003,81.919998,3302400,81.495598
"2021-11-16",81.739998,82.169998,81.050003,81.809998,4383200,81.386162
"2021-11-17",81.529999,81.75,80.150002,81.419998,5613500,80.998184
"2021-11-18",81.699997,82.080002,81.220001,81.720001,3297500,81.296631
"2021-11-19",80.760002,80.989998,78.849998,80.169998,6394900,79.754662
"2021-11-22",81.220001,83.279999,81,81.919998,5896200,81.495598
"2021-11-23",82.330002,83.129997,81.650002,82.940002,4321800,82.510315
"2021-11-24",82.389999,83.459999,82.389999,83.139999,4725400,82.709274
"2021-11-26",79.720001,79.82,77.940002,79.150002,5773800,78.739952
"2021-11-29",80.43,80.879997,78.93,80.099998,6017600,79.68502
"2021-11-30",78.790001,79.099998,77.220001,77.389999,9711300,76.989059
"2021-12-01",79.599998,80.290001,76.459999,76.529999,6029400,76.133514
"2021-12-02",77.279999,80.5,76.879997,80.120003,8382000,79.704918
"2021-12-03",80.5,81,77.660004,78.470001,7344000,78.063477
"2021-12-06",79.690002,80.980003,78.650002,80.370003,4488800,79.953629
"2021-12-07",81.300003,82.220001,80.900002,81.309998,4333000,80.888748
"2021-12-08",81.290001,81.889999,80.510002,81.199997,4138300,80.779327
"2021-12-09",80.720001,81.82,80.309998,80.660004,3652800,80.242126
"2021-12-10",81.18,81.18,79.620003,80.809998,3864900,80.39135
"2021-12-13",80.480003,80.68,78.779999,79.379997,5057400,78.96875
"2021-12-14",79.260002,81.269997,79.029999,80.790001,6068800,80.371452
"2021-12-15",80.900002,81.879997,79.550003,81.599998,5307200,81.177254
"2021-12-16",83.5,85.75,82.989998,83.889999,9825000,83.455391
"2021-12-17",83.519997,84.190002,81.620003,82.949997,13350300,82.520256
"2021-12-20",81.620003,81.620003,78.959999,80.68,6446300,80.262024
"2021-12-21",81.720001,83.260002,81.720001,83.190002,4353500,82.759018
"2021-12-22",82.989998,84.5,82.610001,84.379997,3945200,83.942848
"2021-12-23",85.059998,86,85.040001,85.129997,3570400,84.688965
"2021-12-27",85.349998,85.82,85.019997,85.82,2815000,85.375389
"2021-12-28",85.620003,86.43,85.260002,85.5,2719000,85.057053
"2021-12-29",85.540001,86.160004,84.699997,84.959999,4196900,84.519844
"2021-12-30",85.160004,86.190002,84.389999,84.480003,3079200,84.042336
"2021-12-31",84.419998,84.790001,83.720001,84.099998,3223200,83.664299
"2022-01-03",84.57,85.860001,84.139999,85.760002,6739700,85.315704
"2022-01-04",87.029999,90.849998,86.809998,89.959999,12870700,89.493942
"2022-01-05",90,90.660004,89.300003,89.309998,9568800,88.847313
"2022-01-06",90.910004,91.5,89.449997,90.739998,7941200,90.269897
