"","GRMN.Open","GRMN.High","GRMN.Low","GRMN.Close","GRMN.Volume","GRMN.Adjusted"
"2020-10-05",95.739998,96.660004,95.540001,96.540001,562900,93.019173
"2020-10-06",96.540001,97.18,94.919998,95.150002,581400,91.679863
"2020-10-07",95.870003,97.199997,95.800003,96.919998,586900,93.385307
"2020-10-08",97.510002,98.209999,96.919998,98.129997,491900,94.551178
"2020-10-09",98.470001,99.449997,98.32,98.82,539100,95.216011
"2020-10-12",99.269997,99.489998,98.739998,99.07,412300,95.456902
"2020-10-13",98.739998,99.330002,98.019997,98.809998,395300,95.206375
"2020-10-14",99.010002,99.339996,97.660004,98.489998,440400,94.898033
"2020-10-15",97.699997,99.279999,97.349998,99.029999,369400,95.41835
"2020-10-16",98.989998,99.879997,98.650002,99.120003,808000,95.505081
"2020-10-19",99.580002,100.339996,97.449997,97.720001,468400,94.156128
"2020-10-20",98.330002,100.169998,97.849998,98.790001,500100,95.187111
"2020-10-21",99.019997,99.629997,97.589996,98.389999,428500,94.801712
"2020-10-22",98.290001,99.580002,98.290001,99.040001,485700,95.427994
"2020-10-23",99.650002,100.93,99.010002,100.839996,701000,97.162346
"2020-10-26",100.029999,100.239998,98.580002,99.419998,730100,95.794128
"2020-10-27",99.199997,100.160004,98.529999,98.610001,575700,95.01368
"2020-10-28",100.120003,101.669998,97.470001,97.57,1444800,94.011604
"2020-10-29",97.519997,102.330002,97.519997,100.730003,1103600,97.056366
"2020-10-30",101.379997,105.239998,101.230003,104.019997,1946600,100.226364
"2020-11-02",105.089996,109.900002,105.019997,109.889999,2065600,105.882301
"2020-11-03",111.300003,111.779999,109.410004,110.620003,1914900,106.58567
"2020-11-04",111.120003,113.07,110.169998,111.260002,1159300,107.202324
"2020-11-05",112,114.43,111.5,113.269997,1725600,109.139023
"2020-11-06",113.599998,116.290001,113.209999,115.190002,1009700,110.988998
"2020-11-09",120.290001,120.419998,115.18,115.269997,1666300,111.066078
"2020-11-10",113.940002,114.940002,113.360001,114.18,1200000,110.015839
"2020-11-11",114.889999,115.879997,114.18,114.82,713900,110.6325
"2020-11-12",115.410004,115.639999,113.25,113.75,634800,109.601517
"2020-11-13",114.050003,115.68,113.790001,115.629997,595600,111.412949
"2020-11-16",117.019997,117.709999,116.150002,117.510002,862000,113.224396
"2020-11-17",117.169998,117.559998,116.57,117.330002,606700,113.050964
"2020-11-18",117.339996,117.339996,114.260002,114.300003,818500,110.131462
"2020-11-19",114.690002,115.400002,112.82,114.290001,571200,110.121826
"2020-11-20",114.489998,115.209999,113.5,114.489998,653000,110.314529
"2020-11-23",114.889999,115.379997,114.07,114.660004,578100,110.478333
"2020-11-24",115.720001,117.269997,114.599998,116.459999,676400,112.212677
"2020-11-25",116.290001,116.709999,115.07,116.370003,678500,112.125977
"2020-11-27",116.809998,118.010002,116.379997,117.050003,399400,112.781174
"2020-11-30",116.129997,117.07,114.309998,116.760002,1162400,112.501747
"2020-12-01",117.650002,119.989998,117.25,119.800003,1008800,115.430878
"2020-12-02",120,120,117.790001,118.480003,639300,114.159019
"2020-12-03",118.239998,119.599998,118.239998,119.239998,559700,114.891296
"2020-12-04",119,121.739998,118.75,121.339996,803700,116.914719
"2020-12-07",120.699997,122.349998,120.269997,121.300003,769500,116.876167
"2020-12-08",121.25,122.989998,120.279999,122.849998,715600,118.369637
"2020-12-09",123.550003,123.550003,117.919998,119.449997,1245200,115.093636
"2020-12-10",118.940002,119.949997,118.010002,118.599998,623900,114.274628
"2020-12-11",118.449997,119.230003,118.040001,118.940002,559600,114.602242
"2020-12-14",119.209999,119.480003,117.209999,117.209999,723700,113.517532
"2020-12-15",118.160004,119.269997,117.589996,119.190002,561600,115.435158
"2020-12-16",118.889999,119.510002,117.720001,118.330002,686600,114.602234
"2020-12-17",118.449997,119.650002,117.620003,118.629997,822600,114.892784
"2020-12-18",118.82,119.839996,118.459999,119.489998,2004100,115.725693
"2020-12-21",118.379997,118.5,116.629997,118.18,810400,114.45697
"2020-12-22",118.349998,119.459999,117.660004,119.139999,650300,115.386726
"2020-12-23",119.769997,121.370003,119.769997,120.239998,587900,116.452065
"2020-12-24",120.68,120.68,119.230003,120.209999,166100,116.423012
"2020-12-28",120.389999,121.529999,120.290001,120.730003,321100,116.926636
"2020-12-29",121.099998,121.480003,119,119.379997,276700,115.619156
"2020-12-30",119.540001,120.019997,118.849998,119.519997,278100,115.754745
"2020-12-31",119.190002,119.800003,118.690002,119.660004,324300,115.890343
"2021-01-04",119.790001,120.650002,117.870003,118.800003,785000,115.057442
"2021-01-05",118.129997,118.93,117.209999,118.559998,715600,114.824997
"2021-01-06",118.690002,119.669998,117.919998,119.480003,921200,115.716026
"2021-01-07",119.769997,122.75,119.650002,121.559998,662900,117.730476
"2021-01-08",122.440002,122.940002,120.709999,121.980003,564100,118.137253
"2021-01-11",121.389999,122.440002,120.790001,121.230003,434800,117.410881
"2021-01-12",121.330002,122.230003,120.860001,122.019997,508800,118.175987
"2021-01-13",122.220001,122.360001,120.379997,120.790001,546200,116.984749
"2021-01-14",122.040001,122.040001,120.300003,120.879997,518100,117.071899
"2021-01-15",120.43,121.589996,119.839996,121.010002,1004400,117.197815
"2021-01-19",121.400002,123.360001,120.68,122.690002,687900,118.82489
"2021-01-20",122.889999,125,122.690002,123.980003,708000,120.074242
"2021-01-21",124.160004,124.629997,123.080002,123.779999,481600,119.880547
"2021-01-22",123.010002,124.139999,122.349998,123.830002,462800,119.928963
"2021-01-25",123.919998,124.809998,122.389999,123.519997,504400,119.628731
"2021-01-26",123.440002,123.5,121.260002,121.410004,479800,117.585205
"2021-01-27",120.68,120.68,116.480003,117.309998,775800,113.614372
"2021-01-28",117.089996,119.379997,116.809998,117.470001,621300,113.769333
"2021-01-29",117.160004,117.160004,113.589996,114.860001,1069500,111.241547
"2021-02-01",115.199997,117.57,115.120003,117.360001,616200,113.662811
"2021-02-02",118.410004,119.290001,117.669998,118.870003,787400,115.125229
"2021-02-03",118.550003,119.650002,118.120003,118.940002,444000,115.193016
"2021-02-04",119.5,119.989998,118.550003,119.269997,461200,115.512611
"2021-02-05",119.870003,120.940002,119.440002,120.330002,480300,116.539223
"2021-02-08",120.360001,124.980003,119.790001,124.139999,1218500,120.229195
"2021-02-09",124.669998,127.150002,123.209999,126.120003,1255400,122.146828
"2021-02-10",127.57,129.259995,126.309998,128.119995,997900,124.083809
"2021-02-11",128.949997,130.360001,128.289993,129.429993,719100,125.352547
"2021-02-12",130.110001,131.399994,129.5,130.699997,692000,126.582527
"2021-02-16",131.369995,133.429993,131.050003,132.479996,1334800,128.306473
"2021-02-17",132.199997,132.960007,128.470001,129.509995,1583400,125.430031
"2021-02-18",129.550003,131.419998,126.739998,127.599998,1296100,123.5802
"2021-02-19",128.029999,128.910004,127.660004,128.009995,886400,123.977287
"2021-02-22",127.989998,128.220001,127.330002,127.650002,771400,123.628639
"2021-02-23",126.080002,127.099998,124.25,126.029999,1032300,122.059669
"2021-02-24",125.489998,129.240005,125.169998,128.449997,626800,124.403419
"2021-02-25",128.240005,128.440002,123.889999,124.339996,552400,120.422897
"2021-02-26",124.169998,125.559998,123.519997,124.019997,939800,120.112976
"2021-03-01",125.190002,129.029999,125.07,128.270004,894200,124.229095
"2021-03-02",128.350006,128.699997,126.57,127.010002,819300,123.008797
"2021-03-03",126.580002,126.970001,123.709999,123.82,851100,119.919289
"2021-03-04",124.510002,126.419998,117.739998,119.860001,803400,116.084038
"2021-03-05",121.160004,122.779999,117.760002,122.419998,844500,118.563393
"2021-03-08",123.260002,123.970001,121.43,122.519997,603700,118.66024
"2021-03-09",123.5,126.639999,122.690002,125.230003,835400,121.284866
"2021-03-10",125.940002,127.68,125.860001,126.889999,619600,122.892563
"2021-03-11",127.800003,128.809998,127.059998,127.720001,693400,123.696426
"2021-03-12",127,127.57,126.589996,127.459999,499600,124.037025
"2021-03-15",127.650002,128.220001,126.860001,128.110001,519600,124.669563
"2021-03-16",128.949997,129.479996,126.669998,128.279999,695300,124.835007
"2021-03-17",127.779999,127.779999,124.660004,126.43,658800,123.034683
"2021-03-18",126.239998,126.629997,124.889999,125.449997,540800,122.081009
"2021-03-19",125.419998,126.459999,124.099998,125.709999,1279900,122.334015
"2021-03-22",126.620003,128.029999,126.410004,127.580002,767500,124.153809
"2021-03-23",127.239998,128.309998,125.919998,126.160004,517900,122.771942
"2021-03-24",127.110001,128.100006,126.669998,126.779999,761800,123.37529
"2021-03-25",126.879997,127.599998,124.650002,127.550003,684300,124.124603
"2021-03-26",126.989998,128.449997,124.110001,128.369995,597600,124.922585
"2021-03-29",127.790001,130.229996,127.779999,129.970001,954400,126.479607
"2021-03-30",129.490005,131.050003,129.289993,130.729996,640900,127.2192
"2021-03-31",131.25,132.25,130.729996,131.850006,920500,128.309143
"2021-04-01",132,132.639999,130.380005,132.509995,686100,128.951401
"2021-04-05",133.149994,136.399994,132.630005,135.929993,864600,132.279541
"2021-04-06",136,137.100006,135.259995,136.520004,661400,132.853699
"2021-04-07",136.520004,136.990005,134.779999,135.320007,632100,131.685944
"2021-04-08",135.149994,135.809998,134.470001,135.630005,643500,131.987625
"2021-04-09",135.869995,137.699997,135.5,137.649994,464800,133.953369
"2021-04-12",137.970001,138.429993,136.759995,137.850006,414900,134.14801
"2021-04-13",138.169998,138.820007,137.029999,138.669998,486800,134.945953
"2021-04-14",138.199997,139.229996,137.229996,137.610001,456300,133.914444
"2021-04-15",138.229996,138.600006,137.570007,138.550003,444400,134.829208
"2021-04-16",138.940002,141.729996,138.940002,140.600006,1358100,136.824142
"2021-04-19",140.330002,140.679993,139.139999,140.550003,599300,136.775497
"2021-04-20",140.320007,140.720001,137.949997,138.199997,478100,134.488602
"2021-04-21",138.699997,139.389999,138.320007,139,502900,135.267105
"2021-04-22",138.899994,139.869995,138.139999,139.160004,624100,135.422836
"2021-04-23",140,141.880005,140,141.350006,620900,137.554001
"2021-04-26",142.229996,142.490005,141.029999,141.649994,603000,137.845947
"2021-04-27",141.889999,142.940002,141.089996,141.119995,681700,137.330185
"2021-04-28",138.720001,139.289993,135.660004,137.380005,902700,133.690643
"2021-04-29",138.979996,139.899994,137.660004,138.679993,543500,134.955704
"2021-04-30",138.330002,138.389999,136.910004,137.240005,665300,133.554367
"2021-05-03",138.580002,138.669998,137.020004,137.889999,495700,134.186935
"2021-05-04",137.320007,137.580002,135.330002,137.259995,559500,133.573853
"2021-05-05",138.130005,139.75,137.660004,139.600006,653000,135.851013
"2021-05-06",139.919998,141.399994,139.039993,141.339996,594900,137.544266
"2021-05-07",141.580002,143.759995,141.259995,143.559998,510800,139.704651
"2021-05-10",143.990005,145.199997,142.330002,142.380005,553500,138.556351
"2021-05-11",139.809998,141.869995,139.089996,140.589996,610400,136.814423
"2021-05-12",139.770004,140.539993,135.779999,136.149994,629500,132.493668
"2021-05-13",136.470001,139.199997,136.419998,138.089996,589000,134.381546
"2021-05-14",139.589996,141.270004,139.240005,140.389999,484100,136.619797
"2021-05-17",139.720001,140.970001,139.589996,140.100006,574600,136.337585
"2021-05-18",140.789993,141.610001,139.619995,140.270004,733400,136.503006
"2021-05-19",138.350006,138.820007,137.139999,138.169998,836400,134.459412
"2021-05-20",139.070007,139.820007,137.919998,139.279999,614600,135.539597
"2021-05-21",139.699997,141.389999,139.330002,139.839996,858100,136.084549
"2021-05-24",140.970001,140.970001,139.759995,139.990005,588200,136.23053
"2021-05-25",141.100006,141.889999,140.320007,140.869995,837300,137.086868
"2021-05-26",141.869995,142.580002,141.25,141.580002,806000,137.777847
"2021-05-27",142.029999,143.449997,141.720001,142.380005,1681300,138.556351
"2021-05-28",142.839996,143.509995,142.190002,142.240005,600700,138.42012
"2021-06-01",144,144.539993,141.919998,142.919998,803100,139.081848
"2021-06-02",143.179993,143.289993,141.169998,141.880005,850000,138.069778
"2021-06-03",140.770004,142.479996,138.970001,142.220001,761500,138.400635
"2021-06-04",142.669998,143.850006,142.119995,143.639999,505300,139.782516
"2021-06-07",144.119995,145,142.649994,143.270004,617000,139.42244
"2021-06-08",144.130005,144.130005,141.779999,142.550003,567800,138.721771
"2021-06-09",143.240005,143.240005,141.759995,142.169998,476800,138.35199
"2021-06-10",142.300003,143.270004,141.649994,142.600006,371200,138.770447
"2021-06-11",143.419998,144.759995,142.839996,144.759995,461000,140.872437
"2021-06-14",143.660004,143.990005,142.029999,142.679993,438800,139.493912
"2021-06-15",142.960007,143.699997,142.270004,143.389999,437600,140.188049
"2021-06-16",143.369995,143.369995,141.259995,141.820007,546900,138.653122
"2021-06-17",141.440002,141.759995,139.610001,141,659200,137.85141
"2021-06-18",140.199997,141.179993,138.600006,139.539993,1046100,136.424026
"2021-06-21",139.800003,142.410004,139.800003,142.009995,559700,138.838867
"2021-06-22",141.139999,142.789993,140.130005,142.360001,642000,139.181046
"2021-06-23",142.360001,142.770004,141.259995,141.869995,698900,138.701996
"2021-06-24",142.800003,143.389999,141.990005,143.039993,412900,139.845871
"2021-06-25",143.929993,144.710007,143.789993,144.369995,450400,141.146164
"2021-06-28",144.699997,144.699997,143.660004,144.270004,676800,141.048416
"2021-06-29",144.619995,145.830002,144.529999,145.380005,399800,142.133621
"2021-06-30",145.630005,145.779999,143.910004,144.639999,529700,141.410141
"2021-07-01",145.270004,146.199997,144.410004,146.089996,518200,142.827759
"2021-07-02",146.789993,147.300003,146.220001,147,507200,143.717453
"2021-07-06",147.300003,147.339996,145.160004,146.639999,654500,143.365494
"2021-07-07",146.470001,147.990005,146.309998,147.830002,531000,144.528915
"2021-07-08",145.320007,147.449997,144.850006,146.740005,462000,143.463257
"2021-07-09",147,149.050003,147,148.809998,524000,145.487015
"2021-07-12",148.509995,149.899994,148.270004,149.889999,393100,146.542892
"2021-07-13",149.889999,149.990005,148.800003,149.089996,324600,145.760773
"2021-07-14",149.630005,149.899994,148.509995,149.369995,451200,146.034515
"2021-07-15",148.990005,149.720001,148.169998,149.110001,405300,145.780334
"2021-07-16",149.110001,149.919998,148.669998,149.389999,650300,146.054077
"2021-07-19",148.199997,148.710007,146.610001,147.630005,547400,144.333374
"2021-07-20",148.100006,150.169998,146.910004,149.809998,550000,146.464706
"2021-07-21",150.309998,152.490005,150.050003,151.970001,511400,148.576462
"2021-07-22",152.220001,152.220001,150.449997,151.070007,312500,147.696564
"2021-07-23",151.350006,154.619995,151.149994,154.130005,435000,150.688232
"2021-07-26",154.100006,154.990005,152.839996,153.289993,403000,149.866989
"2021-07-27",153.139999,153.660004,151.080002,152.039993,615300,148.644913
"2021-07-28",153.029999,156.800003,151.619995,156.089996,1082600,152.604446
"2021-07-29",157.440002,158.350006,156.240005,157.820007,660900,154.295837
"2021-07-30",157.279999,158.800003,156.600006,157.199997,748400,153.689682
"2021-08-02",156.979996,159.410004,156.979996,157.850006,465200,154.32518
"2021-08-03",158.970001,161.059998,157.919998,160.979996,636200,157.385269
"2021-08-04",161.190002,163.199997,161.039993,162.279999,605100,158.656219
"2021-08-05",163,164.059998,162.020004,163.889999,530300,160.230286
"2021-08-06",164.300003,166.25,164.229996,165.729996,588700,162.029175
"2021-08-09",165.509995,166.130005,163.960007,165.460007,583000,161.765259
"2021-08-10",165.899994,166.570007,165.259995,165.660004,396600,161.96077
"2021-08-11",166,168.300003,165.100006,167.229996,576900,163.495697
"2021-08-12",166.990005,167.990005,165.339996,165.949997,554200,162.244293
"2021-08-13",166.410004,167.610001,165.910004,167.520004,299200,163.779236
"2021-08-16",167.270004,169.119995,166.800003,168.850006,462400,165.079529
"2021-08-17",168.720001,168.720001,165.850006,166.970001,419900,163.241531
"2021-08-18",166.410004,167.490005,164.550003,164.639999,475400,160.963547
"2021-08-19",163.690002,166.880005,162.440002,166.800003,504800,163.075302
"2021-08-20",167.139999,171.309998,166.929993,170.429993,802100,166.624237
"2021-08-23",170.610001,172.429993,170.429993,171.350006,437700,167.523712
"2021-08-24",171.720001,173.570007,170.75,173.429993,545300,169.557251
"2021-08-25",173.529999,175.199997,172.330002,172.610001,816700,168.755569
"2021-08-26",172.210007,173.139999,170.5,172.919998,567900,169.05864
"2021-08-27",173.5,176.25,173.5,175.860001,619300,171.932983
"2021-08-30",176.240005,178.580002,175.559998,178.380005,506500,174.396729
"2021-08-31",178.630005,178.809998,172.619995,174.429993,924100,170.534927
"2021-09-01",174.190002,176.059998,173.009995,175.5,610000,171.581039
"2021-09-02",175.669998,176.149994,175.149994,175.679993,583700,171.757004
"2021-09-03",175.580002,176.889999,174.610001,176.110001,653000,172.177414
"2021-09-07",176.080002,176.600006,173.360001,174.5,607700,170.603363
"2021-09-08",173.669998,174.149994,172.75,173.110001,630900,169.2444
"2021-09-09",172.449997,174.240005,172.240005,173.110001,506400,169.2444
"2021-09-10",174.300003,174.889999,172.490005,172.589996,440700,168.736023
"2021-09-13",173.899994,174.309998,170.050003,171.25,828500,167.425949
"2021-09-14",171.600006,172.110001,169.050003,169.470001,606800,166.336456
"2021-09-15",169.669998,169.770004,167.449997,169.130005,741000,166.002762
"2021-09-16",168.729996,169.139999,166.779999,168.619995,658700,165.502182
"2021-09-17",167.710007,168.979996,165.869995,167.259995,1441500,164.167328
"2021-09-20",165.339996,167.210007,164,166.979996,842600,163.892502
"2021-09-21",168.240005,168.470001,166.179993,166.300003,447300,163.225067
"2021-09-22",167.5,169.919998,167,169.350006,787200,166.218689
"2021-09-23",169.729996,172.820007,169.360001,171.809998,670100,168.633194
"2021-09-24",170.75,173.289993,170.100006,172.619995,534500,169.428192
"2021-09-27",172.360001,172.360001,162.279999,162.610001,1004300,159.603287
"2021-09-28",161.710007,161.759995,157.100006,158.050003,1099100,155.127625
"2021-09-29",158.740005,160.720001,157.740005,158.009995,644400,155.088348
"2021-09-30",159,160.240005,155.220001,155.460007,886300,152.585526
"2021-10-01",156.070007,156.289993,152.490005,155.110001,549100,152.241974
"2021-10-04",154.919998,155.630005,153.639999,155.259995,893600,152.389191
"2021-10-05",156,158.039993,153.330002,157.279999,734000,154.371857
"2021-10-06",155.940002,157.369995,154.690002,156.289993,503400,153.400146
"2021-10-07",157.660004,159.580002,156.050003,156.600006,812700,153.704437
"2021-10-08",157.199997,157.199997,154.460007,155.460007,447500,152.585526
"2021-10-11",155,155.779999,153.289993,153.559998,552400,150.720627
"2021-10-12",154.089996,155.220001,153.330002,153.839996,361700,150.995468
"2021-10-13",155.199997,155.949997,154.309998,154.770004,545600,151.908279
"2021-10-14",156.070007,158.160004,156.070007,157.25,543000,154.342407
"2021-10-15",158.869995,158.869995,155.710007,156.130005,740500,153.243118
"2021-10-18",155.589996,159.679993,155.589996,159.399994,579300,156.452652
"2021-10-19",159.919998,161,159.070007,159.529999,546500,156.580261
"2021-10-20",159.419998,162.720001,159.309998,162.309998,707600,159.308838
"2021-10-21",163.050003,164.710007,161.479996,164,613100,160.96759
"2021-10-22",164,165.839996,163.119995,165.149994,496100,162.096313
"2021-10-25",165.119995,165.710007,163.869995,164.059998,502900,161.026489
"2021-10-26",164.809998,164.809998,159.429993,160.300003,975800,157.336029
"2021-10-27",158.589996,158.589996,145.309998,146.210007,1802300,143.506546
"2021-10-28",145.869995,147.589996,144.240005,145.050003,1258000,142.367996
"2021-10-29",144.509995,145.229996,142.199997,143.600006,1237400,140.944809
"2021-11-01",144.479996,144.770004,140.880005,141.330002,1033300,138.716766
"2021-11-02",142.009995,145.309998,141.639999,144.25,1055700,141.582779
"2021-11-03",144.169998,144.600006,141.729996,143.139999,1165300,140.493301
"2021-11-04",143.360001,143.839996,142.100006,142.699997,840300,140.061432
"2021-11-05",143.649994,144.110001,140.720001,142.179993,905900,139.551056
"2021-11-08",143.039993,146.580002,143.039993,146.460007,1105300,143.751907
"2021-11-09",146.100006,148.869995,143.970001,144.940002,706700,142.260025
"2021-11-10",144.630005,144.630005,141.929993,143.029999,593700,140.385345
"2021-11-11",144.179993,144.589996,141.929993,142.039993,591000,139.413651
"2021-11-12",145.160004,145.160004,142.100006,143.080002,500400,140.434418
"2021-11-15",143.5,145.490005,142.839996,145.279999,610800,142.593735
"2021-11-16",145.570007,147.039993,145.199997,145.910004,821500,143.212097
"2021-11-17",146.220001,146.360001,144.039993,144.830002,602000,142.152069
"2021-11-18",146.199997,146.570007,143.570007,144.539993,881100,141.867432
"2021-11-19",144.869995,145.309998,142.25,142.800003,1735000,140.159607
"2021-11-22",142.589996,144.520004,142.399994,142.5,1050000,139.865143
"2021-11-23",142.5,143.220001,141.800003,142.779999,601900,140.139969
"2021-11-24",141.869995,143.889999,140.839996,143.110001,783000,140.463852
"2021-11-26",140.020004,140.419998,138.300003,139.389999,580500,136.812637
"2021-11-29",140.5,140.929993,138.130005,139.240005,677700,136.665421
"2021-11-30",138.639999,138.639999,132.289993,133.539993,2161400,131.070816
"2021-12-01",135.369995,137.899994,132.229996,132.229996,1449400,129.785034
"2021-12-02",132.619995,134.669998,132.419998,134.029999,1142200,131.551743
"2021-12-03",134.130005,136.039993,133.710007,135.059998,1188700,132.562698
"2021-12-06",135.490005,136,133.559998,134,1421400,131.522308
"2021-12-07",136,138.789993,134.809998,137.960007,415100,135.409103
"2021-12-08",136.610001,139.490005,136.610001,138.970001,632100,136.400406
"2021-12-09",139.240005,139.240005,135.259995,135.360001,661800,132.857162
"2021-12-10",137,137.509995,135.699997,136.110001,745200,133.593292
"2021-12-13",135.589996,136.889999,134.550003,134.690002,701100,132.19957
"2021-12-14",133.199997,134.619995,133,134.130005,1138600,132.30806
"2021-12-15",134.690002,135.619995,132.850006,135.429993,723200,133.590393
"2021-12-16",135.070007,136.630005,134.020004,134.289993,1168400,132.465866
"2021-12-17",133.809998,134.369995,132.139999,132.229996,2104600,130.433853
"2021-12-20",130.690002,130.789993,128.029999,129.309998,989600,127.553528
"2021-12-21",130.309998,133.029999,130.309998,132.839996,739000,131.035568
"2021-12-22",132.100006,134.309998,132.100006,134.100006,553500,132.278473
"2021-12-23",134.630005,135.440002,134.369995,134.479996,390000,132.65329
"2021-12-27",135,136.070007,134.350006,135.940002,333600,134.09346
"2021-12-28",136.210007,136.770004,135.089996,135.759995,426300,133.915909
"2021-12-29",135.990005,136.690002,135.229996,136.020004,669900,134.172394
"2021-12-30",136.779999,137.789993,136.029999,136.710007,351100,134.853012
"2021-12-31",136.550003,137.009995,135.429993,136.169998,393000,134.320343
"2022-01-03",136.580002,136.960007,132.910004,133.550003,812000,131.735931
"2022-01-04",134.559998,135.309998,133.050003,133.570007,743200,131.755661
"2022-01-05",136.559998,138.25,133.050003,133.050003,1479600,131.242722
"2022-01-06",132.839996,134.009995,131.460007,132.779999,821600,130.976395
"2022-01-07",132.5,133.059998,130.869995,130.949997,729600,129.171249
"2022-01-10",130.039993,131.089996,128.039993,130.050003,960900,128.283478
"2022-01-11",130.270004,132.279999,129.470001,131.779999,667400,129.989975
"2022-01-12",131.539993,132.75,131.270004,132,738900,130.206985
"2022-01-13",132.199997,132.800003,130.899994,132.149994,885100,130.35495
"2022-01-14",131.559998,132.660004,130.210007,132.380005,1051900,130.581818
