"","AVGO.Open","AVGO.High","AVGO.Low","AVGO.Close","AVGO.Volume","AVGO.Adjusted"
"2021-03-02",490.369995,490.859985,479.600006,480.51001,1854600,459.707397
"2021-03-03",478,481.390015,461.970001,463.059998,2399100,443.012848
"2021-03-04",461.670013,467,441.429993,443.589996,3457500,424.385773
"2021-03-05",454.25,456,433,450.140015,4241400,430.652252
"2021-03-08",446.829987,447.959991,419.26001,421.25,4524300,403.012909
"2021-03-09",435.690002,446.899994,430.600006,443.600006,3788400,424.395386
"2021-03-10",447.350006,454.029999,435.100006,437.589996,1991400,418.645508
"2021-03-11",449.019989,457.450012,442.089996,453.690002,2617000,434.048553
"2021-03-12",445.359985,453.48999,444.519989,451.170013,1890600,431.637665
"2021-03-15",455.179993,471.230011,453.190002,470.769989,3124100,450.389069
"2021-03-16",471.269989,484,467.410004,478.179993,3119000,457.478302
"2021-03-17",470.299988,487.269989,470.01001,483.589996,2375400,462.654083
"2021-03-18",474.559998,483.350006,463.75,464.149994,2872800,444.055664
"2021-03-19",457.049988,476.679993,454.100006,474.459991,10860200,457.467499
"2021-03-22",472.910004,481.279999,471.670013,475.279999,3180500,458.258118
"2021-03-23",473.779999,475.369995,462.649994,464.059998,2471200,447.439972
"2021-03-24",469.450012,469.98999,456.869995,457.269989,2088200,440.893158
"2021-03-25",454.959991,464.019989,449.309998,461.700012,1753700,445.16452
"2021-03-26",456.640015,483,456.640015,482.040009,2892500,464.776031
"2021-03-29",480.399994,481.160004,468.269989,472.619995,2841000,455.69339
"2021-03-30",463.880005,464,451.619995,456.160004,2793500,439.822937
"2021-03-31",459,467.070007,452.399994,463.660004,2868400,447.054321
"2021-04-01",472.070007,476.579987,469.200012,475.950012,2352800,458.904175
"2021-04-05",480.299988,489.640015,476.820007,488.480011,2296600,470.985382
"2021-04-06",483.119995,488.220001,477.73999,483.869995,1806300,466.540466
"2021-04-07",480.01001,483.910004,478,482.459991,1207400,465.180969
"2021-04-08",487.980011,487.980011,480.119995,485.480011,1812100,468.092865
"2021-04-09",480,485.309998,476.540009,485.089996,1661400,467.716827
"2021-04-12",481.929993,485.420013,478.600006,483.670013,2324700,466.347687
"2021-04-13",485,488.220001,480.290009,484.959991,1528100,467.591461
"2021-04-14",482.470001,489.190002,475.190002,477.299988,1822000,460.20575
"2021-04-15",481.640015,482.309998,476.779999,480,1837000,462.809082
"2021-04-16",480.480011,481.779999,476.779999,478.790009,1626300,461.642456
"2021-04-19",476.529999,476.799988,460.049988,462,2631900,445.453735
"2021-04-20",460.01001,462.029999,454.540009,457.26001,1912800,440.883484
"2021-04-21",455.220001,460.339996,452.600006,459.790009,2594700,443.322906
"2021-04-22",455.100006,461.140015,449,455.109985,2705700,438.810486
"2021-04-23",458.48999,467.850006,457.5,466.130005,2289000,449.435852
"2021-04-26",467.019989,473.829987,463.570007,471.850006,1827100,454.950989
"2021-04-27",473.700012,474.26001,465.059998,466.350006,1326700,449.647949
"2021-04-28",465.369995,465.970001,456.049988,459.200012,1594000,442.754028
"2021-04-29",469.690002,469.690002,459.029999,466.290009,1465000,449.590118
"2021-04-30",459.709991,460.730011,453.839996,456.200012,1936700,439.861481
"2021-05-03",459.75,459.839996,448.279999,450.140015,1509800,434.018524
"2021-05-04",447.220001,447.700012,437.309998,444.540009,2349700,428.61908
"2021-05-05",450.410004,451.440002,442.369995,443.829987,1638800,427.934509
"2021-05-06",443.799988,449.089996,439.839996,448.579987,1349500,432.514374
"2021-05-07",454.589996,458.380005,449.200012,452.579987,1171200,436.371094
"2021-05-10",448.380005,448.529999,435.769989,436.100006,2523900,420.481384
"2021-05-11",425,441.76001,423.049988,440.070007,1788700,424.309143
"2021-05-12",429.290009,430.859985,419.140015,422.380005,2994000,407.252716
"2021-05-13",429.890015,434.820007,425.640015,430.600006,2184100,415.178314
"2021-05-14",436.390015,445.119995,432.049988,441.619995,1696400,425.803619
"2021-05-17",442.140015,442.140015,432.839996,439.940002,1572500,424.183838
"2021-05-18",443.920013,444.440002,433.279999,433.73999,1782400,418.205841
"2021-05-19",426,442.5,425.700012,441.720001,2136900,425.900085
"2021-05-20",445.75,459.299988,445.329987,455,2188600,438.704407
"2021-05-21",457.98999,457.98999,449.339996,451.23999,1321600,435.079102
"2021-05-24",456.920013,462.440002,456.359985,459.190002,1442000,442.744385
"2021-05-25",461.899994,462.959991,456.5,459.540009,960000,443.081848
"2021-05-26",460.769989,462.100006,455.529999,460.48999,987300,443.997833
"2021-05-27",460,468.440002,459.649994,467.679993,1909800,450.930298
"2021-05-28",470,474.619995,467.679993,472.329987,1994600,455.413757
"2021-06-01",475.440002,478,467.200012,468.309998,1627700,451.53775
"2021-06-02",471.829987,477.700012,469.470001,473.730011,1328600,456.763672
"2021-06-03",468.799988,469.76001,463.26001,464.799988,2038900,448.153473
"2021-06-04",470.5,478.399994,469.519989,475,2386500,457.988129
"2021-06-07",473,474.480011,462.470001,463.779999,2414200,447.170013
"2021-06-08",468.049988,472.390015,463.51001,463.529999,1661500,446.928955
"2021-06-09",467.190002,467.190002,461.720001,463.929993,1212600,447.314636
"2021-06-10",465.5,469.540009,460.209991,468.670013,1541300,451.884888
"2021-06-11",468.440002,472.130005,467.149994,470.700012,1450800,453.842163
"2021-06-14",470.48999,475.899994,466.059998,475.829987,1467500,458.788452
"2021-06-15",476.559998,476.570007,468.549988,470.73999,1113100,453.880737
"2021-06-16",470.269989,471.119995,461.480011,465.75,2043700,449.069489
"2021-06-17",464.880005,475.23999,463.940002,471.170013,2088100,454.295349
"2021-06-18",467.269989,469.76001,460.51001,463.5,2853700,446.900055
"2021-06-21",461.170013,465.380005,458.440002,464.609985,1859100,451.476898
"2021-06-22",466.579987,468.579987,461.320007,464.450012,1372200,451.321411
"2021-06-23",463.859985,467.880005,463.040009,466.660004,1767400,453.468933
"2021-06-24",469.890015,473.649994,468.600006,470.059998,1250200,456.772827
"2021-06-25",471.350006,472.450012,460,462.200012,1910000,449.13501
"2021-06-28",466,476.290009,465.51001,472.799988,1398700,459.435364
"2021-06-29",472.369995,477.309998,470.73999,477.149994,1418400,463.662445
"2021-06-30",478.130005,478.589996,472.529999,476.839996,1538100,463.361176
"2021-07-01",477.839996,477.839996,468.929993,469.640015,1115300,456.364716
"2021-07-02",476.769989,478.579987,455.709991,468.170013,3705400,454.936279
"2021-07-06",470.399994,476.75,468.299988,473.279999,1387000,459.901825
"2021-07-07",475,475.359985,466.369995,469.540009,1258100,456.267517
"2021-07-08",464.420013,471.079987,461.559998,470.5,1601100,457.200378
"2021-07-09",469.570007,480.880005,468.029999,480.179993,1678200,466.60675
"2021-07-12",481.320007,494.019989,473.26001,485.75,3314200,472.019318
"2021-07-13",485.329987,487.529999,482,484.01001,1180600,470.328522
"2021-07-14",489.200012,492,480.75,481.589996,1402000,467.976898
"2021-07-15",483.279999,484.450012,473.119995,477.339996,1262400,463.847046
"2021-07-16",479.059998,480.279999,467.26001,468.070007,1398000,454.83905
"2021-07-19",463.480011,465.970001,457.589996,465.670013,1493800,452.506927
"2021-07-20",467.890015,472.25,463.269989,468.589996,2072700,455.344391
"2021-07-21",469.630005,479.279999,468.5,479.019989,1366000,465.479523
"2021-07-22",476.600006,478.98999,474.51001,476.329987,1258300,462.86557
"2021-07-23",480.029999,483.579987,476.829987,483.149994,1348900,469.492767
"2021-07-26",482.160004,483.619995,479.679993,482.23999,1116000,468.608551
"2021-07-27",480.76001,481.809998,467.799988,475.359985,1471500,461.922974
"2021-07-28",476.700012,479.079987,474.320007,477.649994,835900,464.148285
"2021-07-29",478.470001,485.829987,477.440002,484.109985,916200,470.425629
"2021-07-30",481.959991,486.339996,479.570007,485.399994,1154800,471.679169
"2021-08-02",489.049988,494.600006,483.51001,484.679993,1561900,470.979553
"2021-08-03",485.48999,487.76001,479.959991,486.790009,1113500,473.029938
"2021-08-04",488.529999,489.980011,484.01001,487.799988,1212300,474.011322
"2021-08-05",490.429993,490.429993,484.890015,487.670013,837200,473.885071
"2021-08-06",485.070007,488.119995,484.029999,485.429993,996400,471.708344
"2021-08-09",486.48999,486.829987,481,484.679993,595200,470.979553
"2021-08-10",485.899994,486.450012,477.829987,482.26001,931900,468.627991
"2021-08-11",484.809998,485.970001,479.790009,483.549988,981600,469.8815
"2021-08-12",482.279999,485,476.730011,484.26001,870200,470.571442
"2021-08-13",482.609985,488.970001,482.109985,486.160004,858200,472.417755
"2021-08-16",484.829987,488.910004,484.399994,488.140015,918800,474.341766
"2021-08-17",485.589996,486.220001,474.519989,478.690002,1649900,465.158875
"2021-08-18",476.649994,477.079987,468.350006,468.970001,1561600,455.713623
"2021-08-19",466.350006,475.829987,462.660004,473.529999,1404400,460.144745
"2021-08-20",472.820007,476.230011,470.440002,475.170013,1000700,461.738403
"2021-08-23",476.329987,486.190002,475.700012,482.450012,1570700,468.812622
"2021-08-24",482.399994,483.040009,480.160004,481.429993,942900,467.821442
"2021-08-25",481.570007,486.269989,481.570007,483.410004,1001700,469.745483
"2021-08-26",483,488.109985,480.600006,485.73999,1083600,472.009613
"2021-08-27",488.01001,496.440002,486.640015,495.940002,1645900,481.921265
"2021-08-30",500,507.850006,498.25,498.890015,1961400,484.787903
"2021-08-31",501.290009,501.290009,492.700012,497.209991,1737800,483.155365
"2021-09-01",496.269989,499.23999,492.890015,493.160004,1258600,479.219849
"2021-09-02",495.790009,495.980011,490.160004,491.899994,1699100,477.995483
"2021-09-03",495.910004,506,495.040009,497.679993,2519100,483.612091
"2021-09-07",497.600006,497.600006,491,496.589996,1239800,482.552887
"2021-09-08",499.619995,499.890015,488.109985,494.380005,1398700,480.405396
"2021-09-09",492.850006,498.700012,492.850006,493.48999,1317400,479.540497
"2021-09-10",497.049988,505.98999,496.51001,498.149994,1611000,484.068817
"2021-09-13",502,502.470001,493.26001,498.959991,1492700,484.855896
"2021-09-14",502,505.420013,498.359985,501.869995,1413400,487.683655
"2021-09-15",502.119995,510.700012,499.420013,509.73999,2334600,495.331177
"2021-09-16",505.200012,509.149994,500.209991,507.350006,1756900,493.008789
"2021-09-17",503.970001,507.619995,501,506,3447000,491.696899
"2021-09-20",499,503,488.440002,494.820007,3010500,480.832916
"2021-09-21",493.48999,493.75,487,490.98999,1693500,480.607758
"2021-09-22",494.25,503,492.220001,500.589996,2061000,490.004791
"2021-09-23",502.51001,507.290009,500.589996,504.299988,1837000,493.636322
"2021-09-24",502.269989,505.5,500.829987,504.920013,1060500,494.243256
"2021-09-27",499.779999,505.820007,497.380005,504.850006,983100,494.174713
"2021-09-28",497,501.450012,490.540009,491.019989,2012400,480.637115
"2021-09-29",493.630005,494.269989,487.649994,489.480011,1578300,479.12973
"2021-09-30",494.519989,494.519989,484.480011,484.929993,1573500,474.675903
"2021-10-01",487.850006,488.660004,477.5,487.350006,1605200,477.044739
"2021-10-04",484.929993,486.559998,472.779999,475.950012,2009300,465.885834
"2021-10-05",475.940002,489.790009,475.329987,485.420013,1655700,475.155579
"2021-10-06",483.130005,489.350006,479.700012,488.779999,1204200,478.444489
"2021-10-07",492.630005,499.899994,492.630005,493.920013,1326100,483.47583
"2021-10-08",496.820007,498,491.279999,492.850006,1027900,482.428497
"2021-10-11",491.23999,499.589996,490.850006,492.339996,1118600,481.92923
"2021-10-12",495.839996,496.700012,482.019989,485.279999,2099100,475.018494
"2021-10-13",481.170013,485.380005,479.549988,485.01001,1642400,474.754242
"2021-10-14",491.859985,499.149994,490.820007,497.600006,1923300,487.078003
"2021-10-15",504.399994,505.859985,501.079987,503.25,2510300,492.608521
"2021-10-18",500.390015,503.980011,498.660004,503.359985,1604200,492.716217
"2021-10-19",504.320007,510.869995,501.769989,510.390015,1638300,499.597565
"2021-10-20",511,513.429993,508.440002,509.390015,1345800,498.618744
"2021-10-21",509.420013,514.789978,508.600006,514.150024,1178700,503.278076
"2021-10-22",514.73999,521.380005,513.02002,515.409973,1536700,504.511353
"2021-10-25",517.48999,524.5,515.179993,522.070007,1241600,511.030579
"2021-10-26",525.22998,534.98999,524,533.869995,2404300,522.581055
"2021-10-27",531.820007,536.070007,521.859985,523.109985,2350000,512.048523
"2021-10-28",524.140015,529.950012,523.429993,529.570007,1187200,518.37207
"2021-10-29",523.5,532.150024,523.5,531.669983,1556400,520.427551
"2021-11-01",530.340027,532.580017,524.929993,528.049988,1689600,516.884094
"2021-11-02",527.450012,540.820007,526.679993,537.070007,1626200,525.71344
"2021-11-03",539.049988,543.789978,533.77002,542.369995,1403800,530.901306
"2021-11-04",543.799988,549.070007,540.919983,548.619995,1595600,537.019226
"2021-11-05",550,559.669983,549.809998,558.919983,1867400,547.101379
"2021-11-08",561.969971,563.890015,558.099976,558.950012,1723100,547.130737
"2021-11-09",559.190002,561.900024,555.140015,557.799988,1583800,546.005066
"2021-11-10",554.299988,560.900024,548.049988,548.77002,1845000,537.166016
"2021-11-11",552.690002,557.119995,548.809998,555.400024,1415700,543.655823
"2021-11-12",558.409973,565.840027,554.590027,563.219971,1359200,551.310364
"2021-11-15",567.690002,567.690002,559.830017,565.77002,1397200,553.80658
"2021-11-16",564.090027,569.530029,562.73999,568.77002,1319400,556.743042
"2021-11-17",568.140015,571.359985,564.099976,569.640015,1253200,557.594727
"2021-11-18",571.099976,576.72998,569.640015,574.809998,1271200,562.655334
"2021-11-19",576.280029,577.210022,565.929993,568.719971,1961200,556.694153
"2021-11-22",571.679993,572.039978,552.47998,553.280029,2589800,541.580688
"2021-11-23",552.419983,555.859985,548.530029,555.119995,1710900,543.381775
"2021-11-24",553.22998,559.080017,547.390015,558.72998,1208400,546.915344
"2021-11-26",551.77002,557.299988,543.320007,546.590027,1421900,535.032104
"2021-11-29",556.200012,567.549988,553.679993,564.340027,1870300,552.406799
"2021-11-30",563.27002,564.98999,552,553.679993,2257400,541.972168
"2021-12-01",563.47998,568.47998,553.330017,554.76001,2198000,543.029358
"2021-12-02",546.070007,559.109985,544,552.450012,2261900,540.768188
"2021-12-03",564.940002,569,550.400024,558.119995,2030500,546.318237
"2021-12-06",564.650024,568.369995,555.950012,564.97998,2248200,553.033203
"2021-12-07",572,593.070007,572,590.400024,2956200,577.915771
"2021-12-08",590.940002,590.940002,582.429993,588.559998,1799800,576.114563
"2021-12-09",582.450012,590.23999,582.450012,583.419983,2908000,571.083313
"2021-12-10",623.97998,644.75,618.590027,631.679993,5708700,618.322815
"2021-12-13",634,634.419983,621.22998,621.659973,2689800,608.514648
"2021-12-14",617.840027,618.619995,605.640015,614.909973,3595600,601.907349
"2021-12-15",615.570007,640.859985,610.340027,639.859985,2909200,626.329895
"2021-12-16",637.359985,640.659973,611.5,620.679993,4274800,607.55542
"2021-12-17",617.530029,639.98999,615.099976,634.960022,5066100,621.533447
"2021-12-20",626.299988,646.090027,625.090027,645.030029,3277000,631.390564
"2021-12-21",648.099976,649.469971,633.299988,646.23999,3653400,636.62146
"2021-12-22",643.320007,657.159973,639.26001,655.200012,2838300,645.44812
"2021-12-23",656.130005,670.72998,656.130005,664.799988,2359600,654.905273
"2021-12-27",664.799988,676.299988,664.460022,674.280029,1944200,664.244202
"2021-12-28",677.549988,677.76001,667.030029,669,1724700,659.042725
"2021-12-29",669.799988,677,669.119995,672.609985,1479700,662.598999
"2021-12-30",673.099976,675.700012,663.840027,665.080017,1147300,655.181091
"2021-12-31",666.969971,671.309998,663.27002,665.409973,1204600,655.506165
"2022-01-03",666.320007,671.700012,661.219971,663.320007,2259100,653.447266
"2022-01-04",662.880005,672.190002,657.22998,670.919983,2110300,660.934143
"2022-01-05",671.210022,671.210022,642.01001,643,3496100,633.429749
"2022-01-06",640.159973,648.650024,634.429993,637.030029,2858100,627.548645
"2022-01-07",635.849976,639.909973,618.460022,619.150024,2783200,609.934753
