"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"2020-09-11",116.051628,117.304016,115.420647,116.118546,3711313,106.388283
"2020-09-14",116.978966,117.954109,116.405357,116.72084,3809009,106.940109
"2020-09-15",117.418739,117.973228,116.864243,117.05545,3049299,107.246689
"2020-09-16",117.313576,120.286804,117.313576,118.757172,3962666,108.805801
"2020-09-17",117.227531,120.028679,116.606117,119.426384,3317180,109.418945
"2020-09-18",118.79541,119.426384,117.25621,117.361374,5639614,107.526978
"2020-09-21",115.181641,115.391968,113.365204,114.961761,5555724,105.328445
"2020-09-22",115.038239,116.108986,114.273422,115.210327,3093859,105.556175
"2020-09-23",115.487572,116.242828,113.221794,113.60421,4120612,104.084641
"2020-09-24",112.906311,114.263863,111.357552,112.896751,3709325,103.43647
"2020-09-25",112.428299,114.158699,111.797325,113.718925,3089570,104.189751
"2020-09-28",115.267685,116.950287,115.114723,116.376671,3670623,106.624786
"2020-09-29",116.070747,116.816444,114.923515,115.621414,2203504,105.932816
"2020-09-30",116.042068,117.504784,115.487572,116.319313,3411111,106.572227
"2020-10-01",116.978966,117.877632,115.066925,115.764816,3359438,106.064201
"2020-10-02",113.80497,116.39579,113.594643,115.267685,3059759,105.608727
"2020-10-05",116.481834,117.351814,115.726578,116.644356,3190823,106.870033
"2020-10-06",117.189293,119.340347,116.242828,116.606117,4050426,106.834999
"2020-10-07",117.275337,118.919693,116.940727,118.61377,2944908,108.674423
"2020-10-08",125.105164,129.541107,124.063095,125.707458,26452189,115.173691
"2020-10-09",126.19503,126.19503,121.988525,122.170174,8737970,111.932808
"2020-10-12",122.437859,122.60994,120.879539,121.615677,4848315,111.424789
"2020-10-13",121.003822,121.558319,118.986618,119.598473,5654781,109.576614
"2020-10-14",119.627151,121.357552,119.627151,120.401527,3899593,110.312363
"2020-10-15",118.623329,119.713196,118.403442,119.397705,3541024,109.392662
"2020-10-16",119.66539,120.86998,119.177818,120.391968,4927078,110.303619
"2020-10-19",121.223709,121.749519,119.579353,120,7822720,109.944496
"2020-10-20",114.531548,114.866158,111.701721,112.208412,22490151,102.805817
"2020-10-21",111.52964,112.514343,109.741875,110,10204044,100.782448
"2020-10-22",109.942642,110.956024,108.011475,110.669212,8217167,101.395576
"2020-10-23",111.376671,111.491394,110.449333,110.898659,4072496,101.605812
"2020-10-26",109.416824,109.847038,106.921608,107.284897,7534756,98.294861
"2020-10-27",107.217972,107.284897,105.191208,105.697899,6209161,96.840851
"2020-10-28",103.881454,104.904396,101.261948,101.959846,9860956,93.416023
"2020-10-29",102.533463,104.818359,101.864243,104.120461,7071169,95.395599
"2020-10-30",103.154877,106.883362,103.011475,106.749519,8285889,97.804352
"2020-11-02",107.695984,108.824089,107.313576,107.94455,5555829,98.899239
"2020-11-03",108.986618,110.564056,108.632889,109.13958,4397698,99.994133
"2020-11-04",107.39006,108.900574,106.271507,106.978966,6066905,98.014565
"2020-11-05",108.317398,110.219887,108.040154,109.722755,5127701,100.528435
"2020-11-06",110.019119,110.038239,108.403442,109.024857,5490663,99.889023
"2020-11-09",112.695984,114.47419,110.200768,110.449333,9405841,102.661507
"2020-11-10",111.558319,112.973228,111.137665,112.724663,5881449,104.776398
"2020-11-11",112.92543,113.145317,111.108986,112.045891,4486922,104.145477
"2020-11-12",110.54493,111.252388,108.489487,109.46463,6797117,101.746223
"2020-11-13",110.124283,112.208412,109.952202,111.711281,4898000,103.834465
"2020-11-16",113.097511,113.336517,111.969406,113.154877,5536896,105.17627
"2020-11-17",112.428299,113.326958,111.921608,112.523903,4324687,104.589798
"2020-11-18",112.543022,113.652008,111.615677,111.634796,4818713,103.763374
"2020-11-19",111.414917,112.284897,110.793503,112.026772,3597822,104.127708
"2020-11-20",112.428299,112.848946,111.558319,111.797325,5255418,103.914444
"2020-11-23",112.265778,115.219887,112.112808,114.808792,5910318,106.713577
"2020-11-24",115.54493,119.244743,115.497131,118.948372,8109115,110.561272
"2020-11-25",117.523903,118.862335,116.73996,118.738052,4326151,110.365776
"2020-11-27",118.738052,119.799232,118.4608,118.881454,2187395,110.499062
"2020-11-30",118.642448,119.502869,117.676865,118.087952,6263448,109.761505
"2020-12-01",118.451241,120.296364,117.667305,117.74379,5553319,109.44162
"2020-12-02",117.447418,119.158699,117.026772,119.13958,3860472,110.738991
"2020-12-03",118.699806,119.369026,117.868073,118.173996,4757417,109.841492
"2020-12-04",118.518166,121.778206,118.202675,121.606117,5776849,113.031616
"2020-12-07",120.927345,121.38623,119.091782,119.216064,8701151,110.810089
"2020-12-08",119.808792,120.774376,119.158699,120.181641,5643170,111.707573
"2020-12-09",120.267685,122.07457,120.172081,121.214149,6813121,112.667282
"2020-12-10",120.793503,121.347992,119.445503,119.46463,5024147,111.041115
"2020-12-11",118.623329,119.99044,118.173996,118.80497,4687544,110.427971
"2020-12-14",119.808792,120.688339,118.040154,118.097511,5282300,109.770401
"2020-12-15",118.919693,120.391968,118.011475,120.391968,4556585,111.903076
"2020-12-16",120.391968,121.003822,119.780113,120.028679,4738485,111.565399
"2020-12-17",120.53537,120.54493,119.416824,120.028679,3962248,111.565399
"2020-12-18",120.066925,120.841301,119.47419,120.315491,7900229,111.831993
"2020-12-21",118.518166,118.718925,116.367111,117.963669,6397022,109.645996
"2020-12-22",117.887192,118.757172,117.026772,118.173996,4535561,109.841492
"2020-12-23",118.432121,119.703636,118.298279,118.451241,2817819,110.099182
"2020-12-24",119.502869,119.598473,118.747612,119.206497,1842111,110.801193
"2020-12-28",119.598473,121.032501,118.986618,119.330788,3781499,110.916718
"2020-12-29",119.837479,119.961761,117.820267,118.355644,3647402,110.010323
"2020-12-30",118.355644,119.359467,118.193115,118.871895,3535794,110.490181
"2020-12-31",118.757172,120.487572,118.537285,120.34417,3738822,111.858643
"2021-01-04",120.315491,120.382408,117.629066,118.489487,5417443,110.134743
"2021-01-05",119.512428,121.108986,119.13002,120.592735,6395872,112.089691
"2021-01-06",121.319313,126.080307,121.147224,123.60421,8322708,114.888824
"2021-01-07",124.32122,124.722755,122.619499,123.317398,4714740,114.622231
"2021-01-08",122.915871,123.632889,121.39579,122.877632,4891305,114.213478
"2021-01-11",122.323135,123.977058,122.045891,122.92543,5859587,114.257904
"2021-01-12",123.413002,124.13958,122.313576,123.527725,3921663,114.817726
"2021-01-13",123.47036,124.043976,120.898659,121.338432,8030874,112.782806
"2021-01-14",122.39006,124.435944,121.940727,123.298279,7848347,114.604462
"2021-01-15",122.638626,123.556404,122.05545,122.74379,5131153,114.089066
"2021-01-19",123.594643,123.891014,122.456978,123.346077,5646308,114.648888
"2021-01-20",123.996178,125.296364,122.906311,124.359467,5856240,115.59082
"2021-01-21",124.397705,126.424477,124.330788,125.86042,13116003,116.985947
"2021-01-22",115.391968,115.391968,112.198853,113.393883,39814421,105.398422
"2021-01-25",113.537285,114.282982,112.284897,113.365204,14315974,105.371773
"2021-01-26",113.938812,117.198853,113.212234,117.103249,11186656,108.846245
"2021-01-27",116.711281,119.302101,116.271507,117.084129,12705239,108.828476
"2021-01-28",117.39962,117.782028,114.789673,114.799232,8455969,106.704689
"2021-01-29",114.933075,115.965584,113.671127,113.871895,12369473,105.842735
"2021-02-01",114.627151,115.630974,113.508606,115.239006,6538023,107.113449
"2021-02-02",114.110901,115.67878,114.034416,114.187378,6633627,106.135963
"2021-02-03",113.80497,114.531548,112.92543,113.881454,7024308,105.851608
"2021-02-04",114.636711,115.774376,113.642448,115.697899,4771957,107.539993
"2021-02-05",115.67878,116.453156,115.219887,116.434036,4775722,108.224213
"2021-02-08",117.227531,118.527725,117.017204,118.173996,6158848,109.841492
"2021-02-09",116.5392,117.208412,115.726578,116.7304,4933982,109.949547
"2021-02-10",117.619499,117.982796,115.879539,116.864243,5090673,110.075615
"2021-02-11",116.634796,116.835564,115.32505,115.592735,5629154,108.877968
"2021-02-12",115.67878,116.022942,114.808792,115.487572,4049275,108.778915
"2021-02-16",114.866158,115.296364,114.110901,114.789673,6945231,108.121559
"2021-02-17",114.024857,115.258125,113.785851,114.694077,4141219,108.031517
"2021-02-18",115.200768,115.621414,114.435944,115.420647,5646413,108.715881
"2021-02-19",115.439774,115.449333,113.173996,113.757172,6881320,107.149033
"2021-02-22",113.288719,115.803062,113.231361,115.54493,6149643,108.832947
"2021-02-23",115.602295,116.013382,114.531548,115.401527,4739740,108.697876
"2021-02-24",115.487572,118.059273,115.219887,117.791588,6087720,110.949089
"2021-02-25",117.94455,118.881454,116.959846,117.084129,5953623,110.28273
"2021-02-26",116.873802,116.873802,113.652008,113.699806,9467346,107.095001
"2021-03-01",115.057358,116.940727,114.588913,115.430206,5977367,108.724884
"2021-03-02",115.430206,116.5392,114.971321,115.038239,4732418,108.35569
"2021-03-03",115.200768,117.237091,114.703636,116.978966,7744898,110.18367
"2021-03-04",116.634796,117.801147,113.537285,114.827919,8439651,108.157585
"2021-03-05",115.33461,118.307838,114.961761,117.428299,7268968,110.606903
"2021-03-08",117.581261,121.271507,117.476097,119.32122,7572203,112.38987
"2021-03-09",119.885277,120.86998,118.699806,118.718925,5867014,111.822563
"2021-03-10",119.550667,122.60038,119.13002,122.246651,7581199,115.145355
"2021-03-11",122.456978,122.982796,121.20459,121.548759,5383657,114.488007
"2021-03-12",121.596558,122.06501,121.042068,121.998085,4194565,114.91124
"2021-03-15",122.151054,123.087952,121.931168,122.92543,3577948,115.784714
"2021-03-16",122.638626,122.868073,121.73996,122.60038,4867247,115.478546
"2021-03-17",122.810707,123.79541,121.883362,123.355644,4488804,116.189926
"2021-03-18",123.2696,125.239006,122.170174,124.340347,6104142,117.117439
"2021-03-19",124.302101,124.703636,122.877632,123.231361,10297870,116.072868
"2021-03-22",122.848946,124.971321,122.265778,124.808792,4356485,117.558662
"2021-03-23",124.703636,125.774376,124.091782,124.722755,4556794,117.477631
"2021-03-24",125.191208,126.300194,124.827919,124.875717,4189230,117.621704
"2021-03-25",124.598473,127.380501,124.063095,127.217972,5809484,119.827904
"2021-03-26",127.428299,130.478012,127.265778,130.382416,5823710,122.808525
"2021-03-29",130,131.042068,129.550674,129.885284,4835344,122.340263
"2021-03-30",129.885284,130.277252,128.12619,128.79541,5010758,121.313705
"2021-03-31",128.623322,128.785858,126.873802,127.39962,5172575,119.999001
"2021-04-01",127.877632,128.040146,126.453156,127.370934,4261404,119.971977
"2021-04-05",127.762909,130.678772,127.533463,129.952194,5722980,122.403297
"2021-04-06",129.617584,129.674957,128.193115,128.317398,3787566,120.863457
"2021-04-07",127.954109,129.005737,127.896751,128.99617,3112896,121.5028
"2021-04-08",128.652008,129.66539,128.26004,129.177826,4275211,121.673912
"2021-04-09",128.938812,129.770554,128.785858,129.761002,3162999,122.223206
"2021-04-12",129.082214,129.416824,127.963669,128.671127,3926684,121.19664
"2021-04-13",127.151054,127.74379,124.646271,125.411087,8403041,118.125977
"2021-04-14",125.53537,126.940727,124.780113,126.797325,6137928,119.431686
"2021-04-15",127.418739,127.982796,126.405357,126.749519,4062664,119.386665
"2021-04-16",127.151054,128.202682,127.103249,127.715103,5535223,120.296143
"2021-04-19",127.724663,127.93499,126.749519,127.265778,8575736,119.872925
"2021-04-20",131.042068,133.623322,130.688339,132.084137,16192708,124.4114
"2021-04-21",131.988525,137.40918,131.653915,137.237091,12456814,129.264999
"2021-04-22",137.380493,138.374756,134.79924,135.066925,7428064,127.220909
"2021-04-23",135.095596,137.294449,134.751434,136.166351,4765576,128.256485
"2021-04-26",136.156784,137.313583,135.258133,135.344162,4927497,127.48204
"2021-04-27",135.458893,136.290634,134.560226,135.764816,4062664,127.878273
"2021-04-28",136.634796,137.093689,135.850861,136.711288,3941433,128.76976
"2021-04-29",137.79158,142.198853,136.692154,137.896744,4554179,129.886353
"2021-04-30",137.380493,137.504776,134.369019,135.640533,9280321,127.7612
"2021-05-03",137.485657,139.340347,137.237091,138.384323,5997241,130.345612
"2021-05-04",138.05928,140.143402,137.982788,139.340347,6642623,131.246078
"2021-05-05",139.521988,139.521988,138.59465,138.833649,5229895,130.768829
"2021-05-06",138.871887,141.978973,138.79541,141.892929,7848661,133.650406
"2021-05-07",139.502869,139.713196,138.212234,139.063095,7325661,132.448471
"2021-05-10",139.388138,141.854691,139.388138,139.741867,7304636,133.094955
"2021-05-11",138.61377,138.804977,136.615677,137.877625,7454214,131.319382
"2021-05-12",137.514343,137.810699,134.933075,135.086044,6233742,128.660568
"2021-05-13",135.229446,138.527725,135.066925,137.829834,4807207,131.273865
"2021-05-14",138.728485,139.28299,137.629059,138.317398,2873780,131.738251
"2021-05-17",138.087952,139.388138,137.982788,138.728485,4471755,132.129776
"2021-05-18",138.412994,138.910141,136.931168,137.581268,4000009,131.037125
"2021-05-19",136.061188,136.902481,134.722748,136.892929,4498532,130.381516
"2021-05-20",136.826004,138.537292,135.908218,137.552582,4301675,131.009796
"2021-05-21",137.934998,139.292542,137.934998,138.374756,4219041,131.792862
"2021-05-24",138.680695,138.99617,137.839386,138.355637,3449290,131.774658
"2021-05-25",138.546844,138.623322,136.902481,137.466537,4118311,130.927841
"2021-05-26",137.189301,137.657745,136.749527,137.07457,3225655,130.554535
"2021-05-27",137.495224,138.403442,137.313583,137.495224,5889294,130.955185
"2021-05-28",137.868073,137.982788,137.179733,137.418732,2651192,130.882324
"2021-06-01",138.623322,139.416824,137.428299,137.848953,2528705,131.292068
"2021-06-02",138.26004,139.340347,137.772461,139.311661,2915097,132.685211
"2021-06-03",138.537292,139.46463,137.705551,139.149139,4320608,132.530426
"2021-06-04",139.579346,141.061188,139.349899,140.936905,3261323,134.233139
"2021-06-07",141.061188,142.198853,140.697891,141.510513,3621984,134.779465
"2021-06-08",141.606125,143.59465,141.606125,142.514343,5313785,135.73555
"2021-06-09",142.476105,144.426392,142.27533,144.043976,5547252,137.192429
"2021-06-10",144.808792,146.118546,143.173996,143.919693,4977391,137.074036
"2021-06-11",143.814529,145.172089,143.757172,144.627151,3596462,137.747864
"2021-06-14",144.082214,144.388138,142.122375,143.432129,3498661,136.609695
"2021-06-15",143.26004,143.317398,142.065002,142.79158,2628912,135.999603
"2021-06-16",143.173996,143.173996,140.745697,141.328873,4057329,134.606461
"2021-06-17",141.061188,141.548752,138.891006,139.196945,4568300,132.575943
"2021-06-18",138.12619,138.317398,136.749527,136.826004,9577699,130.31778
"2021-06-21",137.772461,140.602295,137.72467,140.20076,4482633,133.532013
"2021-06-22",140.076477,140.353729,138.957932,139.923523,2549102,133.267975
"2021-06-23",139.990433,140.057358,138.212234,138.250473,3349920,131.6745
"2021-06-24",139.388138,139.761002,138.326965,139.043976,3775746,132.430267
"2021-06-25",138.986618,140.468445,138.575531,140.382416,3759533,133.705048
"2021-06-28",140.544937,140.822174,138.537292,138.900574,4067789,132.293686
"2021-06-29",138.871887,140.286804,138.718933,139.149139,2540211,132.530426
"2021-06-30",138.747604,140.468445,138.346085,140.143402,3394375,133.477386
"2021-07-01",140.497131,141.013382,140.124283,140.382416,2809661,133.705048
"2021-07-02",140.449326,140.487579,133.326965,133.862335,17584515,127.495079
"2021-07-06",133.833649,134.244736,131.07074,132.676865,8466010,126.365997
"2021-07-07",132.657745,134.158707,132.657745,133.671127,4246446,127.312973
"2021-07-08",131.72084,135.095596,131.606125,134.550674,5739820,128.150681
"2021-07-09",135.229446,135.736145,134.646271,135.296371,4083689,128.860901
"2021-07-12",135.210327,135.71701,133.957932,134.722748,3496360,128.314575
"2021-07-13",134.722748,134.722748,133.489487,134.110901,3309858,127.731834
"2021-07-14",134.531555,134.560226,132.820267,133.671127,4606061,127.312973
"2021-07-15",133.193115,134.28299,132.695984,134.273422,3807126,127.886612
"2021-07-16",134.79924,134.79924,132.495224,132.79158,4298328,126.475258
"2021-07-19",130.449326,132.399612,130.219879,131.854691,8977086,125.582932
"2021-07-20",136.711288,138.546844,132.600388,133.814529,14237838,127.449547
"2021-07-21",133.814529,135.172089,133.508606,135.086044,5024984,128.660568
"2021-07-22",135.430206,135.573608,134.235184,134.521988,3466653,128.123352
"2021-07-23",134.761002,135.468445,134.158707,135.124283,4680013,128.696991
"2021-07-26",135.172089,136.711288,134.923523,136.491394,4441630,129.999084
"2021-07-27",136.261948,137.323135,135.372849,136.472275,3281302,129.980881
"2021-07-28",136.72084,136.806885,135.411087,135.53537,2660815,129.088547
"2021-07-29",136.07074,136.673035,135.372849,135.688339,2793761,129.234222
"2021-07-30",135.296371,135.611862,134.598465,134.761002,3698238,128.351013
"2021-08-02",135.229446,136.768646,134.827911,135.20076,3064257,128.769852
"2021-08-03",135.659653,138.336517,135.420654,137.734222,4272596,131.1828
"2021-08-04",137.476105,137.839386,136.20459,136.481842,2960285,129.989975
"2021-08-05",136.73996,137.103256,135.965576,136.491394,2884240,129.999084
"2021-08-06",136.711288,138.040146,136.606125,137.753342,4002833,131.201019
"2021-08-09",135.946457,136.233276,134.770554,135.038239,5129689,130.095779
"2021-08-10",135,135.573608,134.168259,135.162521,5543695,130.215515
"2021-08-11",135.544937,136.491394,135.277252,135.879547,4455960,130.906281
"2021-08-12",136.00383,136.854691,135.831741,136.778198,2184780,131.772049
"2021-08-13",136.367111,137.265778,136.175903,136.883362,1997965,131.873367
"2021-08-16",136.931168,137.418732,135.975143,137.27533,2913319,132.250992
"2021-08-17",136.711288,136.864243,134.885284,136.156784,3215195,131.173386
"2021-08-18",135.439774,135.678772,133.26004,133.336517,3672192,128.456345
"2021-08-19",132.59082,133.317398,131.175903,131.950287,4351465,127.12085
"2021-08-20",131.682602,133.250473,131.233276,132.992355,2780059,128.124771
"2021-08-23",133.479919,133.986618,132.695984,133.479919,3179422,128.594498
"2021-08-24",133.632889,134.063095,133.193115,133.690247,2474418,128.797119
"2021-08-25",133.766724,134.608032,133.326965,133.709366,2105389,128.815552
"2021-08-26",133.814529,134.608032,132.60994,132.676865,2613640,127.820824
"2021-08-27",132.60994,133.451248,132.313583,133.27916,2572637,128.401077
"2021-08-30",133.365204,133.728485,132.715103,132.858505,2087293,127.995827
"2021-08-31",133.403442,134.741867,132.839386,134.168259,4429915,129.257629
"2021-09-01",133.824097,133.910141,133.068832,133.173996,2588327,128.299774
"2021-09-02",133.575531,133.891006,132.915863,133.852768,2840413,128.95369
"2021-09-03",133.537292,134.292542,133.173996,133.441681,2009575,128.557648
"2021-09-07",133.508606,133.642441,131.701721,131.988525,3436110,127.157677
"2021-09-08",132.065002,132.973236,131.548752,132.571701,3122728,127.719498
"2021-09-09",131.787766,132.848953,131.510513,131.682602,3669682,126.862968
"2021-09-10",132.715103,133.240921,130.975143,130.994263,4157955,126.199806
"2021-09-13",132.313583,132.877625,131.462708,132.07457,4334729,127.24057
"2021-09-14",132.313583,132.476105,129.388138,130.229446,4659198,125.462982
"2021-09-15",130.229446,131.73996,129.703629,131.166351,3403579,126.365608
"2021-09-16",131.242828,131.883362,129.741867,130.430206,2765624,125.656403
"2021-09-17",129.780121,129.942642,129.110901,129.28299,5890340,124.55117
"2021-09-20",128.011475,129.235184,126.940727,128.403442,4990152,123.703819
"2021-09-21",129.168259,129.684509,127.093689,127.122368,4261927,122.469635
"2021-09-22",127.839386,129.416824,127.60038,128.709366,3767901,123.998543
"2021-09-23",129.302109,131.376678,129.091782,130.71701,3151807,125.932709
"2021-09-24",131.00383,132.39006,130.736145,131.443588,3100762,126.632683
"2021-09-27",131.892929,132.954117,131.434036,132.466537,3459017,127.61821
"2021-09-28",133.049713,133.546844,131.175903,131.424469,4513072,126.614273
"2021-09-29",131.673035,133.776291,130.439774,133.05928,3947499,128.18924
"2021-09-30",133.843216,134.388138,132.40918,132.820267,6090230,127.959
"2021-10-01",134.79924,137.638626,134.196945,137.017212,6907889,132.002319
"2021-10-04",136.462708,139.579346,136.089859,137.772461,7689251,132.729935
"2021-10-05",138.384323,138.623322,136.367111,136.854691,7297524,131.845749
"2021-10-06",136.214142,137.065002,134.694077,136.099426,5573506,131.118134
"2021-10-07",136.453156,137.093689,135.305923,135.573608,3999695,130.611557
"2021-10-08",135.573608,137.332703,134.847031,136.9216,3902940,131.910187
"2021-10-11",137.189301,137.74379,136.137665,136.166351,2921792,131.182617
"2021-10-12",135.956024,136.042068,134.13002,134.292542,3293436,129.377365
"2021-10-13",134.340347,135.191208,133.518158,134.569794,3013003,129.644485
"2021-10-14",134.837479,137.59082,134.808792,137.084137,4410668,132.066788
"2021-10-15",137.084137,138.479919,136.510513,138.250473,3371049,133.190445
"2021-10-18",137.667297,138.565964,135.525818,136.061188,6437189,131.081284
"2021-10-19",134.875717,136.653915,134.340347,135.736145,4539117,130.768143
"2021-10-20",135.449326,135.946457,134.512421,135.659653,6474008,130.694458
"2021-10-21",127.638626,127.839386,122.466537,122.686424,32913959,118.196037
"2021-10-22",122.418739,124.521988,121.042068,122.25621,12114981,117.781578
"2021-10-25",121.921608,122.992355,121.357552,122.026772,6667204,117.560532
"2021-10-26",121.912048,122.657745,121.185471,121.5392,8912861,117.090813
"2021-10-27",121.835564,122.25621,119.512428,119.66539,7294176,115.285576
"2021-10-28",119.66539,120.755257,119.13958,120.305923,6802138,115.902672
"2021-10-29",119.913956,120.764816,119.416824,119.598473,6188973,115.221115
"2021-11-01",119.550667,120.755257,118.393883,120.726578,6177153,116.30793
"2021-11-02",120.745697,121.577438,119.416824,120.630974,4722062,116.215828
"2021-11-03",120.67878,121.692162,120.152962,121.5392,5670784,117.090813
"2021-11-04",123.050003,123.339996,119.900002,120.849998,7208700,116.426834
"2021-11-05",121.43,123.769997,121.43,123.610001,6790500,119.085823
"2021-11-08",123.989998,124.779999,123.529999,124.540001,5625300,119.981781
"2021-11-09",122.559998,122.900002,120.260002,120.849998,7236600,117.980453
"2021-11-10",121,122.43,119.93,120.220001,6270300,117.365417
"2021-11-11",120.900002,121.790001,120.080002,120.269997,4643300,117.414223
"2021-11-12",120,120.639999,118.779999,118.959999,5418300,116.13533
"2021-11-15",119.540001,120.160004,118.309998,118.870003,5046300,116.04747
"2021-11-16",118.919998,119.900002,118.419998,118.459999,4750800,115.647202
"2021-11-17",118.379997,119.330002,117.779999,118.059998,4043300,115.256699
"2021-11-18",118.360001,118.360001,116.309998,116.660004,5046900,113.889946
"2021-11-19",116.489998,116.559998,115.269997,116.050003,5380200,113.294426
"2021-11-22",116,118.809998,115.190002,116.470001,6416200,113.704453
"2021-11-23",116.790001,117.940002,116.040001,116.790001,4912800,114.016861
"2021-11-24",116.160004,117.269997,116.080002,116.730003,3220800,113.95829
"2021-11-26",115,116.339996,114.559998,115.809998,3322000,113.060127
"2021-11-29",118.620003,119.610001,117.529999,118.5,8949800,115.686249
"2021-11-30",117.5,119.239998,116.449997,117.099998,9252700,114.319496
"2021-12-01",118.25,118.93,116.849998,116.919998,5958300,114.143768
"2021-12-02",117.370003,117.980003,116.559998,116.900002,5267100,114.124245
"2021-12-03",117.360001,119.360001,117.360001,118.839996,6630100,116.018181
"2021-12-06",119.400002,121.150002,119.400002,119.910004,4785600,117.062782
"2021-12-07",120.480003,122.080002,120.07,121.580002,5194000,118.693123
"2021-12-08",122,123.379997,121.519997,123.019997,5483900,120.098923
"2021-12-09",122.150002,123.949997,121.790001,123.57,4601100,120.635872
"2021-12-10",124.300003,125.330002,123.360001,124.089996,4966900,121.143517
"2021-12-13",123.760002,124.360001,120.790001,122.580002,6847500,119.669373
"2021-12-14",122.349998,125.029999,122.300003,123.760002,5716100,120.821365
"2021-12-15",123.800003,124.82,122.18,123.110001,4990000,120.186798
"2021-12-16",123.510002,126.639999,123.480003,125.93,7280500,122.939827
"2021-12-17",125.870003,128.639999,125.209999,127.400002,10379000,124.374931
"2021-12-20",125.720001,127.199997,124.699997,127.059998,4941400,124.042992
"2021-12-21",127.660004,129.339996,127.660004,128.970001,4856000,125.907654
"2021-12-22",129.059998,129.789993,127.599998,129.75,3923200,126.669121
"2021-12-23",130,130.960007,129.520004,130.630005,3649000,127.528236
"2021-12-27",130.630005,131.649994,129.949997,131.619995,4293900,128.49472
"2021-12-28",131.600006,133.220001,131.589996,132.630005,3445200,129.480743
