"","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted"
"2021-03-11",129.5,130.462494,127.345001,129.934998,29991600,129.816833
"2021-03-12",126.482498,128.887497,125.900002,128.559998,24396400,128.443115
"2021-03-15",128.647507,132.067505,127.672501,131.912506,22198800,131.792557
"2021-03-16",133.565002,135.125,131.167496,132.912506,27212800,132.791656
"2021-03-17",130.397507,134.532501,129.895004,133.412506,24386400,133.291214
"2021-03-18",131.365005,131.839996,127.169998,127.224998,29389600,127.109314
"2021-03-19",127.5,129.214996,126.125,128.457504,29920800,128.340698
"2021-03-22",129.127502,133.945007,129.067505,131.862503,29780400,131.742599
"2021-03-23",132.542496,133.445007,130.212494,130.707504,22204800,130.588654
"2021-03-24",131.512497,131.592499,126.3675,126.43,24584000,126.315041
"2021-03-25",124.995003,127.147499,122.720001,125.352501,29514400,125.238518
"2021-03-26",125.544998,128.5625,123.735001,128.392502,36396800,128.275772
"2021-03-29",128.202499,130.625,127,129.482498,27352000,129.364761
"2021-03-30",128.419998,129.752502,127.050003,128.717499,20020400,128.600449
"2021-03-31",130.154999,134.705002,129.824997,133.482498,31477600,133.36113
"2021-04-01",135.722504,138.699997,135.112503,138.117493,30827600,137.991913
"2021-04-05",138.675003,140.139999,137.330002,139.875,25567200,139.747833
"2021-04-06",139.997498,140.542496,137.735001,138.615005,19174400,138.488983
"2021-04-07",138.807495,142.434998,137.115005,141.434998,25128400,141.306396
"2021-04-08",142.527496,144.714996,142.490005,143.169998,24441600,143.03981
"2021-04-09",142.139999,144.080002,141.75,144,19517200,143.86908
"2021-04-12",142.897507,153.524994,141.392502,152.089996,86932400,151.951706
"2021-04-13",152.315002,157,151.257507,156.794998,67621200,156.652435
"2021-04-14",156.25,157.205002,152.274994,152.770004,38550000,152.631088
"2021-04-15",156.625,162.142502,156.315002,161.372498,59848000,161.225769
"2021-04-16",160.529999,161.657501,158.652496,159.125,33520800,158.980316
"2021-04-19",155.365005,158.074997,152.330002,153.617493,40442000,153.477814
"2021-04-20",153.232498,154.970001,149.630005,151.712494,33413200,151.57457
"2021-04-21",151.1875,153.625,151.022507,153.604996,21677600,153.465332
"2021-04-22",153.75,154.384995,147.835007,148.502502,27778800,148.367462
"2021-04-23",149.342499,153.350006,149.002502,152.652496,22750000,152.513702
"2021-04-26",151.850006,154.789993,151.25,154.779999,19779600,154.639252
"2021-04-27",155.785004,156.705002,153.544998,153.817505,16457200,153.677658
"2021-04-28",153.645004,155.322495,152.154999,152.767502,20941600,152.628586
"2021-04-29",154,154.365005,150.714996,153.247498,17319600,153.108139
"2021-04-30",151.744995,153.649994,149.970001,150.095001,20191200,149.958542
"2021-05-03",151.25,152.467499,147.875,148.367493,20391200,148.23259
"2021-05-04",146.372498,146.375,140.102493,143.512497,40532400,143.382004
"2021-05-05",147.089996,148.134995,143.875,144.585007,29202400,144.453537
"2021-05-06",144.952499,145.712494,142.179993,145.229996,19338000,145.097961
"2021-05-07",148.082504,149.707504,146.717499,148.122498,22932800,147.987823
"2021-05-10",147.872498,148.059998,142.5,142.657501,26890400,142.527786
"2021-05-11",138.25,143.547501,137.5,143.0625,28558400,142.932419
"2021-05-12",140.095001,142.602493,137.092499,137.585007,30340800,137.4599
"2021-05-13",140.337494,140.807495,134.589996,136.652496,28540400,136.528259
"2021-05-14",138.899994,143.279999,137.485001,142.429993,25861600,142.300491
"2021-05-17",141.570007,141.692505,138.535004,141.654999,21698000,141.526199
"2021-05-18",142.669998,144.042496,140.039993,140.157501,18625600,140.03006
"2021-05-19",135.664993,140.794998,135.432495,140.657501,34400000,140.529602
"2021-05-20",143.024994,146.837494,142.705002,146.125,32159200,145.992142
"2021-05-21",151.637497,152.220001,148.695007,149.917496,67299200,149.781189
"2021-05-24",152.125,157.449997,151.759995,156.119995,55481600,155.978043
"2021-05-25",157.660004,158.184998,154.824997,156.477493,43540800,156.335236
"2021-05-26",157.342499,157.9375,155.862503,157,37044000,156.857254
"2021-05-27",156.997498,157.5,154.600006,154.880005,58147600,154.739182
"2021-05-28",155.009995,162.774994,155.009995,162.445007,64453600,162.297318
"2021-06-01",162.699997,163.882507,159.032501,162.645004,47280400,162.497116
"2021-06-02",162.522507,169.1875,162.354996,167.782501,59416800,167.629944
"2021-06-03",167.007507,172.589996,165.830002,169.697495,58000800,169.543198
"2021-06-04",171.125,176.610001,170.955002,175.782501,61712000,175.622681
"2021-06-07",175.712494,178.125,171.927505,176.190002,57575600,176.0298
"2021-06-08",175.272507,176.214996,172.509995,174.570007,32384800,174.411285
"2021-06-09",175.157501,175.75,172.557495,173.582504,38165600,173.464417
"2021-06-10",173.5,174.919998,171.759995,174.25,28777200,174.13147
"2021-06-11",174.794998,179.392502,174.4375,178.252502,41630800,178.131256
"2021-06-14",179.059998,180.395004,176.627502,180.1875,32137600,180.064911
"2021-06-15",179.149994,180.162506,177.279999,177.884995,24303200,177.763992
"2021-06-16",177.907501,179.547501,175.845001,178.102493,30712400,177.981339
"2021-06-17",177.744995,188.350006,177.5625,186.572495,80965600,186.445557
"2021-06-18",187.839996,193.75,185.839996,186.387497,96885600,186.260712
"2021-06-21",184.352493,185.365005,178.227493,184.272507,67238400,184.147156
"2021-06-22",184.714996,189.637497,183.860001,188.867493,58014400,188.739029
"2021-06-23",190.077499,191.527496,189.077499,190.572495,33235600,190.442856
"2021-06-24",192.277496,194.199997,190.882507,192.054993,32092400,191.924347
"2021-06-25",192.804993,193.455002,188.945007,190.309998,27836400,190.180527
"2021-06-28",193.612503,200.787506,193.190002,199.850006,49543600,199.714066
"2021-06-29",198.824997,200.987503,196.570007,200.267502,36763200,200.131256
"2021-06-30",199.992493,201.625,198.637497,200.024994,32656800,199.888916
"2021-07-01",201.25,204.559998,200.190002,202.119995,48013600,201.982498
"2021-07-02",204.402496,205.052505,202.877502,204.869995,34276400,204.730621
"2021-07-06",207.375,208.419998,203.502502,206.985001,44670800,206.844193
"2021-07-07",208.535004,208.75,203.320007,203.717499,41842800,203.578903
"2021-07-08",198.565002,201.330002,197.007507,199.027496,50330000,198.892105
"2021-07-09",199.625,200.802505,197.542496,200.502502,29662400,200.366119
"2021-07-12",202.399994,205.327499,201.877502,205.125,32198400,204.985458
"2021-07-13",204.005005,204.612503,201.139999,202.5,29070800,202.362228
"2021-07-14",203.577499,204.177505,197.527496,198.414993,38010000,198.280014
"2021-07-15",198.117493,198.470001,188.585007,189.662506,55056400,189.533493
"2021-07-16",190.304993,191.570007,180.729996,181.610001,68822400,181.486465
"2021-07-19",179.152496,190.419998,178.654999,187.797501,74906000,187.669724
"2021-07-20",187.300003,188.380005,181.639999,186.119995,43468700,185.993393
"2021-07-21",188.820007,195.270004,187.419998,194.100006,37101700,193.967972
"2021-07-22",196.419998,198.869995,192.759995,195.940002,32382600,195.806717
"2021-07-23",196.559998,197,192.5,195.580002,19567200,195.44696
"2021-07-26",193.110001,194.419998,189.139999,192.940002,20394300,192.808746
"2021-07-27",192.649994,196.220001,187.410004,192.080002,24886300,191.949341
"2021-07-28",193.190002,196.460007,189.949997,195.029999,20219100,194.897324
"2021-07-29",195.190002,198.529999,193.279999,196.619995,19078100,196.486221
"2021-07-30",194.179993,196.300003,192.630005,194.990005,18349700,194.857361
"2021-08-02",197,199.610001,193.610001,197.5,21744400,197.365631
"2021-08-03",197.399994,202.220001,192.199997,198.149994,30181100,198.015198
"2021-08-04",199.899994,203.179993,198.279999,202.740005,23130900,202.602097
"2021-08-05",205,207.330002,203.419998,206.369995,21143500,206.229599
"2021-08-06",205.240005,205.699997,202.100006,203.660004,17849700,203.521454
"2021-08-09",204.460007,205.080002,201.429993,202.949997,14644300,202.811935
"2021-08-10",203.220001,204.300003,198.350006,199.360001,17923800,199.224365
"2021-08-11",200.429993,200.490005,194.300003,196.990005,18592500,196.855988
"2021-08-12",198.699997,200.289993,196.199997,199.050003,15165200,198.914597
"2021-08-13",199.050003,202.139999,198.509995,201.880005,18306300,201.742661
"2021-08-16",201.350006,202.869995,194.529999,199.5,21087600,199.364273
"2021-08-17",196.850006,197.699997,192.669998,194.580002,20458500,194.447647
"2021-08-18",195,196.339996,190,190.399994,28591300,190.270447
"2021-08-19",194.940002,204.949997,187.619995,197.979996,76655500,197.845322
"2021-08-20",199.910004,208.649994,199.330002,208.160004,67574100,208.018402
"2021-08-23",209.710007,219.970001,209.5,219.580002,57580700,219.430618
"2021-08-24",217.529999,219.589996,215.350006,217.929993,29729900,217.781723
"2021-08-25",217.369995,224.699997,217.220001,222.130005,34770100,221.978897
"2021-08-26",222,223.399994,217.899994,220.679993,23794000,220.529861
"2021-08-27",221.839996,227.220001,221.669998,226.360001,30472200,226.206009
"2021-08-30",228.300003,230.429993,225.509995,226.880005,26258000,226.725662
"2021-08-31",226.949997,226.949997,221.199997,223.850006,25985000,223.737183
"2021-09-01",224.850006,226.970001,223.570007,224.410004,20176700,224.29689
"2021-09-02",225.179993,225.929993,222.949997,223.960007,18783400,223.847122
"2021-09-03",223.25,229.860001,222,228.429993,28053200,228.31485
"2021-09-07",228.330002,228.990005,225.220001,226.619995,19810700,226.505768
"2021-09-08",225.130005,226.100006,219.770004,223.389999,25443400,223.277405
"2021-09-09",223.119995,225.380005,221.309998,221.770004,19685600,221.658234
"2021-09-10",223.479996,226.259995,222.699997,224.779999,24837600,224.666687
"2021-09-13",226.839996,229.639999,218.580002,221.520004,29750000,221.408356
"2021-09-14",222.75,224.100006,220.860001,222.419998,19975500,222.307892
"2021-09-15",223.089996,223.669998,219.660004,223.410004,16653800,223.297394
"2021-09-16",221.830002,222.770004,219.270004,222.419998,15603300,222.307892
"2021-09-17",223,223.210007,218.300003,219,29450300,218.889618
"2021-09-20",211.460007,214.330002,206.619995,211.130005,34944000,211.02359
"2021-09-21",214.169998,214.25,209.5,212.460007,20468800,212.352905
"2021-09-22",213.660004,219.600006,211.960007,219.410004,26872600,219.299408
"2021-09-23",221.399994,225.350006,218.899994,224.820007,24855500,224.70668
"2021-09-24",220.699997,221.490005,218.610001,220.809998,21765500,220.6987
"2021-09-27",217.100006,217.990005,213.25,216.600006,24521500,216.490829
"2021-09-28",212.139999,214.190002,206.509995,206.990005,34306900,206.885666
"2021-09-29",209.399994,210.169998,204.669998,205.169998,21839400,205.066574
"2021-09-30",207.679993,210.660004,206.880005,207.160004,22100900,207.055588
"2021-10-01",207.5,208.589996,202.029999,207.419998,24097800,207.315445
"2021-10-04",205.039993,205.419998,195.550003,197.320007,34563500,197.220551
"2021-10-05",199.5,206.479996,198.539993,204.509995,27928200,204.406921
"2021-10-06",201.199997,207.199997,200.800003,207,29720200,206.89566
"2021-10-07",210.919998,213.220001,209.720001,210.75,25691900,210.643768
"2021-10-08",211.009995,212.059998,207.75,208.309998,15125800,208.205002
"2021-10-11",205.75,210.630005,205.110001,206.949997,16338800,206.845688
"2021-10-12",208.279999,210.570007,205.279999,206.710007,16213400,206.605804
"2021-10-13",209.179993,209.899994,207.130005,209.389999,18065200,209.284454
"2021-10-14",212.880005,217.550003,211.220001,217.460007,24358900,217.350388
"2021-10-15",218.100006,219.309998,216.619995,218.619995,22699400,218.509796
"2021-10-18",217.490005,222.910004,216.440002,222.220001,18949400,222.107986
"2021-10-19",222.759995,223.789993,220.369995,222.899994,16147300,222.787643
"2021-10-20",223.050003,224.330002,219.820007,221.029999,14627600,220.918594
"2021-10-21",220.970001,227.110001,220.830002,226.919998,18759000,226.805603
"2021-10-22",228.229996,231.300003,225.610001,227.259995,24938400,227.145447
"2021-10-25",229.729996,233.550003,227.699997,231.660004,23023500,231.543243
"2021-10-26",239.889999,252.589996,239.240005,247.169998,48589800,247.04541
"2021-10-27",244.740005,250.899994,242.820007,244.509995,24599000,244.386749
"2021-10-28",248.779999,249.5,245.229996,249.410004,23420400,249.284302
"2021-10-29",250.009995,257.089996,250,255.669998,29250300,255.541138
"2021-11-01",256.48999,258.940002,252.270004,258.269989,26574000,258.139801
"2021-11-02",258.220001,266.779999,258,264.01001,29411200,263.876953
"2021-11-03",266.700012,267.839996,262.350006,265.980011,23991000,265.845947
"2021-11-04",272.290009,313.649994,271.179993,298.01001,115363100,297.859772
"2021-11-05",301.869995,314,294.100006,297.519989,85126000,297.370026
"2021-11-08",301.48999,311,299.070007,308.040009,50310100,307.884735
"2021-11-09",322.820007,323.100006,299.640015,306.570007,64674600,306.415466
"2021-11-10",293.559998,308.5,287.779999,294.589996,63620600,294.441498
"2021-11-11",304.679993,305.899994,297.769989,303.899994,33217200,303.746826
"2021-11-12",300.100006,306.799988,296.299988,303.899994,41305400,303.746826
"2021-11-15",305.519989,306.440002,292.470001,300.25,38490900,300.098663
"2021-11-16",297.589996,303.899994,297.059998,302.029999,26448400,301.877747
"2021-11-17",304.179993,305.089996,288,292.609985,42850800,292.462494
"2021-11-18",323.670013,327.600006,313.209991,316.75,78171100,316.590332
"2021-11-19",322.429993,330.880005,319.049988,329.850006,53386700,329.683746
"2021-11-22",335.170013,346.470001,319,319.559998,75433500,319.398926
"2021-11-23",315.350006,323.600006,308.799988,317.459991,53216300,317.299988
"2021-11-24",314.609985,328.549988,309.279999,326.73999,43516200,326.575287
"2021-11-26",326,327.100006,313.5,315.029999,28306900,314.871185
"2021-11-29",323.660004,334.119995,320.359985,333.76001,45496400,333.591797
"2021-11-30",331.690002,333.529999,318.640015,326.76001,62206600,326.595306
"2021-12-01",332.190002,332.890015,313.799988,314.350006,48436800,314.230042
"2021-12-02",312.140015,324.779999,310.25,321.26001,47289000,321.13739
"2021-12-03",320,321.290009,301.299988,306.929993,54432500,306.812836
"2021-12-06",298.799988,302.410004,280.380005,300.369995,65893800,300.255371
"2021-12-07",309.570007,324.48999,306.51001,324.269989,59305300,324.14621
"2021-12-08",319.98999,322.899994,314.209991,318.26001,47555100,318.13855
"2021-12-09",317.339996,322.049988,304.279999,304.899994,48850700,304.7836
"2021-12-10",311.5,313.049988,298.609985,301.980011,48882500,301.864777
"2021-12-13",302.48999,302.940002,281.160004,281.609985,59834400,281.502502
"2021-12-14",276.98999,286.779999,272.5,283.369995,66703500,283.261841
"2021-12-15",284,305,278.380005,304.589996,69829700,304.473724
"2021-12-16",311.519989,311.600006,280.929993,283.869995,70736600,283.761658
"2021-12-17",279.850006,289.220001,277.600006,278.01001,71375800,277.9039
"2021-12-20",273.049988,281.440002,271.450012,277.190002,46184700,277.084198
"2021-12-21",283.73999,291.200012,274.01001,290.75,52438500,290.639008
"2021-12-22",288.910004,295.549988,284.48999,294,39518400,293.887787
"2021-12-23",297.549988,300.589996,294.309998,296.399994,34302200,296.286865
"2021-12-27",296.600006,310.869995,296.399994,309.450012,40368600,309.331909
"2021-12-28",313.119995,313.299988,300.119995,303.220001,42059100,303.104279
"2021-12-29",302.730011,305.480011,293.660004,300.01001,34313900,299.895508
"2021-12-30",298.269989,304.570007,295.399994,295.859985,30886400,295.74707
"2021-12-31",296.73999,300.299988,293.309998,294.109985,26653000,293.997742
"2022-01-03",298.149994,307.109985,297.850006,301.209991,39154700,301.095032
