"","TROW.Open","TROW.High","TROW.Low","TROW.Close","TROW.Volume","TROW.Adjusted"
"2020-09-08",131.570007,132.259995,127.459999,127.959999,1268300,119.18219
"2020-09-09",129.089996,130.059998,128,129.240005,925900,120.37439
"2020-09-10",129.110001,129.410004,125.32,125.639999,915800,117.021339
"2020-09-11",125.650002,126.800003,124.809998,125.739998,911100,117.114471
"2020-09-14",125.800003,127.779999,125.800003,127.410004,1083300,119.525436
"2020-09-15",127.760002,128.800003,126.5,126.739998,1018000,118.896889
"2020-09-16",127.25,129.160004,126.580002,128.179993,1392400,120.247765
"2020-09-17",127.989998,129.5,126.050003,127.459999,1654700,119.572334
"2020-09-18",127.010002,128.979996,127.010002,127.970001,1638500,120.050774
"2020-09-21",126.5,127.779999,122.790001,124.739998,1649900,117.020645
"2020-09-22",124.589996,126.160004,123.010002,125.480003,1408200,117.714874
"2020-09-23",126.110001,126.519997,122.730003,122.889999,1219900,115.285141
"2020-09-24",123.110001,124.540001,121.580002,123.43,1151600,115.791725
"2020-09-25",122.940002,125.879997,122.620003,125.220001,768700,117.470963
"2020-09-28",127.260002,129.080002,126.919998,128.550003,1127600,120.594887
"2020-09-29",127.629997,129.369995,126.989998,127.489998,1086300,119.600479
"2020-09-30",129.100006,130.020004,127.110001,128.220001,1598200,120.285301
"2020-10-01",128.399994,129.259995,127.449997,128.039993,1007700,120.11644
"2020-10-02",126.830002,130.080002,125.910004,129.089996,1295600,121.101463
"2020-10-05",130.339996,133.639999,130.270004,133.509995,978200,125.247925
"2020-10-06",134.149994,137.100006,132.740005,133.869995,934000,125.58567
"2020-10-07",135.039993,137.690002,135.039993,137.229996,845200,128.737717
"2020-10-08",138.839996,140.850006,137.240005,140.830002,886900,132.114975
"2020-10-09",141.089996,142.509995,140.649994,142.210007,916500,133.409546
"2020-10-12",142.600006,144.479996,142.210007,143.089996,1189800,134.235092
"2020-10-13",143.100006,145.130005,142.270004,144.179993,1193200,135.25766
"2020-10-14",145.039993,146.729996,144.509995,144.649994,1174500,135.698547
"2020-10-15",143.210007,146.970001,142.460007,146.889999,1157900,137.799942
"2020-10-16",147.399994,148.699997,146.630005,147.029999,2200900,137.93129
"2020-10-19",147.910004,148.880005,143.979996,144.270004,1490700,135.342087
"2020-10-20",145.929993,148.449997,145.929993,146.740005,1040700,137.65921
"2020-10-21",146.110001,148.169998,145.580002,145.960007,762100,136.927505
"2020-10-22",146.240005,146.699997,144.380005,146.360001,598800,137.302734
"2020-10-23",147.830002,148.169998,146.139999,148.100006,922100,138.935059
"2020-10-26",146.160004,146.610001,142.800003,145.029999,928900,136.055038
"2020-10-27",145.669998,145.679993,142.229996,142.300003,1045900,133.493988
"2020-10-28",139.580002,141.029999,136.190002,137.139999,1321800,128.653305
"2020-10-29",136.509995,136.509995,128.770004,131.440002,1986800,123.30603
"2020-10-30",129.520004,132.009995,124.940002,126.660004,1768500,118.821846
"2020-11-02",128.770004,131.339996,127.760002,128.970001,1271900,120.988899
"2020-11-03",131.360001,133.070007,130.639999,132.149994,1089800,123.972092
"2020-11-04",131.869995,137.580002,130.940002,135.809998,1257900,127.405624
"2020-11-05",138.509995,140.009995,136,137.380005,874100,128.878448
"2020-11-06",139.070007,139.070007,133.339996,133.740005,885500,125.463707
"2020-11-09",139.740005,142.210007,136.149994,137.029999,1689800,128.55011
"2020-11-10",137.080002,137.360001,133.059998,136.899994,1241000,128.428146
"2020-11-11",137.059998,140.889999,136.889999,140.460007,1457300,131.767838
"2020-11-12",139.759995,140.339996,135.990005,137.529999,811400,129.01918
"2020-11-13",138.270004,140.880005,137.919998,140.429993,649700,131.7397
"2020-11-16",142.429993,143.929993,141.029999,143.850006,842400,134.948059
"2020-11-17",142.759995,145.100006,140.539993,141.529999,933400,132.771622
"2020-11-18",141.070007,142.479996,139.660004,139.789993,718300,131.139297
"2020-11-19",136.970001,139.75,135,139.529999,734700,130.895386
"2020-11-20",139.289993,139.690002,137.330002,137.460007,729500,128.953506
"2020-11-23",139,140.580002,138.350006,139.369995,679800,130.745285
"2020-11-24",140.720001,144.080002,139.660004,143.940002,1082600,135.032516
"2020-11-25",143.110001,145.570007,142.160004,145.039993,715900,136.064407
"2020-11-27",145.169998,146.820007,144,145.630005,409000,136.617905
"2020-11-30",144.940002,145.600006,142.300003,143.410004,1142600,134.535294
"2020-12-01",146.029999,147.089996,144.389999,145.5,958800,136.495972
"2020-12-02",144.75,146.919998,144.509995,146.509995,1010600,137.443451
"2020-12-03",146.25,150.990005,145.809998,150.070007,970600,140.783142
"2020-12-04",149.309998,153.240005,149.009995,152.529999,971200,143.090927
"2020-12-07",151.279999,153.449997,150.039993,151.300003,1195600,141.937027
"2020-12-08",151.309998,154.330002,150.600006,153.169998,749300,143.691299
"2020-12-09",153.309998,154.050003,149.559998,151.570007,966600,142.190338
"2020-12-10",149.300003,151.119995,147.479996,149.339996,1142100,140.098312
"2020-12-11",147.919998,151.770004,145.740005,151.490005,1156800,142.11528
"2020-12-14",151.130005,152.979996,147.649994,147.860001,1518700,139.538895
"2020-12-15",148.899994,151.050003,147.869995,149.860001,1160100,141.426361
"2020-12-16",149.009995,151.660004,149.009995,150.429993,1096000,141.964264
"2020-12-17",150.800003,151.699997,150.009995,151.300003,934100,142.785309
"2020-12-18",151.309998,151.389999,149.009995,150.440002,1962200,141.973709
"2020-12-21",148.559998,149.160004,145.539993,148.660004,1012500,140.2939
"2020-12-22",148.660004,149.389999,146.559998,147.419998,1071000,139.123688
"2020-12-23",148.960007,149.300003,147.75,147.839996,719800,139.52002
"2020-12-24",148.869995,148.869995,147.229996,148.279999,370800,139.935272
"2020-12-28",148.910004,149.839996,147.949997,148.059998,664500,139.727646
"2020-12-29",148.979996,151.830002,147.490005,148.380005,572100,140.029648
"2020-12-30",148.899994,150.850006,148.75,149.580002,564200,141.162109
"2020-12-31",149.610001,151.539993,148.949997,151.389999,619700,142.870255
"2021-01-04",152.259995,152.529999,145.820007,147.690002,1449800,139.378479
"2021-01-05",147.570007,149.710007,147.050003,149.089996,932500,140.699661
"2021-01-06",150.5,154.059998,149.460007,151.529999,1424700,143.002365
"2021-01-07",152.580002,154.979996,152.160004,154.550003,807400,145.852432
"2021-01-08",154.949997,157.399994,152.089996,154.520004,1178200,145.824112
"2021-01-11",154.460007,158.940002,152.399994,155.380005,984600,146.635727
"2021-01-12",156.520004,159.679993,156.009995,158.309998,944700,149.400803
"2021-01-13",158.350006,158.639999,154.110001,157.199997,1198000,148.353302
"2021-01-14",157.580002,158.940002,156.289993,158.529999,1039300,149.608444
"2021-01-15",157.529999,158.589996,155.410004,156.419998,2911000,147.617188
"2021-01-19",158.089996,159.100006,156.460007,158.479996,1071400,149.561234
"2021-01-20",158.869995,161.130005,158.059998,159.539993,915000,150.5616
"2021-01-21",159.539993,159.639999,156.559998,156.639999,1130400,147.824799
"2021-01-22",156.520004,156.940002,154.789993,156.210007,1080300,147.418991
"2021-01-25",155.960007,157.729996,154.809998,157.009995,1099800,148.173965
"2021-01-26",158.380005,161.309998,157.509995,160.600006,1226200,151.561966
"2021-01-27",158.699997,161.270004,156.210007,156.5,1558000,147.692673
"2021-01-28",161.070007,169,159.880005,162.440002,1607600,153.298401
"2021-01-29",160.889999,160.990005,154.199997,156.479996,1380500,147.673782
"2021-02-01",158.979996,159.119995,154.570007,156.089996,1241700,147.305756
"2021-02-02",157.25,158.020004,156.300003,157.410004,1244800,148.551453
"2021-02-03",156.979996,158.720001,154.889999,158.600006,1436100,149.674515
"2021-02-04",159.630005,161.919998,158.210007,160.539993,992300,151.505325
"2021-02-05",161.440002,163.020004,159.509995,159.860001,861800,150.863602
"2021-02-08",160.800003,163.75,159.979996,163.389999,946300,154.194931
"2021-02-09",162.630005,165.660004,162.25,165.139999,1292900,155.846466
"2021-02-10",166.589996,166.839996,163.360001,164.130005,1378100,154.893311
"2021-02-11",164.300003,164.669998,162.380005,163.199997,842900,154.01561
"2021-02-12",164.039993,165.240005,162.559998,163.190002,748900,154.00618
"2021-02-16",164.220001,164.389999,162.970001,163.220001,1077600,154.0345
"2021-02-17",162.009995,163.850006,161.429993,163.240005,753800,154.05336
"2021-02-18",162.279999,163.130005,159.360001,160,1004300,150.995712
"2021-02-19",160.380005,164.070007,160.380005,162.770004,811600,153.609848
"2021-02-22",162.050003,162.889999,160.830002,161.970001,945900,152.854858
"2021-02-23",162.279999,162.279999,157.789993,161.600006,1205400,152.505661
"2021-02-24",162.080002,166.610001,161.050003,166.229996,1333400,156.875092
"2021-02-25",166.649994,167.570007,160.699997,160.860001,1148100,151.807297
"2021-02-26",160.869995,163.429993,159.880005,162.139999,1562500,153.015274
"2021-03-01",164.410004,169.399994,164.070007,168.220001,1140900,158.753113
"2021-03-02",168.850006,175.050003,167.600006,169.649994,1410700,160.102646
"2021-03-03",169.460007,173.020004,168.789993,169.580002,1601900,160.036591
"2021-03-04",169.070007,169.830002,160.880005,163.520004,1277500,154.317612
"2021-03-05",165.830002,173.089996,162.710007,172.699997,1844800,162.980988
"2021-03-08",173.5,176.360001,172.460007,173.5,1250300,163.735992
"2021-03-09",175.25,179.619995,173.679993,176.330002,1751600,166.406708
"2021-03-10",175.789993,177.009995,171.179993,175.610001,1419200,165.727234
"2021-03-11",176.119995,177.669998,173.220001,174.149994,1429700,164.349396
"2021-03-12",173.850006,175.729996,172.729996,173.720001,905100,163.943588
"2021-03-15",172.899994,173.610001,170.100006,173.479996,1008200,164.741287
"2021-03-16",174,174.229996,171.130005,172.160004,872700,163.487778
"2021-03-17",171.509995,174.839996,171.070007,174.720001,1633200,165.918808
"2021-03-18",175.490005,175.919998,171.300003,171.869995,1171500,163.212372
"2021-03-19",171.669998,173.580002,170.729996,171.850006,2841700,163.19339
"2021-03-22",172.029999,173.149994,171,172.259995,1016800,163.582718
"2021-03-23",171.169998,171.720001,168.100006,168.539993,1114400,160.050095
"2021-03-24",169.539993,171.679993,169.289993,170.309998,1067800,161.730942
"2021-03-25",170.460007,172.679993,167.869995,172.070007,1227300,163.402313
"2021-03-26",172.679993,178.300003,172.190002,178.130005,1195800,169.157028
"2021-03-29",175.630005,178.169998,175,176.970001,1115000,168.05545
"2021-03-30",175.369995,176.960007,171.619995,172.220001,1162900,163.544754
"2021-03-31",172.179993,174.309998,171.160004,171.600006,1411500,162.955978
"2021-04-01",172.479996,174.25,172.059998,173.960007,995500,165.197098
"2021-04-05",175.789993,177.089996,173.919998,176.5,684800,167.609146
"2021-04-06",175.320007,177.009995,175.279999,176.559998,845200,167.666122
"2021-04-07",176.710007,177.929993,176.009995,176.949997,585800,168.036453
"2021-04-08",177.850006,178.039993,176.199997,176.429993,598400,167.542679
"2021-04-09",177.880005,181.339996,176.610001,179.520004,1092800,170.477036
"2021-04-12",179.610001,183.050003,178.880005,182.490005,1183600,173.297424
"2021-04-13",181.320007,182,176.229996,176.929993,1426800,168.017487
"2021-04-14",174.139999,176.910004,173.919998,174.919998,1199100,166.108749
"2021-04-15",176.449997,177.589996,175.330002,177.350006,828500,168.416321
"2021-04-16",178.690002,178.690002,175.929993,177.820007,1201500,168.862671
"2021-04-19",177.649994,178.259995,176,177.039993,935700,168.121933
"2021-04-20",177.820007,178.320007,175.259995,176.550003,875200,167.656647
"2021-04-21",176.899994,179.389999,176.229996,179.199997,993800,170.173126
"2021-04-22",179.320007,179.570007,175.070007,175.279999,946100,166.450592
"2021-04-23",176.160004,179.279999,175.839996,178.559998,823200,169.565369
"2021-04-26",179.740005,181.779999,178.259995,178.820007,725600,169.812286
"2021-04-27",178.199997,179.039993,176.229996,178.880005,1034000,169.869263
"2021-04-28",180.050003,180.679993,177.589996,179.710007,1385000,170.657455
"2021-04-29",180.850006,182.119995,177.339996,181.820007,1340500,172.661179
"2021-04-30",180.880005,181.029999,177.729996,179.199997,1324400,170.173126
"2021-05-03",180.199997,183.919998,179.289993,182.690002,942500,173.487335
"2021-05-04",182.240005,182.639999,180.389999,181.860001,1229900,172.699142
"2021-05-05",180.649994,186.589996,180.649994,185.330002,1124700,175.99437
"2021-05-06",186.919998,188.449997,183.539993,188.440002,964600,178.947693
"2021-05-07",188.440002,189.419998,187.399994,189.229996,732500,179.697891
"2021-05-10",189.600006,192.100006,189.199997,190.210007,1309600,180.628525
"2021-05-11",188.089996,188.990005,183.550003,184.770004,1028700,175.46257
"2021-05-12",185.169998,189.080002,184.119995,184.559998,1456900,175.263123
"2021-05-13",184.429993,189.690002,184.070007,188.809998,918600,179.299042
"2021-05-14",189.300003,191.699997,189.100006,191.070007,679400,181.445236
"2021-05-17",191.820007,192.119995,188.619995,191.470001,882900,181.825058
"2021-05-18",190.990005,191.479996,188.570007,188.619995,615500,179.118622
"2021-05-19",185.300003,188.910004,182.899994,187.830002,1957900,178.368423
"2021-05-20",188.589996,191.470001,186.759995,189.910004,951400,180.343658
"2021-05-21",189.860001,193.259995,189.509995,192.169998,705000,182.489807
"2021-05-24",192.910004,192.910004,184.800003,187.880005,1436200,178.415924
"2021-05-25",187.820007,188.880005,186.509995,187.419998,850600,177.979095
"2021-05-26",188.509995,188.509995,186,187.520004,859700,178.074051
"2021-05-27",188.589996,190.600006,187.889999,190.210007,1224000,180.628525
"2021-05-28",190.100006,192.380005,189.960007,191.350006,1105100,181.711105
"2021-06-01",193.759995,193.789993,189.899994,191.119995,685200,181.492691
"2021-06-02",191.550003,193.210007,190.089996,192.860001,831800,183.14505
"2021-06-03",192.080002,193.460007,190.899994,191.509995,1001600,181.863022
"2021-06-04",192.020004,194.669998,191.25,194.470001,700300,184.67395
"2021-06-07",194.479996,196.100006,193.800003,195.440002,1051100,185.595093
"2021-06-08",195.440002,196.729996,193.559998,195.960007,826700,186.088898
"2021-06-09",195.770004,196.440002,194.110001,194.479996,662900,184.683426
"2021-06-10",194.820007,195.399994,191.300003,191.729996,842700,182.07196
"2021-06-11",192.610001,194.190002,192.259995,193.949997,746500,184.18013
"2021-06-14",192.550003,192.75,191.580002,192.630005,653000,183.950958
"2021-06-15",193.139999,196.070007,192.800003,195.25,1370300,186.452911
"2021-06-16",194.550003,196.070007,193.220001,195.869995,1278000,187.044968
"2021-06-17",196.160004,197.289993,191.210007,192.949997,1331400,184.256531
"2021-06-18",190.800003,192.270004,188.649994,190.020004,2048900,181.458557
"2021-06-21",189,195.050003,188.5,194.970001,810000,186.185516
"2021-06-22",195.360001,196.429993,193.229996,196.009995,776500,187.17865
"2021-06-23",196.539993,197.649994,195.610001,196.539993,1156900,187.684784
"2021-06-24",194.860001,195.570007,191.539993,195.139999,908700,189.236389
"2021-06-25",196.160004,197.350006,195.309998,196.710007,1072200,190.758896
"2021-06-28",197,198,194.889999,197.25,1103800,191.282532
"2021-06-29",198.389999,198.910004,196.580002,197.789993,581400,191.806198
"2021-06-30",197.509995,198.490005,196.809998,197.970001,726100,191.980759
"2021-07-01",199.089996,200.240005,197.600006,199.940002,694500,193.891174
"2021-07-02",200.490005,204.050003,199.789993,203.559998,1061600,197.401642
"2021-07-06",203.130005,204.190002,201.850006,203.630005,756900,197.469543
"2021-07-07",204.779999,205.110001,202.070007,204.889999,834000,198.691422
"2021-07-08",201.830002,201.830002,198.520004,199.399994,1084900,193.367493
"2021-07-09",201.679993,205.639999,200.809998,205.199997,1119800,198.992035
"2021-07-12",205.520004,212.410004,205.240005,211.100006,1408700,204.713547
"2021-07-13",210.800003,211.149994,203.570007,205.429993,1589100,199.215073
"2021-07-14",205.830002,206.320007,201.630005,203.690002,713500,197.527725
"2021-07-15",202.619995,205.529999,202.5,204.429993,859700,198.245331
"2021-07-16",205.070007,205.330002,202.919998,203.410004,1843300,197.256195
"2021-07-19",200.529999,201.270004,195.880005,197.440002,1247000,191.466812
"2021-07-20",198.380005,204.75,197.779999,204.279999,786700,198.099869
"2021-07-21",206.149994,208.429993,205.800003,207.360001,729700,201.086685
"2021-07-22",207.339996,207.339996,204.25,205.369995,743700,199.156891
"2021-07-23",206.830002,208.559998,205.600006,207.350006,546400,201.077011
"2021-07-26",206.410004,208.5,204.529999,206.229996,915700,199.990875
"2021-07-27",205.229996,205.610001,201.699997,203.389999,890400,197.236801
"2021-07-28",204.130005,204.130005,201.279999,202.850006,996400,196.713135
"2021-07-29",201.960007,204.259995,196.009995,203.949997,1286900,197.779846
"2021-07-30",203.809998,205.639999,202.320007,204.160004,1492200,197.983505
"2021-08-02",205.539993,208.130005,204.830002,206.240005,836000,200.00058
"2021-08-03",206.710007,210.169998,205.100006,209.660004,722900,203.317108
"2021-08-04",208.550003,211.100006,206.350006,209.830002,673600,203.481964
"2021-08-05",211.389999,212.529999,210.619995,212.270004,572300,205.84816
"2021-08-06",213.309998,214.619995,212.279999,214,621200,207.525818
"2021-08-09",214.229996,216.279999,212.860001,215.570007,593100,209.048294
"2021-08-10",216,218.919998,215.279999,217.289993,713100,210.716278
"2021-08-11",217.270004,219.479996,216.639999,217.190002,576900,210.619308
"2021-08-12",216.770004,216.770004,214.110001,215.589996,615100,209.067703
"2021-08-13",215.259995,216.059998,213.020004,214.850006,514500,208.350113
"2021-08-16",214.649994,216.119995,212.080002,216.110001,489500,209.571976
"2021-08-17",213.630005,215.339996,211.550003,212.830002,644300,206.39122
"2021-08-18",214.130005,214.130005,210.070007,210.210007,694200,203.850479
"2021-08-19",208.270004,212.789993,207.350006,212.470001,679800,206.042099
"2021-08-20",213.029999,215.759995,212.600006,215.470001,500800,208.951324
"2021-08-23",216.369995,217.820007,215.229996,215.660004,646300,209.13559
"2021-08-24",215.759995,217.630005,215.710007,217,445800,210.435043
"2021-08-25",218.039993,220.899994,217.389999,219.320007,583800,212.68486
"2021-08-26",219.020004,220.059998,217.869995,218.539993,595600,211.928452
"2021-08-27",218.839996,222.75,218.779999,222.649994,612900,215.914124
"2021-08-30",224.559998,224.559998,222.050003,222.110001,469000,215.390457
"2021-08-31",222.509995,224.039993,218.75,223.869995,974100,217.097214
"2021-09-01",223.649994,223.710007,219.899994,221,1015000,214.314026
"2021-09-02",222.440002,222.929993,220.669998,221.410004,742800,214.711639
"2021-09-03",221.669998,222.320007,218.399994,218.570007,1261800,211.957565
"2021-09-07",218.5,218.550003,213.449997,215.039993,798400,208.534348
"2021-09-08",214.929993,217.229996,213.740005,217.100006,581500,210.532043
"2021-09-09",216.570007,218.949997,215.830002,217.210007,529200,210.638687
"2021-09-10",219,219.570007,216.139999,216.600006,871900,210.047165
"2021-09-13",218.070007,219.479996,214.610001,216.729996,821800,210.173203
"2021-09-14",216.300003,217.190002,212.5,212.880005,785400,207.473572
"2021-09-15",212.889999,216.699997,212.029999,215.110001,910700,209.646942
"2021-09-16",215.690002,215.949997,213.289993,215.029999,707500,209.56897
"2021-09-17",214.070007,216.699997,212,213.509995,1678500,208.08757
"2021-09-20",209.210007,209.360001,202.699997,205.529999,1444500,200.310226
"2021-09-21",206.779999,207.630005,203.089996,203.600006,1222400,198.42926
"2021-09-22",206.240005,208.369995,204.559998,206.929993,961100,201.674683
"2021-09-23",208.110001,213.050003,207.380005,212.059998,931000,206.674393
"2021-09-24",211.139999,212.690002,210.389999,211.220001,548200,205.855743
"2021-09-27",210.960007,212.429993,210.169998,211.880005,787300,206.498978
"2021-09-28",210.330002,211.220001,201.509995,201.970001,1473000,196.840652
"2021-09-29",203.440002,204.25,200.630005,201.899994,1167500,196.77243
"2021-09-30",202.679993,202.860001,194.649994,196.699997,2137600,191.704483
"2021-10-01",196.850006,200.25,195.380005,198.539993,1316700,193.497757
"2021-10-04",197.130005,198.199997,192.210007,193.589996,1840500,188.673462
"2021-10-05",194.869995,196.970001,193.279999,195.070007,1054000,190.115891
"2021-10-06",192.699997,194.520004,190.429993,193.779999,1104700,188.858643
"2021-10-07",195.759995,198.210007,194.259995,194.580002,1015400,189.638336
"2021-10-08",194.460007,196.919998,193.300003,195.360001,991500,190.398514
"2021-10-11",195.649994,198.479996,194.839996,194.869995,1165700,189.920959
"2021-10-12",194.309998,194.779999,188.050003,188.5,1874600,183.712723
"2021-10-13",188.990005,191.949997,188.029999,191.339996,1416600,186.480621
"2021-10-14",194.440002,197.509995,192.850006,197.410004,1547200,192.396454
"2021-10-15",198.679993,201.360001,198.399994,199.759995,2705300,194.686783
"2021-10-18",197.690002,201.699997,197.690002,200.139999,785400,195.057129
"2021-10-19",201.660004,203.300003,201.039993,202.699997,898000,197.552109
"2021-10-20",202.580002,205.059998,202.490005,204.610001,806000,199.413605
"2021-10-21",204.320007,204.970001,203.259995,204.619995,818700,199.42334
"2021-10-22",203.5,207.5,203.029999,206.789993,805700,201.538223
"2021-10-25",206.169998,208.009995,205.050003,206.690002,744600,201.440781
"2021-10-26",207.960007,210.570007,207.759995,209.110001,701400,203.799316
"2021-10-27",208.289993,209.449997,203.589996,203.75,1079100,198.575439
"2021-10-28",202.820007,216.029999,202,215.289993,1890000,209.822372
"2021-10-29",214.729996,221.460007,213.75,216.880005,1744300,211.371994
"2021-11-01",218.210007,220.399994,211.429993,215.860001,1174100,210.377899
"2021-11-02",216.600006,218.960007,215.5,216.830002,945900,211.323257
"2021-11-03",210.550003,219.839996,210.509995,219.470001,868200,213.89621
"2021-11-04",220.289993,221.75,216.679993,219.630005,746900,214.052139
"2021-11-05",221.539993,223.360001,220.229996,221.070007,865400,215.455597
"2021-11-08",222.479996,222.729996,219.889999,221.289993,718000,215.669968
"2021-11-09",221.080002,222.5,217.789993,219.660004,596000,214.081375
"2021-11-10",218,218.679993,211.869995,213.059998,1157100,207.649002
"2021-11-11",214.809998,215.600006,212.899994,214.070007,636200,208.633362
"2021-11-12",214.779999,217.449997,214.139999,216.979996,676600,211.469452
"2021-11-15",217.289993,218.419998,215.389999,215.910004,487400,210.42662
"2021-11-16",215.789993,217.240005,214.410004,215.139999,597400,209.676178
"2021-11-17",214.559998,215.009995,210.669998,211.089996,679600,205.729034
"2021-11-18",211.910004,213.25,209.229996,209.970001,596200,204.637482
"2021-11-19",210.179993,212.809998,206.940002,210.539993,993500,205.192993
"2021-11-22",211.300003,212.899994,207.059998,207.179993,918900,201.918335
"2021-11-23",207.929993,210.380005,205.869995,208.369995,964200,203.078094
"2021-11-24",206.759995,208.649994,204.169998,207.699997,1039700,202.425125
"2021-11-26",201.559998,205.029999,199.449997,202.639999,862800,197.493637
"2021-11-29",205.880005,208.300003,204.070007,207.020004,915400,201.762405
"2021-11-30",204.809998,207.029999,198.779999,199.949997,2093100,194.871948
"2021-12-01",203.399994,204.589996,195.880005,196.029999,1116000,191.051498
"2021-12-02",196.029999,203.100006,196.029999,201.720001,1002300,196.597
"2021-12-03",202.100006,202.350006,193.149994,195.600006,1402700,190.632431
"2021-12-06",197.820007,198.960007,194.919998,197.330002,1048000,192.318497
"2021-12-07",200.419998,204.600006,200.139999,204.220001,945900,199.033508
"2021-12-08",204.550003,204.679993,202.059998,203.669998,792300,198.497482
"2021-12-09",203,203,198.429993,199.410004,1150000,194.345673
"2021-12-10",200.690002,200.899994,193.889999,196.169998,1652100,191.187943
"2021-12-13",196,196.220001,191.580002,194.119995,1028200,189.190002
"2021-12-14",192.080002,193.039993,188.740005,190.020004,1460300,185.194138
"2021-12-15",189.130005,194.369995,187.580002,193.690002,1301500,189.849976
"2021-12-16",196.639999,196.850006,190.520004,190.619995,1564200,186.84082
"2021-12-17",192.880005,195.539993,188.630005,193.360001,2540700,189.526505
"2021-12-20",190.169998,191.440002,186.800003,188.839996,1043000,185.096115
"2021-12-21",193.029999,193.029999,189.369995,190.580002,951700,186.80162
"2021-12-22",191.070007,192.449997,189.570007,192.050003,632200,188.242477
"2021-12-23",192.809998,196.449997,192.550003,195.289993,701300,191.418243
"2021-12-27",196.110001,199.419998,195.960007,199.320007,528600,195.368347
"2021-12-28",199.690002,200.820007,198.080002,199.410004,629700,195.456573
"2021-12-29",199.259995,200.899994,196.960007,197.539993,683400,193.623642
"2021-12-30",198.080002,199.830002,197.360001,198.139999,542700,194.211731
"2021-12-31",198.020004,199.210007,196.5,196.639999,555600,192.741486
"2022-01-03",197.240005,198.869995,193.619995,194.580002,933500,190.722321
"2022-01-04",192.059998,196.789993,192.029999,195.119995,1082400,191.251602
"2022-01-05",196.639999,197.869995,187.160004,187.479996,1421400,183.763077
"2022-01-06",189.5,190.889999,187.220001,190.020004,1077700,186.252731
"2022-01-07",190.5,192.320007,187.940002,191.580002,975500,187.781799
