"","WMT.Open","WMT.High","WMT.Low","WMT.Close","WMT.Volume","WMT.Adjusted"
"2020-11-12",148.479996,148.710007,147.100006,148.229996,4188100,144.29364
"2020-11-13",148.940002,150.940002,147.520004,150.539993,6579400,146.542297
"2020-11-16",150.529999,153.399994,149.279999,152.440002,11520100,148.391846
"2020-11-17",150.5,153.240005,149.179993,149.369995,14237200,145.403381
"2020-11-18",149.860001,151.669998,149.050003,149.089996,8312300,145.130814
"2020-11-19",149.460007,152.449997,149.320007,152.119995,6196900,148.080338
"2020-11-20",151.169998,152.759995,149.809998,150.240005,7312400,146.25029
"2020-11-23",150.369995,151.399994,149.369995,150.929993,6185700,146.921951
"2020-11-24",151.740005,151.979996,150.270004,151.360001,5718400,147.340546
"2020-11-25",151.25,152.389999,151.210007,151.830002,4611100,147.798065
"2020-11-27",152.149994,152.720001,151.100006,151.600006,3666500,147.574173
"2020-11-30",151.600006,152.949997,150.100006,152.789993,10898500,148.732529
"2020-12-01",153.600006,153.660004,151.660004,152.639999,7645100,148.586563
"2020-12-02",152,152.619995,149.529999,150.520004,7849000,146.522858
"2020-12-03",150.279999,150.279999,148.389999,149.300003,8575300,145.335251
"2020-12-04",149.509995,149.509995,147.580002,148.910004,6963100,144.955612
"2020-12-07",148.460007,148.990005,147.160004,148.110001,6159700,144.176834
"2020-12-08",147.360001,149.850006,147.179993,149.449997,6905500,145.481277
"2020-12-09",150,150,147.889999,148.270004,6713200,144.332611
"2020-12-10",147.75,148.149994,146.570007,147.039993,6884100,143.658447
"2020-12-11",146.919998,147.509995,145.940002,147,5620300,143.619385
"2020-12-14",147.699997,147.720001,145.399994,145.649994,8362700,142.30043
"2020-12-15",145.520004,146.360001,144.860001,145.580002,10623800,142.232056
"2020-12-16",146.240005,146.889999,145.080002,145.429993,8550300,142.085495
"2020-12-17",146.059998,146.440002,145.149994,146.100006,10226500,142.740097
"2020-12-18",146.619995,147.179993,145.160004,145.949997,13794700,142.593536
"2020-12-21",145.5,146.669998,145.059998,145.970001,8517700,142.613068
"2020-12-22",145.149994,146.229996,143.139999,144.199997,12533000,140.883774
"2020-12-23",143.539993,144.220001,142.300003,143.220001,6810200,139.926331
"2020-12-24",143.539993,144.389999,143.179993,143.5,3018200,140.199875
"2020-12-28",144.039993,145.300003,143.330002,145.220001,6448300,141.880325
"2020-12-29",145.639999,145.850006,143.589996,144.300003,5979400,140.981491
"2020-12-30",144.880005,145.149994,143.940002,144.179993,6250400,140.864258
"2020-12-31",144.199997,144.270004,142.850006,144.149994,5938000,140.834915
"2021-01-04",144.300003,146.889999,144.279999,146.529999,10727400,143.160202
"2021-01-05",146.600006,147.070007,144.490005,145.75,8832700,142.398132
"2021-01-06",145.089996,148.100006,145.009995,146.660004,7306300,143.287216
"2021-01-07",147.619995,147.759995,146.039993,146.649994,6846000,143.277435
"2021-01-08",146.880005,147,145.809998,146.630005,8159400,143.257904
"2021-01-11",146,147.990005,146,147.289993,8754800,143.902695
"2021-01-12",149,149.929993,148.320007,148.970001,7791100,145.544067
"2021-01-13",148.75,149.070007,147.429993,147.449997,5356500,144.059036
"2021-01-14",147.820007,148,146.039993,146.970001,7672400,143.590073
"2021-01-15",145.139999,145.899994,143.669998,144.639999,11973500,141.313675
"2021-01-19",144.639999,145.070007,142.669998,143.389999,8041200,140.092407
"2021-01-20",143.589996,145.660004,142.889999,145.509995,7925200,142.163666
"2021-01-21",145.360001,145.729996,144.210007,144.850006,4775300,141.518845
"2021-01-22",145.600006,147.339996,145.119995,146.330002,6406500,142.964798
"2021-01-25",145.360001,146.25,144.270004,146.199997,6343700,142.837799
"2021-01-26",145.630005,147.809998,145.470001,147.509995,5010500,144.117661
"2021-01-27",146.960007,147.860001,143.550003,143.839996,9970100,140.532059
"2021-01-28",144.460007,146.259995,143.630005,143.75,7433900,140.444138
"2021-01-29",143.179993,143.75,140.350006,140.490005,10836400,137.259109
"2021-02-01",140.910004,141.490005,139.190002,139.270004,8648400,136.067139
"2021-02-02",139.759995,142.149994,139.440002,140.770004,9000800,137.532654
"2021-02-03",140.660004,142.050003,140.630005,141.199997,4988900,137.952805
"2021-02-04",141.789993,143.179993,141.259995,142.529999,5782100,139.252182
"2021-02-05",143.460007,144.850006,142.529999,144.360001,6817200,141.0401
"2021-02-08",144.809998,145.580002,144.460007,145.029999,5275100,141.694702
"2021-02-09",144.580002,146.320007,144.580002,145.830002,5302300,142.476303
"2021-02-10",145.830002,145.899994,143.539993,144.130005,6192300,140.815384
"2021-02-11",144.139999,144.949997,143.710007,144.020004,4263800,140.707932
"2021-02-12",144.160004,144.610001,143.669998,144.470001,4474500,141.147552
"2021-02-16",145.940002,146.389999,144.929993,145.660004,9297000,142.310196
"2021-02-17",144.649994,147.5,144.5,147.199997,8523700,143.814789
"2021-02-18",139,140.699997,137.5,137.660004,32309100,134.494186
"2021-02-19",137.800003,139.419998,137.669998,138.339996,12202000,135.158539
"2021-02-22",137.740005,138.339996,136.25,137.690002,10702200,134.523483
"2021-02-23",137.110001,137.389999,135.059998,135.470001,10433400,132.354538
"2021-02-24",135.869995,136.160004,133.050003,133.210007,15521900,130.146545
"2021-02-25",133.100006,134.009995,131.479996,131.949997,11108200,128.915482
"2021-02-26",131.479996,131.809998,129.860001,129.919998,14156900,126.932159
"2021-03-01",131.580002,132.570007,131.130005,131.369995,11544800,128.348831
"2021-03-02",131.509995,132.75,130.009995,130.110001,9743600,127.117813
"2021-03-03",129.5,129.929993,127.550003,127.589996,13945800,124.655769
"2021-03-04",127.860001,129.580002,126.279999,127.529999,15116000,124.597145
"2021-03-05",126.830002,129.75,126.75,129.119995,11357900,126.150581
"2021-03-08",129.330002,129.839996,127.809998,127.879997,13662800,124.939095
"2021-03-09",128.800003,129.880005,128.320007,128.889999,10662900,125.925865
"2021-03-10",128.860001,133.050003,128.470001,132.179993,14976400,129.140198
"2021-03-11",133.360001,133.490005,131.529999,132.130005,11829900,129.09137
"2021-03-12",132.520004,134.520004,132.080002,134.119995,9479200,131.035583
"2021-03-15",134.740005,134.75,132.820007,133.429993,8357300,130.361465
"2021-03-16",132.820007,134.279999,132.820007,133.389999,6627000,130.322388
"2021-03-17",132.5,133.139999,131.979996,132.279999,8052100,129.2379
"2021-03-18",131.160004,131.949997,129.929993,130.009995,9938500,127.55043
"2021-03-19",130.130005,132.5,129.899994,131.740005,19234500,129.247726
"2021-03-22",131,132.449997,130.990005,132.369995,8218000,129.865784
"2021-03-23",131.710007,134.300003,131.630005,133.940002,9718300,131.406097
"2021-03-24",134.429993,134.429993,133.050003,133.110001,7849100,130.591797
"2021-03-25",133.259995,134.529999,132.869995,134.009995,9375300,131.474762
"2021-03-26",134,135.199997,133.419998,135.130005,9551200,132.573608
"2021-03-29",135,137.009995,134.600006,136.669998,10048800,134.084457
"2021-03-30",136.330002,137.589996,135.470001,135.740005,9076700,133.172043
"2021-03-31",135.550003,136.860001,134.960007,135.830002,8182000,133.26033
"2021-04-01",135.940002,136.889999,135.330002,135.619995,8531700,133.054321
"2021-04-05",136.720001,140.160004,136.199997,139.429993,13347700,136.792221
"2021-04-06",139.110001,140.949997,138.520004,140.100006,10348200,137.449585
"2021-04-07",140.300003,140.75,139.649994,139.800003,6787200,137.155243
"2021-04-08",140.449997,141.119995,139.660004,139.710007,6365200,137.06694
"2021-04-09",139.630005,140.089996,138.710007,139.779999,6892200,137.13562
"2021-04-12",140.070007,140.380005,139.339996,139.800003,6241000,137.155243
"2021-04-13",139.800003,140,138.869995,139.369995,5799300,136.733368
"2021-04-14",139.119995,139.460007,138.419998,139.320007,7308200,136.684311
"2021-04-15",139.399994,140.470001,139.199997,140.160004,7236800,137.508423
"2021-04-16",140.889999,140.960007,139.710007,140.610001,8829500,137.949905
"2021-04-19",140.289993,140.570007,139.610001,139.710007,6427000,137.06694
"2021-04-20",139.419998,141.770004,138.820007,140.789993,8150700,138.126495
"2021-04-21",140.770004,141.699997,140.529999,141.199997,5778400,138.528778
"2021-04-22",141.080002,141.449997,139.419998,139.669998,6568400,137.027695
"2021-04-23",139.100006,140.339996,139.029999,139.899994,7657000,137.253342
"2021-04-26",139.910004,140,137.639999,137.910004,7615400,135.300995
"2021-04-27",138,138.949997,137.550003,138.380005,5383800,135.7621
"2021-04-28",138.350006,138.589996,137.869995,137.889999,4762200,135.281372
"2021-04-29",137.899994,140,137.899994,139.630005,6532000,136.988464
"2021-04-30",139.710007,139.990005,139.110001,139.910004,6560000,137.263168
"2021-05-03",139.679993,142.740005,139.679993,142.119995,9046500,139.431351
"2021-05-04",141.539993,142.029999,140.100006,140.720001,6361400,138.057846
"2021-05-05",140.710007,141.199997,140.25,140.600006,6117000,137.940109
"2021-05-06",140,141.360001,139.449997,141.050003,5434000,138.925034
"2021-05-07",141.630005,141.720001,139.320007,140.199997,7802800,138.087845
"2021-05-10",140.449997,142.080002,140.309998,140.820007,8769200,138.698517
"2021-05-11",140.869995,140.869995,138.320007,139.550003,8821400,137.447632
"2021-05-12",138.869995,138.979996,135.910004,135.940002,8666100,133.892029
"2021-05-13",136.229996,138.979996,135.759995,138.240005,7158400,136.157379
"2021-05-14",138.809998,140.240005,138.429993,139.520004,5363900,137.418091
"2021-05-17",140,140.399994,138.770004,138.889999,6558600,136.797577
"2021-05-18",143.509995,144.580002,141.210007,141.910004,19394600,139.772095
"2021-05-19",140.710007,143.720001,140.5,141.919998,11624900,139.781937
"2021-05-20",141.5,142.869995,140.699997,142.419998,10180300,140.274399
"2021-05-21",142.520004,143.080002,141.600006,141.75,7642500,139.614487
"2021-05-24",141.759995,142.419998,141.360001,141.759995,6315300,139.624329
"2021-05-25",141.800003,142.639999,141.070007,142.339996,7168400,140.195602
"2021-05-26",142.389999,142.880005,141.759995,142.169998,6431400,140.028168
"2021-05-27",143.350006,143.679993,141.690002,141.690002,18859000,139.555389
"2021-05-28",141.929993,142.449997,141.639999,142.029999,7062100,139.890259
"2021-06-01",142.210007,142.800003,141.270004,141.660004,6922500,139.525848
"2021-06-02",141.389999,141.710007,140.089996,141.350006,7766000,139.220535
"2021-06-03",141.389999,141.850006,140.75,141.600006,6124800,139.466736
"2021-06-04",141.460007,142.289993,141.25,141.850006,4545300,139.712982
"2021-06-07",141.850006,141.970001,140.389999,140.899994,5543600,138.777298
"2021-06-08",140.509995,140.899994,139.809998,139.830002,6706900,137.723419
"2021-06-09",139.339996,140.009995,139.029999,139.080002,5695100,136.984726
"2021-06-10",139.080002,140.190002,139.080002,139.880005,5459500,137.772675
"2021-06-11",140.229996,140.850006,139.860001,140.75,8410800,138.629547
"2021-06-14",140.929993,140.929993,140.029999,140.559998,5046900,138.442413
"2021-06-15",140.839996,140.910004,139.660004,140,6442400,137.890854
"2021-06-16",139.850006,140.039993,136.970001,137.149994,9598300,135.083786
"2021-06-17",137,138.350006,136.710007,137.720001,6447300,135.645187
"2021-06-18",135.440002,136.389999,134.399994,135.169998,14937600,133.133636
"2021-06-21",135.660004,136.75,135.350006,136.399994,6925000,134.345093
"2021-06-22",136.229996,137.720001,136.229996,137.029999,6369000,134.965591
"2021-06-23",136.5,136.990005,135.929993,135.960007,6463500,133.911728
"2021-06-24",136.169998,137.240005,136.100006,136.910004,7814700,134.847412
"2021-06-25",137.130005,138.860001,136.919998,138.529999,9546900,136.442993
"2021-06-28",138.039993,138.639999,136.600006,138.100006,5183000,136.019485
"2021-06-29",137.899994,138.470001,137.229996,137.300003,11987500,135.231537
"2021-06-30",139.559998,142.580002,138.690002,141.020004,15170400,138.895493
"2021-07-01",140.410004,141.25,139.009995,139.320007,8782900,137.221115
"2021-07-02",139.350006,141.080002,139.350006,140.110001,8760200,137.999191
"2021-07-06",139.899994,140.75,139.509995,139.940002,6093100,137.831757
"2021-07-07",139.759995,141.190002,139.360001,139.710007,8535800,137.605225
"2021-07-08",138.339996,140.649994,138.220001,139.589996,7089000,137.487045
"2021-07-09",140.410004,140.839996,139.929993,140.300003,5061800,138.186325
"2021-07-12",140.690002,140.789993,139.330002,140.050003,6505000,137.940109
"2021-07-13",139.990005,141.179993,139.940002,140.580002,6315900,138.462128
"2021-07-14",140.710007,141.800003,139.830002,141.550003,6270700,139.417496
"2021-07-15",142,142.639999,141.089996,141.660004,5991600,139.525848
"2021-07-16",141.699997,142.130005,140.949997,141.559998,6031800,139.427353
"2021-07-19",141.410004,142.979996,139.770004,141.229996,9127700,139.10231
"2021-07-20",140.970001,142.470001,140.779999,141.869995,6340100,139.732666
"2021-07-21",142.5,142.539993,140.710007,141.169998,6197300,139.043243
"2021-07-22",141.130005,142.119995,140.800003,141.270004,4337800,139.141724
"2021-07-23",141.520004,142.720001,141.009995,142.429993,5315800,140.284225
"2021-07-26",142.360001,143.860001,141.460007,142.630005,6172400,140.481247
"2021-07-27",143,143,141.960007,142.639999,5131900,140.491074
"2021-07-28",142.479996,143.25,141.660004,142.059998,4690500,139.9198
"2021-07-29",142.639999,142.850006,142.020004,142.240005,3687700,140.097107
"2021-07-30",141.199997,142.960007,141.199997,142.550003,5444100,140.402451
"2021-08-02",142.830002,142.869995,141.669998,142.220001,6652800,140.077408
"2021-08-03",142.440002,143.899994,142.360001,143.820007,6305100,141.65332
"2021-08-04",143.380005,143.940002,142.740005,142.839996,5100500,140.688065
"2021-08-05",144.229996,145.539993,143.990005,145.490005,9001800,143.298141
"2021-08-06",146.210007,146.470001,144.949997,145.229996,6421200,143.042053
"2021-08-09",145.910004,146.479996,145.399994,145.580002,5270600,143.386795
"2021-08-10",146.970001,148.949997,146.25,148.679993,12754000,146.440094
"2021-08-11",149.509995,151.580002,149.160004,150.009995,13818600,147.750046
"2021-08-12",149,150.210007,148.809998,149.059998,6089700,147.354614
"2021-08-13",149.380005,150.360001,149.160004,149.529999,5327100,147.819244
"2021-08-16",149.679993,151.729996,149.039993,150.75,15930500,149.025299
"2021-08-17",150.399994,152.5,149.100006,150.699997,16983400,148.975876
"2021-08-18",150.550003,152.570007,149.020004,149.100006,9403900,147.394165
"2021-08-19",148.330002,150.660004,148,150.110001,7543500,148.392624
"2021-08-20",150.479996,151.720001,149.75,151.449997,6466800,149.717285
"2021-08-23",151.529999,151.789993,150.410004,150.449997,5388700,148.728729
"2021-08-24",150.5,150.5,148.699997,148.899994,6276300,147.196442
"2021-08-25",148.410004,149.279999,148.029999,148.960007,7307100,147.255783
"2021-08-26",147.470001,148.270004,146.669998,147.350006,7822300,145.664185
"2021-08-27",147.509995,147.690002,146.179993,146.520004,7696200,144.843689
"2021-08-30",146.419998,148,146.020004,147.699997,5480200,146.010178
"2021-08-31",147.990005,148.440002,147.240005,148.100006,8359500,146.405624
"2021-09-01",147.559998,147.929993,146.570007,147.779999,6352200,146.089264
"2021-09-02",148.119995,148.789993,147.690002,148.559998,6672700,146.860336
"2021-09-03",148.199997,149.649994,147.899994,149.25,5737300,147.54245
"2021-09-07",148.970001,149.169998,147.059998,147.270004,8448400,145.585114
"2021-09-08",146.949997,148.320007,146.729996,147.460007,6502800,145.772949
"2021-09-09",147.460007,147.610001,145.839996,146.419998,7442900,144.744812
"2021-09-10",147.199997,147.240005,145.429993,145.889999,5258400,144.220886
"2021-09-13",146.520004,147.149994,144.639999,145.059998,6509800,143.400391
"2021-09-14",145.479996,145.880005,143.919998,144.300003,5511300,142.649094
"2021-09-15",144.070007,144.75,143.789993,144.550003,4950000,142.896225
"2021-09-16",144.440002,145.309998,143.690002,145.029999,6142800,143.370728
"2021-09-17",144.139999,146.160004,144.020004,144.729996,24344200,143.074173
"2021-09-20",143.5,145.190002,141.619995,142.740005,8351500,141.106934
"2021-09-21",142.699997,144.580002,142.669998,143.020004,5812500,141.383728
"2021-09-22",143.470001,143.600006,142.289993,142.690002,5014800,141.05751
"2021-09-23",143.220001,143.630005,142.449997,142.770004,5195100,141.136597
"2021-09-24",142.5,143.690002,142.490005,143.169998,4453500,141.532013
"2021-09-27",142.869995,143.550003,141.839996,142.25,7083600,140.622543
"2021-09-28",141.880005,142.070007,139.990005,140.5,6860300,138.892563
"2021-09-29",140.649994,141.830002,140.320007,140.440002,7125200,138.833252
"2021-09-30",140.639999,141.729996,139.25,139.380005,7485900,137.78537
"2021-10-01",139.259995,139.630005,135.919998,137.050003,10004800,135.482025
"2021-10-04",137.089996,138.229996,134.710007,135.729996,9990100,134.177139
"2021-10-05",135.949997,137.710007,135.899994,136.619995,6865800,135.056931
"2021-10-06",136.240005,137.789993,136.130005,137.619995,6458900,136.045502
"2021-10-07",138.779999,140.699997,138.759995,139.240005,7022700,137.646988
"2021-10-08",139.660004,140.089996,139.009995,139.660004,4615800,138.062164
"2021-10-11",139.520004,140.779999,139.440002,139.529999,4349400,137.933655
"2021-10-12",139.339996,140.410004,139.070007,139.380005,5263100,137.78537
"2021-10-13",139.5,140.009995,138.130005,138.369995,5979300,136.786926
"2021-10-14",138.5,140.070007,138.5,139.869995,6594500,138.26976
"2021-10-15",140.619995,141.100006,139.960007,140.550003,6912400,138.941986
"2021-10-18",140,142.009995,139.830002,141.679993,6629000,140.059052
"2021-10-19",144.630005,145.610001,143.660004,144.690002,11148100,143.034622
"2021-10-20",144.889999,146.490005,144.889999,146,5817900,144.329636
"2021-10-21",146.580002,146.919998,145.809998,146.809998,4651500,145.130356
"2021-10-22",147.100006,149.690002,147.100006,148.339996,7065200,146.642853
"2021-10-25",148.779999,150.520004,148.009995,150.059998,6429300,148.343185
"2021-10-26",150,150.550003,148.460007,148.75,5806200,147.048157
"2021-10-27",148.960007,149.020004,147.389999,147.529999,4855200,145.842133
"2021-10-28",148.339996,148.979996,147.710007,148.449997,4199500,146.751617
"2021-10-29",147.910004,150.100006,147.559998,149.419998,7340900,147.71051
"2021-11-01",149.979996,150.75,149.350006,149.789993,4183200,148.076279
"2021-11-02",149.970001,150.179993,149.279999,149.720001,4546300,148.007065
"2021-11-03",149.600006,150.289993,149.029999,150.179993,4736500,148.461792
"2021-11-04",150.179993,151.850006,149.830002,151.279999,5049700,149.549225
"2021-11-05",152,152,149.619995,150.229996,5027300,148.51123
"2021-11-08",150.220001,150.509995,148.729996,149.270004,5124400,147.562225
"2021-11-09",149.520004,149.869995,148.869995,149.789993,5000600,148.076279
"2021-11-10",148.729996,149.619995,147.979996,148.440002,5601200,146.741714
"2021-11-11",148.770004,148.990005,148.190002,148.5,4534400,146.801041
"2021-11-12",149,149.240005,147.539993,147.759995,6104600,146.069489
"2021-11-15",148.149994,148.449997,146.399994,146.910004,9632000,145.229218
"2021-11-16",145.100006,146.679993,142.300003,143.169998,24662200,141.532013
"2021-11-17",143.160004,144.720001,141.820007,141.940002,11038700,140.316101
"2021-11-18",142.139999,143.289993,140.860001,143.160004,8131400,141.522125
"2021-11-19",143.619995,144,141.940002,142.389999,9373100,140.760925
"2021-11-22",142.660004,145.360001,142,144.779999,9708800,143.123596
"2021-11-23",144.25,145.979996,143.25,145.809998,9969300,144.1418
"2021-11-24",145.729996,147.059998,145.639999,146.539993,6029800,144.863449
"2021-11-26",146.440002,147.880005,144.419998,144.899994,7013200,143.242218
"2021-11-29",145,145.25,142.229996,142.630005,11013200,140.998199
"2021-11-30",141.479996,142.5,140.009995,140.630005,21606300,139.021072
"2021-12-01",140.509995,140.720001,137.039993,137.139999,12207100,135.570999
"2021-12-02",137.630005,138.440002,135.240005,135.470001,13268600,133.92009
"2021-12-03",135.860001,137.880005,135.289993,137.509995,14714200,135.936752
"2021-12-06",137.559998,139.360001,137.100006,139,10863100,137.409729
"2021-12-07",139.600006,139.830002,138.089996,138.550003,12579700,136.964859
"2021-12-08",138.059998,138.5,136.009995,137.149994,11498800,135.580887
"2021-12-09",136.630005,138.570007,135.710007,138.5,10783900,137.466705
"2021-12-10",138.339996,141.300003,137.570007,141.029999,12858500,139.977829
"2021-12-13",140.240005,143.75,140.009995,143.570007,18013100,142.498886
"2021-12-14",143.300003,145.279999,142.149994,144.940002,15573800,143.858673
"2021-12-15",145.210007,146.470001,143.399994,145.770004,11163300,144.68248
"2021-12-16",145.770004,146.529999,142.889999,143.339996,13023200,142.270584
"2021-12-17",142.75,143.949997,138.389999,138.75,26193700,137.714844
"2021-12-20",138.119995,139.75,137.600006,139.199997,10339300,138.161484
"2021-12-21",138.899994,139.860001,138.009995,139.619995,8206800,138.578339
"2021-12-22",139.899994,139.990005,138.529999,139.800003,5676000,138.757019
"2021-12-23",139.800003,140.160004,138.850006,139.490005,5864200,138.449326
"2021-12-27",139.600006,140.869995,139.570007,140.759995,5346900,139.709839
"2021-12-28",140.600006,142.970001,140.600006,142.779999,5261000,141.714767
"2021-12-29",142.660004,143.529999,142.320007,142.710007,4348400,141.645309
"2021-12-30",143.259995,143.699997,142.479996,143.169998,4983000,142.101868
"2021-12-31",143.199997,145.039993,142.919998,144.690002,5982600,143.610535
"2022-01-03",144,144.789993,143.009995,144.649994,6902200,143.570831
