"","TRMB.Open","TRMB.High","TRMB.Low","TRMB.Close","TRMB.Volume","TRMB.Adjusted"
"2021-03-29",74.029999,75.849998,73.449997,75.279999,1784600,75.279999
"2021-03-30",76.349998,77.639999,75.5,76.040001,1908900,76.040001
"2021-03-31",77.169998,78.669998,76.839996,77.790001,1988900,77.790001
"2021-04-01",79.139999,81.089996,78,80.739998,2967300,80.739998
"2021-04-05",83.010002,84.760002,82.220001,83.739998,3196900,83.739998
"2021-04-06",84.260002,84.870003,82.290001,82.919998,2791100,82.919998
"2021-04-07",82.760002,82.830002,79.660004,79.739998,1879100,79.739998
"2021-04-08",81.190002,81.260002,80.07,80.400002,2406600,80.400002
"2021-04-09",80.010002,80.779999,79.709999,80.400002,1161800,80.400002
"2021-04-12",79.889999,81.339996,79.849998,81.300003,1032900,81.300003
"2021-04-13",81.360001,82.5,80.910004,81.639999,1346800,81.639999
"2021-04-14",81.360001,82.68,80.839996,81.139999,844700,81.139999
"2021-04-15",81.489998,82.959999,81.349998,82.050003,1577600,82.050003
"2021-04-16",82.620003,83.07,81.669998,81.970001,1447800,81.970001
"2021-04-19",81.290001,82.07,80.330002,80.970001,1011200,80.970001
"2021-04-20",80.370003,80.75,78.599998,79.419998,858300,79.419998
"2021-04-21",79.059998,81.050003,78.910004,81,843700,81
"2021-04-22",81,82.349998,80.32,81.339996,996700,81.339996
"2021-04-23",81.709999,82.989998,81.709999,82.540001,782100,82.540001
"2021-04-26",83,84.339996,82.739998,84.120003,1256800,84.120003
"2021-04-27",84.599998,84.709999,83.330002,84.059998,860600,84.059998
"2021-04-28",83.440002,83.889999,82.699997,83.459999,578500,83.459999
"2021-04-29",84.150002,84.269997,83.059998,83.660004,1466500,83.660004
"2021-04-30",82.879997,83.43,81.529999,82,1228900,82
"2021-05-03",82.580002,82.760002,80.449997,81.199997,1432800,81.199997
"2021-05-04",80.5,80.57,78.580002,79.93,1345200,79.93
"2021-05-05",80.760002,81.910004,79.910004,81.110001,1622300,81.110001
"2021-05-06",79.010002,79.68,75.099998,75.919998,3160800,75.919998
"2021-05-07",76.410004,79.440002,76.410004,79.330002,1904500,79.330002
"2021-05-10",78.790001,79.160004,77.419998,77.739998,1347000,77.739998
"2021-05-11",75.459999,77.110001,75.160004,76.470001,1712400,76.470001
"2021-05-12",75.18,76.190002,73.790001,73.839996,1584800,73.839996
"2021-05-13",73.980003,75.269997,73.419998,74.290001,1470200,74.290001
"2021-05-14",75,76.690002,74.589996,76.309998,1489800,76.309998
"2021-05-17",75.900002,76.959999,75.599998,76.230003,1027700,76.230003
"2021-05-18",76.309998,76.629997,75.43,75.459999,1388100,75.459999
"2021-05-19",73.919998,74.980003,73.540001,74.769997,1347700,74.769997
"2021-05-20",74.959999,77.07,74.830002,76.760002,1072800,76.760002
"2021-05-21",77.169998,78.129997,76.529999,76.720001,1492100,76.720001
"2021-05-24",77.220001,78.32,76.980003,77.940002,846400,77.940002
"2021-05-25",77.910004,78.870003,77.879997,78.290001,1367100,78.290001
"2021-05-26",78.279999,79.089996,78.019997,78.160004,1127000,78.160004
"2021-05-27",78.629997,78.629997,77.529999,78.110001,2493400,78.110001
"2021-05-28",78.779999,78.849998,77.309998,77.790001,1319400,77.790001
"2021-06-01",79,80.550003,78.239998,78.43,1414000,78.43
"2021-06-02",78.419998,79.040001,77.75,78.43,1251200,78.43
"2021-06-03",77.589996,78.260002,77,77.849998,1167100,77.849998
"2021-06-04",78.129997,80.07,78.059998,79.82,1208800,79.82
"2021-06-07",79.559998,79.910004,77.989998,78.220001,1291400,78.220001
"2021-06-08",78.889999,79.07,77.809998,78.379997,1678200,78.379997
"2021-06-09",78.900002,78.900002,78.120003,78.160004,679300,78.160004
"2021-06-10",78.279999,78.93,77.459999,78.760002,705900,78.760002
"2021-06-11",79.349998,79.610001,78.360001,78.610001,1071900,78.610001
"2021-06-14",78.940002,79.32,77.940002,78.790001,1200000,78.790001
"2021-06-15",78.809998,78.809998,77.849998,78.190002,826700,78.190002
"2021-06-16",78.290001,78.889999,77.519997,78.269997,819400,78.269997
"2021-06-17",78.120003,78.669998,77.290001,78.199997,754100,78.199997
"2021-06-18",78.089996,78.599998,76.82,77.870003,2859500,77.870003
"2021-06-21",78.050003,79.470001,77.290001,78.959999,1143400,78.959999
"2021-06-22",78.75,79.550003,78.360001,79.400002,680300,79.400002
"2021-06-23",79.379997,79.849998,79.040001,79.239998,779800,79.239998
"2021-06-24",79.779999,80.540001,79.290001,80.489998,839600,80.489998
"2021-06-25",80.970001,81.419998,80.580002,81.050003,2549200,81.050003
"2021-06-28",81.349998,81.669998,80.910004,81.660004,786400,81.660004
"2021-06-29",81.879997,83,81.699997,82.730003,966700,82.730003
"2021-06-30",82.699997,82.879997,81.529999,81.830002,952300,81.830002
"2021-07-01",81.800003,82.470001,81.610001,82.449997,669400,82.449997
"2021-07-02",82.989998,82.989998,82.139999,82.57,569700,82.57
"2021-07-06",82.540001,82.800003,82.18,82.730003,1004300,82.730003
"2021-07-07",82.610001,83.389999,81.68,82.910004,610100,82.910004
"2021-07-08",81.589996,82.419998,80.349998,81.489998,700400,81.489998
"2021-07-09",82.199997,83.580002,81.720001,83.260002,1002000,83.260002
"2021-07-12",83.559998,84.220001,83.32,84.050003,742700,84.050003
"2021-07-13",84.050003,84.220001,82.550003,82.660004,650200,82.660004
"2021-07-14",83.25,83.830002,81.949997,82.400002,517700,82.400002
"2021-07-15",81.959999,82.239998,80.339996,80.940002,650700,80.940002
"2021-07-16",81.339996,81.589996,79.099998,79.220001,876700,79.220001
"2021-07-19",77.940002,79.07,77.769997,78.709999,955700,78.709999
"2021-07-20",79.059998,81.43,78.690002,80.690002,940300,80.690002
"2021-07-21",81.120003,82.449997,80.959999,82.440002,657800,82.440002
"2021-07-22",82.809998,82.879997,81.949997,82.330002,483600,82.330002
"2021-07-23",82.870003,83.75,82.339996,83.449997,641600,83.449997
"2021-07-26",83.580002,83.800003,82.540001,83.230003,477100,83.230003
"2021-07-27",82.699997,83.089996,81.099998,82.489998,668100,82.489998
"2021-07-28",82.459999,84.540001,82.220001,84.120003,732700,84.120003
"2021-07-29",84.699997,86.139999,84.5,85.489998,757400,85.489998
"2021-07-30",84.900002,85.720001,84.580002,85.5,890900,85.5
"2021-08-02",86.68,86.839996,85.199997,85.309998,753000,85.309998
"2021-08-03",85.440002,86.059998,84.389999,85.809998,1088300,85.809998
"2021-08-04",86.540001,87.080002,85.349998,86.730003,1043400,86.730003
"2021-08-05",87.139999,89.620003,86.07,89.419998,1738100,89.419998
"2021-08-06",89.739998,90.25,87.940002,89.360001,1089600,89.360001
"2021-08-09",89.169998,89.830002,88.440002,89.18,907900,89.18
"2021-08-10",89.260002,89.879997,88.529999,88.989998,906900,88.989998
"2021-08-11",89,89.459999,88.389999,89.089996,939800,89.089996
"2021-08-12",88.980003,89.190002,88.099998,88.610001,891600,88.610001
"2021-08-13",88.690002,89.099998,88.089996,88.900002,830700,88.900002
"2021-08-16",88.889999,90.25,88.269997,90.080002,1088700,90.080002
"2021-08-17",89.459999,89.959999,87.889999,88.599998,1226600,88.599998
"2021-08-18",88.5,89.949997,88.209999,88.790001,1281000,88.790001
"2021-08-19",88.25,89.43,86.959999,88.93,1889700,88.93
"2021-08-20",89,90.760002,88.690002,90.589996,1109600,90.589996
"2021-08-23",90.739998,92.459999,90.589996,92.089996,1030500,92.089996
"2021-08-24",92.150002,93.07,91.959999,92.660004,1120800,92.660004
"2021-08-25",92.510002,94.230003,92.300003,94.209999,852100,94.209999
"2021-08-26",94,94.769997,93.5,94.360001,837900,94.360001
"2021-08-27",94.529999,96.379997,94.489998,95.709999,995600,95.709999
"2021-08-30",96.139999,96.489998,95.330002,95.720001,682700,95.720001
"2021-08-31",95.769997,96.169998,94.050003,94.220001,1685300,94.220001
"2021-09-01",94.309998,94.800003,93.57,93.75,2269200,93.75
"2021-09-02",94.400002,95,94.040001,94.360001,1760600,94.360001
"2021-09-03",94.410004,95.949997,93.93,94.860001,1422100,94.860001
"2021-09-07",94.709999,95.220001,93.980003,94.580002,1186200,94.580002
"2021-09-08",94.099998,94.230003,92.529999,93.900002,1391600,93.900002
"2021-09-09",94.089996,94.709999,93.620003,93.650002,1081300,93.650002
"2021-09-10",94.120003,94.830002,93.550003,93.879997,847800,93.879997
"2021-09-13",94.470001,94.639999,91.07,91.809998,1143700,91.809998
"2021-09-14",91.800003,92.669998,90.959999,91.309998,920800,91.309998
"2021-09-15",91.75,92.050003,90.970001,91.900002,1058100,91.900002
"2021-09-16",91.75,92.07,91,91.949997,925700,91.949997
"2021-09-17",91.489998,91.629997,89.5,90.589996,2800200,90.589996
"2021-09-20",89.050003,89.529999,87.620003,89.110001,1856100,89.110001
"2021-09-21",90,90.220001,88.309998,88.970001,846100,88.970001
"2021-09-22",89.580002,91,89.449997,90.540001,684800,90.540001
"2021-09-23",88.339996,90.480003,88.339996,89.589996,1540700,89.589996
"2021-09-24",88.75,89.43,87.540001,87.699997,1614600,87.699997
"2021-09-27",87.449997,87.610001,86.019997,86.629997,1876700,86.629997
"2021-09-28",85.68,86.150002,83.68,84.360001,1444300,84.360001
"2021-09-29",84.620003,85.419998,84.080002,84.309998,1301900,84.309998
"2021-09-30",84.800003,85.099998,82.230003,82.25,1481800,82.25
"2021-10-01",82.660004,84.510002,81.940002,84.139999,1423200,84.139999
"2021-10-04",83.809998,83.809998,81.010002,81.370003,1025200,81.370003
"2021-10-05",81.860001,83.300003,81.470001,82.309998,1044800,82.309998
"2021-10-06",81.68,81.910004,80.190002,81.860001,901800,81.860001
"2021-10-07",82.5,83.629997,82.5,82.900002,602600,82.900002
"2021-10-08",83,83.239998,81.879997,81.93,637900,81.93
"2021-10-11",81.489998,81.779999,80.339996,80.379997,740200,80.379997
"2021-10-12",81.080002,81.769997,80.43,80.68,763500,80.68
"2021-10-13",81.25,81.879997,80.699997,81.089996,628900,81.089996
"2021-10-14",82.120003,83.800003,82.099998,83.620003,722600,83.620003
"2021-10-15",84.639999,85.379997,84.269997,84.93,880400,84.93
"2021-10-18",84.5,85.339996,84.199997,85.199997,532500,85.199997
"2021-10-19",85.760002,87.330002,85.690002,87.040001,790000,87.040001
"2021-10-20",86.959999,87,85.800003,86.510002,578900,86.510002
"2021-10-21",86.440002,87.739998,86.199997,87.690002,543900,87.690002
"2021-10-22",87.790001,88.629997,86.989998,87.120003,680300,87.120003
"2021-10-25",87.309998,88.099998,86.470001,86.949997,1043500,86.949997
"2021-10-26",87.32,87.870003,86.360001,86.410004,497200,86.410004
"2021-10-27",86.510002,86.970001,85.699997,85.730003,622600,85.730003
"2021-10-28",86,87.739998,85.919998,87.699997,695500,87.699997
"2021-10-29",87.010002,88.139999,86.779999,87.370003,619400,87.370003
"2021-11-01",87.410004,88.199997,86.730003,87.25,1100100,87.25
"2021-11-02",87.599998,89.309998,87.080002,88.43,832000,88.43
"2021-11-03",88.459999,88.639999,87.160004,88.129997,944300,88.129997
"2021-11-04",91.160004,91.959999,86.080002,86.610001,1205500,86.610001
"2021-11-05",87.010002,87.269997,85.459999,86.379997,1211700,86.379997
"2021-11-08",87.660004,89.739998,87,89.169998,1477800,89.169998
"2021-11-09",88.669998,90.190002,87.440002,88.400002,1208900,88.400002
"2021-11-10",88.190002,88.620003,84.93,85.459999,1274300,85.459999
"2021-11-11",85.839996,86.75,84.919998,85.449997,896400,85.449997
"2021-11-12",85.889999,86.769997,85.040001,86.690002,888300,86.690002
"2021-11-15",86.980003,87.870003,86.82,87.309998,889500,87.309998
"2021-11-16",86.910004,89.529999,86.910004,89.279999,1130300,89.279999
"2021-11-17",89.279999,89.589996,87.860001,88.650002,769300,88.650002
"2021-11-18",88.620003,88.620003,86.75,87.800003,921700,87.800003
"2021-11-19",87.989998,89.32,87.68,88.650002,1093500,88.650002
"2021-11-22",88.830002,89.790001,86.879997,86.919998,1331400,86.919998
"2021-11-23",86.239998,86.239998,83.949997,85.830002,1341500,85.830002
"2021-11-24",85.610001,86.480003,84.379997,86.230003,1303400,86.230003
"2021-11-26",85.029999,85.889999,82.940002,83.410004,718800,83.410004
"2021-11-29",84.580002,86.739998,83.779999,86.529999,1261900,86.529999
"2021-11-30",86.349998,87.370003,85.519997,85.870003,2667200,85.870003
"2021-12-01",87.620003,88.209999,83.940002,84.010002,1894700,84.010002
"2021-12-02",83.970001,86.82,83.669998,86.290001,1144500,86.290001
"2021-12-03",86.919998,87.470001,82.790001,83.769997,2032900,83.769997
"2021-12-06",84.43,84.610001,82.5,83.5,1935000,83.5
"2021-12-07",84.830002,87.690002,84.580002,87.599998,1271300,87.599998
"2021-12-08",87.5,88.620003,86.910004,88.370003,774300,88.370003
"2021-12-09",87.949997,89.300003,86.790001,86.910004,746600,86.910004
"2021-12-10",87.669998,88.339996,85.279999,86.089996,904000,86.089996
"2021-12-13",86.089996,86.68,84.540001,86.07,973200,86.07
"2021-12-14",85.019997,85.550003,82.629997,83.870003,1016400,83.870003
"2021-12-15",84.5,87.239998,83.040001,87.18,1146600,87.18
"2021-12-16",87.5,88.599998,84.169998,84.769997,1658900,84.769997
"2021-12-17",84.93,86.949997,83.870003,85.43,3007400,85.43
"2021-12-20",83.739998,84.68,82,83.690002,1084400,83.690002
"2021-12-21",84.610001,86.379997,83.68,86.339996,993600,86.339996
"2021-12-22",86.360001,86.709999,84.949997,85.879997,830200,85.879997
"2021-12-23",86.029999,86.82,85.879997,86.110001,835200,86.110001
"2021-12-27",86.57,88.889999,86.57,88.650002,596900,88.650002
"2021-12-28",88.699997,88.900002,87.599998,87.730003,489900,87.730003
"2021-12-29",87.730003,87.860001,86.849998,87.400002,485500,87.400002
"2021-12-30",87.510002,88.669998,87.360001,87.5,415800,87.5
"2021-12-31",87.309998,88.080002,87.139999,87.190002,405900,87.190002
"2022-01-03",87.449997,88.059998,86.099998,86.68,774200,86.68
"2022-01-04",86.75,86.949997,83.989998,85.110001,1386000,85.110001
"2022-01-05",84.620003,85.050003,81.559998,81.610001,1112800,81.610001
"2022-01-06",81.400002,83.029999,80.510002,82.029999,1337900,82.029999
"2022-01-07",81.599998,82.059998,78.919998,79.139999,1351500,79.139999
"2022-01-10",77.980003,78.82,76.199997,78.769997,1501000,78.769997
"2022-01-11",78.900002,79.559998,76.860001,79.489998,1222900,79.489998
"2022-01-12",80.080002,80.989998,78.730003,79.160004,870900,79.160004
"2022-01-13",79.790001,79.959999,75.650002,75.940002,2135200,75.940002
"2022-01-14",75.419998,77.269997,74.709999,75.919998,1408900,75.919998
"2022-01-18",74.349998,75.849998,73.459999,74.779999,1850300,74.779999
"2022-01-19",75.300003,76.489998,73.860001,73.940002,1582700,73.940002
